Maison des associations;Date;Heure de d‚but;Heure de fin;Activit‚;Type de r‚servation;Association
NICE-CENTRE;12/06/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/06/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/06/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/06/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/06/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/06/2019;18H00;19H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;12/06/2019;18H00;20H00;SANTE;REUNION;OA - OUTRE-MANGEURS ANONYMES
NICE-CENTRE;12/06/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;13/06/2019;13H00;14H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;13/06/2019;14H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;13/06/2019;17H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;13/06/2019;18H00;19H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;13/06/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;13/06/2019;18H00;19H00;PATRIMOINE;COURS;ACADEMIA NISSARDA
NICE-CENTRE;14/06/2019;10H00;11H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;15/06/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;15/06/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;15/06/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;15/06/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;15/06/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;11/06/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;11/06/2019;09H00;12H00;SOCIAL;PERMANENCE;AAVAA - ASSOCIATION D'ASSISTANCE AUX VICTIMES D'ACCIDENTS ET D'AGRESSIONS
NICE-EST SAINT ROCH;11/06/2019;09H00;12H00;EMPLOI;REUNION;AXPERIENCE
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/06/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/06/2019;09H00;12H00;EMPLOI;PERMANENCE;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;11/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;11/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/06/2019;10H00;16H00;DANSE ;COURS;ASSOCIATION CORPS ET DANSE 
NICE-EST SAINT ROCH;11/06/2019;13H00;17H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;11/06/2019;14H00;17H00;HANDICAP;REUNION;AVH - ASSOCIATION VALENTIN HAUY - COMITE DE NICE 
NICE-EST SAINT ROCH;11/06/2019;14H00;17H00;ENSEIGNEMENT;REUNION;HIGH ARTISANAT
NICE-EST SAINT ROCH;11/06/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/06/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/06/2019;15H00;16H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;11/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;11/06/2019;18H00;19H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;11/06/2019;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;11/06/2019;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;11/06/2019;18H00;19H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;11/06/2019;18H00;21H00;ENVIRONNEMENT;REUNION;LPO - LIGUE POUR LA PROTECTION DES OISEAUX - DELEGATION PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;11/06/2019;19H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;11/06/2019;19H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;12/06/2019;09H00;11H00;CULTURE;PERMANENCE;TUNISIENS DE FRANCE EN AVANT
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;12/06/2019;09H00;12H00;PROXIMITE;REUNION;AMM - ALPES MARITIMES MEDIATION
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/06/2019;09H00;12H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;12/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;12/06/2019;10H00;12H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;12/06/2019;11H00;12H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;12/06/2019;12H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;12/06/2019;14H00;16H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;12/06/2019;14H00;17H00;ENSEIGNEMENT;REUNION;HIGH ARTISANAT
NICE-EST SAINT ROCH;12/06/2019;14H00;18H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;12/06/2019;14H00;17H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;12/06/2019;14H00;16H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;12/06/2019;14H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;12/06/2019;14H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;12/06/2019;14H00;17H00;SENIORS;ATELIER;POIVRE ET SEL
NICE-EST SAINT ROCH;12/06/2019;14H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;12/06/2019;14H00;16H00;LOISIRS;ATELIER;CLUB DES CHIFFRES ET DES LETTRES DE NICE
NICE-EST SAINT ROCH;12/06/2019;14H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;12/06/2019;15H00;16H00;COURS DE LANGUE;COURS;ANLV - ACADEMIE NICOISE DES LANGUES VIVANTES
NICE-EST SAINT ROCH;12/06/2019;16H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;12/06/2019;16H00;17H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;12/06/2019;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;12/06/2019;16H00;18H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;12/06/2019;17H00;18H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;12/06/2019;17H00;19H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;12/06/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;12/06/2019;18H00;20H00;CITOYENNETE;COURS;LDH - LIGUE DES DROITS DE L'HOMME
NICE-EST SAINT ROCH;12/06/2019;18H00;20H00;PATRIMOINE;COURS;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;12/06/2019;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;12/06/2019;19H00;21H00;CULTURE;COURS;ART PLUME 7
NICE-EST SAINT ROCH;12/06/2019;19H00;21H00;DANSE ;COURS;ANCA - AMERICAN NEW COUNTRY ATTITUDE
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;13/06/2019;09H00;12H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;13/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;13/06/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;13/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;13/06/2019;09H00;13H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;13/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;13/06/2019;09H00;12H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;13/06/2019;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;13/06/2019;10H00;12H00;SPORT;COURS;NICE COTE D'AZUR ATHLETISME
NICE-EST SAINT ROCH;13/06/2019;14H00;17H00;ACTIVITE MANUELLE;ATELIER;LES COUSETTES
NICE-EST SAINT ROCH;13/06/2019;14H00;17H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;13/06/2019;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;13/06/2019;14H00;17H00;EMPLOI;REUNION;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;13/06/2019;15H00;17H00;PATRIMOINE;CONFERENCE;IPAAM - INSTITUT DE PREHISTOIRE ET D'ARCHEOLOGIE ALPES MEDITERRANEE
NICE-EST SAINT ROCH;13/06/2019;16H00;19H00;EMPLOI;REUNION;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;13/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;13/06/2019;17H00;21H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;13/06/2019;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;13/06/2019;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;13/06/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;13/06/2019;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
NICE-EST SAINT ROCH;13/06/2019;19H00;21H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;13/06/2019;19H00;21H00;MUSIQUE;COURS;MUSIQUE ENSEMBLE
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;18H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;18H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;12H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;14/06/2019;09H00;18H00;CULTURE;PERMANENCE;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;14/06/2019;09H00;17H00;SOCIAL;REUNION;ASSOCIATION RESEAU DES TRAVAILLEURS SOCIAUX INDEPENDANTS - ARTSI
NICE-EST SAINT ROCH;14/06/2019;09H00;18H00;CULTURE;PERMANENCE;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/06/2019;10H00;11H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;14/06/2019;10H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;14/06/2019;11H00;13H00;CULTURE;PERMANENCE;TUNISIENS DE FRANCE EN AVANT
NICE-EST SAINT ROCH;14/06/2019;13H00;17H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;14/06/2019;14H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;14/06/2019;14H00;17H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;14/06/2019;14H00;15H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;14/06/2019;15H00;16H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;14/06/2019;15H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;14/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;14/06/2019;16H00;18H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;14/06/2019;17H00;19H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;14/06/2019;17H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;14/06/2019;18H00;20H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;14/06/2019;18H00;19H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;14/06/2019;19H00;20H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;14/06/2019;19H00;21H00;SPORT;COURS;CLUB DE PLONGEE LES BULLES BLEUES DE NICE
NICE-EST SAINT ROCH;14/06/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;14/06/2019;19H00;21H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;14/06/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;15/06/2019;10H00;12H00;COURS DE LANGUE;REUNION;MANABI
NICE-EST SAINT ROCH;15/06/2019;10H00;12H00;SPORT;COURS;EPGV CODEP 06 - COMITE DPTAL D'EDUCATION PHYSIQUE ET DE GYMNASTIQUE VOLONTAIRE DES ALPES-MARITIMES
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;SOCIAL;REUNION;ASSOCIATION NICE POUR L INTEGRATION ET LA SOLIDARITE (ANIS)
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;15/06/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;15/06/2019;11H00;12H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;15/06/2019;11H00;12H00;CULTURE;REUNION;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;15/06/2019;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;15/06/2019;14H00;17H00;DANSE ;COURS;DANSONS
NICE-EST SAINT ROCH;15/06/2019;14H00;18H00;COMMUNICATION;COURS;PROMENADE DES ANGES : 14 JUILLET 2016 - ENTRAIDE ET DEFENSE DES VICTIMES ET FAMILLES DE VICTIMES 
NICE-EST SAINT ROCH;15/06/2019;14H00;18H00;ACTIVITE BIEN ETRE;ATELIER;CAUSETTE
NICE-EST SAINT ROCH;15/06/2019;14H00;18H00;CULTURE;COURS;SACCIDANANDA YOGA
NICE-EST SAINT ROCH;15/06/2019;14H00;17H00;LOISIRS;REUNION;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
NICE-EST SAINT ROCH;15/06/2019;14H00;16H00;CULTURE;ATELIER;CERCLE GENEALOGIQUE MARALPIN
NICE-EST SAINT ROCH;15/06/2019;17H00;18H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
