FID,sous_type,iden,shape
odt_det_pdipr.1491,Jonction,1367,"MULTILINESTRING ((-0.8521957229999657 45.23675806600005, -0.8539246169999615 45.23934639600003, -0.8557827639999687 45.24174192900006, -0.8562487469999382 45.24208867800007, -0.8527458659999638 45.24633066500007, -0.8532020519999719 45.246506648000036, -0.8538332739999532 45.24662358900008, -0.8544746389999318 45.24669521900006, -0.8550721459999409 45.24666906900006, -0.8560197139999559 45.24652482800008, -0.857065964999947 45.246323725000025, -0.8575738819999401 45.24629113100008, -0.8578893899999684 45.246237052000026, -0.858317857999964 45.246152718000076, -0.8592124809999291 45.248629907000065, -0.8603930299999547 45.24832587900005, -0.8612964499999407 45.24829990500007, -0.862706818999925 45.24778216900006, -0.8634157399999367 45.24769874900005, -0.8639452049999363 45.24781856100003, -0.8651017839999326 45.247983341000065, -0.865867307999963 45.24799731200005, -0.8665281949999439 45.24774419400006, -0.8690454829999794 45.24763564700004, -0.8695856049999406 45.24771911300007, -0.8706055969999511 45.24728455400003, -0.8708670709999637 45.24673681500008, -0.8768186229999628 45.24805054500007, -0.8770348719999674 45.24760313400003, -0.8779390879999482 45.24781108800005, -0.8791263669999694 45.248064869000075, -0.8790051559999483 45.24839249400003, -0.8788384769999311 45.248595386000034, -0.8784352449999346 45.24889515000007, -0.8779847559999325 45.24925930300003, -0.8775963219999312 45.24959464900007, -0.8770437969999421 45.25017782600003, -0.8756897039999672 45.25166648000004, -0.8757240509999633 45.252259707000064, -0.8758703239999477 45.25280468500006, -0.8760069969999336 45.25340396000007, -0.8758940819999452 45.25387539500008, -0.8754609939999796 45.25476122600003, -0.87484324899998 45.25576042600005, -0.8741119869999352 45.256780906000074, -0.8737507669999331 45.25736754500008, -0.8735396559999344 45.25790483500003, -0.8720057129999645 45.25739088800003))"
odt_det_pdipr.1492,Jonction,1368,"MULTILINESTRING ((-0.8147355919999768 45.21885690100004, -0.8144207439999605 45.21914491800004, -0.8138388529999361 45.21966557600007, -0.8135514739999508 45.21998882300005, -0.8120420379999587 45.223695776000056, -0.8117169809999609 45.224029088000066, -0.8106903529999272 45.224571326000046, -0.8105575769999405 45.22470112600007, -0.8100647469999558 45.22656967700004, -0.8098587039999643 45.226755567000055, -0.8094216859999506 45.22713705500007, -0.8080001639999637 45.22790651100007, -0.8077768179999794 45.22823693300006, -0.8065573069999346 45.23144944400008, -0.8060734319999483 45.232804556000076, -0.8057401549999668 45.23411939700003, -0.8052048449999347 45.236817392000034, -0.8039575769999487 45.237068699000076, -0.8034990749999338 45.23707264600006, -0.802900602999955 45.237755761000074, -0.8045229319999407 45.23827712500008, -0.8050954359999309 45.238486023000064, -0.8057269779999388 45.23883729600004, -0.8064155279999454 45.239294991000065, -0.8066984839999805 45.23956608300006, -0.8063758579999671 45.24039446900008, -0.8069122599999332 45.240640392000046, -0.8078848089999724 45.24093699800005, -0.808602399999927 45.24123180700008, -0.8093632469999648 45.241390342000045, -0.8126667829999406 45.242341174000046, -0.8158542149999448 45.242367897000065, -0.8160598279999363 45.242398079000054, -0.8167804989999468 45.24252169300007, -0.8185847469999317 45.24287564900004, -0.8195064329999582 45.24093185400005, -0.8208309499999586 45.24024603500004, -0.8222851479999349 45.23937645700005))"
odt_det_pdipr.1493,Jonction,1369,"MULTILINESTRING ((-0.9022278409999558 45.28879253500003, -0.9028150129999517 45.28814518900003, -0.9044600289999494 45.28661168700006, -0.9048735019999299 45.28626650800004, -0.9059813089999693 45.28514479000006, -0.9063889799999743 45.28470073500006, -0.9066119669999466 45.28437010600004, -0.9067330969999716 45.28404244600006, -0.9067746759999409 45.28366308400007, -0.9067297589999725 45.28333126100006, -0.9064635549999593 45.28314094500007, -0.9037488459999281 45.28164443900005, -0.9047464849999756 45.28103914500008, -0.9053545639999356 45.28075131700007, -0.9065109579999557 45.27980824700006, -0.906890791999956 45.27976115800004, -0.9085524689999716 45.28026190700007, -0.9096217939999747 45.28044678900005, -0.9098833639999384 45.28034011500006, -0.9103558769999722 45.27947998800005, -0.9120817389999729 45.27759286400004, -0.9126882539999315 45.277061943000035, -0.9132803579999518 45.27672051500008, -0.9144483139999693 45.27684844600003, -0.9143803419999585 45.27568897100008, -0.9147093869999594 45.275211166000076, -0.9159265989999312 45.274005111000065, -0.9162741489999462 45.27362580000005, -0.9163771189999466 45.27342470900004, -0.9166424089999623 45.27316484800008, -0.9170764189999545 45.27273798700003, -0.9175168249999501 45.27220289400003, -0.9177842849999251 45.27176289600004, -0.9182463709999524 45.271380226000076, -0.9189227349999669 45.27095526700003, -0.9192633209999599 45.27067518900003, -0.9189860539999586 45.27029615200007, -0.9189257079999607 45.26991976700003, -0.918987308999931 45.269665864000046, -0.9192658259999575 45.26941461300004, -0.9198721189999333 45.26909974300003, -0.9206319179999696 45.26792503100006, -0.921198535999963 45.267152131000046, -0.9216982719999578 45.266543254000055, -0.9220367589999796 45.26601112700007, -0.9233566669999504 45.266341588000046, -0.9232266459999323 45.26673255400004, -0.9233728949999431 45.26726848200008, -0.923741338999946 45.26789693600006, -0.9238339439999663 45.26882159300004, -0.9244261459999734 45.26978562200003, -0.9249255649999668 45.27068934500005, -0.9252330489999281 45.27136460100007, -0.9254465919999575 45.27239375400006, -0.9248057169999697 45.27320486800005, -0.9239822859999549 45.27438147600003, -0.9232627729999763 45.275591046000045, -0.924210660999961 45.27544621100003, -0.9242477489999601 45.27564320400006, -0.9245802729999468 45.27587655200006, -0.9263729989999661 45.27643621900006, -0.92664403699996 45.27649129200006, -0.9269993569999428 45.27689503400006, -0.927603372999954 45.277840698000034, -0.9278133469999261 45.27837475500007, -0.9279362929999593 45.279163467000046, -0.9278529319999507 45.279697129000056, -0.9274066459999517 45.28078166100005, -0.9279174539999531 45.28100976800005, -0.9286452279999367 45.28124050900004, -0.9298594259999504 45.28171806700004, -0.9314020179999716 45.28214094700007, -0.932076775999974 45.28233720900005, -0.9335005659999638 45.28290761200003, -0.9339944439999499 45.28306416100003, -0.9355164169999739 45.28335253700004, -0.9332542749999675 45.28565197300003, -0.9324833719999788 45.28663802600005, -0.9322812109999745 45.28710315500007, -0.9321506879999788 45.28726905600007, -0.9325692649999269 45.28744583400004, -0.9339014019999468 45.28818999900005, -0.9350229519999402 45.28860720600005, -0.9356076099999768 45.28878809100007, -0.9353507989999343 45.29070443100005, -0.9351465199999325 45.29134970300004, -0.9348806939999577 45.291816710000035, -0.9345225449999361 45.292232408000075, -0.9342927979999445 45.29244624900008, -0.934351142999958 45.29300276300006, -0.934374461999937 45.29383042000006, -0.9352175679999277 45.29428282600003, -0.9359954229999516 45.29471013400007, -0.9380255049999278 45.294740438000076, -0.9383878929999696 45.294396633000076, -0.9395212499999275 45.29436326500007, -0.9400427959999433 45.29390672300008, -0.9412254439999401 45.29341269400004, -0.9414440289999675 45.293226179000044, -0.941811677999965 45.292756154000074, -0.9449677369999563 45.29370754300004, -0.9438393029999474 45.29468621700005, -0.9439667989999521 45.295762909000075, -0.9441016539999509 45.29631716600005, -0.9444391739999674 45.29663134900005, -0.9445681509999417 45.29687064700005, -0.9446579609999617 45.297741365000036, -0.9454712999999515 45.29704209200003, -0.9464132289999725 45.29743748000004, -0.9472957139999494 45.29769055400004, -0.9478730979999455 45.29796163200007, -0.9483555289999686 45.29835256100006))"
odt_det_pdipr.1494,Voie de Soulac,1370,"MULTILINESTRING ((-0.9769175939999286 45.362766184000066, -0.9771963119999327 45.36251478500003, -0.9778268479999497 45.361739691000025, -0.9789132809999614 45.36111309700004, -0.9796182629999635 45.36115514200003, -0.9804762399999731 45.36119262700004, -0.98096071599997 45.36117820100003, -0.9813033319999249 45.361140986000066, -0.9816055459999689 45.361068956000054, -0.9821297039999308 45.36086425700006, -0.9824308369999244 45.36077425000008, -0.9827362799999264 45.36075614500004, -0.9831575449999264 45.360752597000044, -0.9838785099999541 45.36084816300007, -0.9848471049999716 45.361026382000034, -0.9852179139999748 45.36103333400007, -0.9871303059999263 45.36097629400007, -0.9910692829999448 45.360849700000074, -0.9919229389999487 45.360815194000054, -0.9923686199999793 45.36079287300004, -0.9927478529999689 45.360727515000065))"
odt_det_pdipr.1495,Jonction,1371,"MULTILINESTRING ((-0.7891658519999396 45.28665035800003, -0.7897379759999694 45.28616613200006, -0.7900003719999518 45.285843656000054))"
odt_det_pdipr.1496,Boucle locale,85,"MULTILINESTRING ((-0.4472865999999272 44.46197723300003, -0.4523672999999349 44.46308096100006, -0.4513609659999247 44.46356547200003, -0.4503133209999532 44.46423099400005, -0.4499748429999499 44.46450055300005, -0.4498801469999307 44.46487190000005, -0.4493680159999371 44.465694779000046, -0.4492614929999377 44.46785714100008, -0.4491239769999424 44.468886471000076, -0.4485549069999593 44.47211341700006, -0.4482829519999427 44.47296618800004, -0.4481068609999284 44.47397850100003, -0.4480033119999689 44.47518694200005))"
odt_det_pdipr.1497,Boucle locale,86,"MULTILINESTRING ((-0.444752709999932 44.486967606000064, -0.4431905359999746 44.49096659700007, -0.4435038709999617 44.49120162300005, -0.4446628889999715 44.49150520400008, -0.4458676959999366 44.49171762700007, -0.4467627179999454 44.49176691800005, -0.4472129469999686 44.49171950300007, -0.4471455259999288 44.49213515300005, -0.4470729179999466 44.49320783700006, -0.4471678339999698 44.49360137200006, -0.4476456709999752 44.49411117400007, -0.4482356359999358 44.49460013100003, -0.4482996629999434 44.49487746600005, -0.4482775739999738 44.49519298100006, -0.4480469199999675 44.49561277300006, -0.4476481009999702 44.49720666300004, -0.4476447959999632 44.49764768400007, -0.4480257769999412 44.498231933000056, -0.44788282199994 44.49915342800006, -0.4477547149999737 44.50113639500006, -0.4475140479999595 44.501862396000035, -0.4473716149999518 44.50254091200003, -0.4476759399999537 44.50310011200003, -0.4476703529999782 44.506033838000064, -0.4477567409999779 44.50650858000006))"
odt_det_pdipr.1498,Boucle locale,87,"MULTILINESTRING ((-0.620954931999961 44.491160869000055, -0.6204839999999763 44.491290554000045, -0.6201322029999687 44.49153401800004, -0.6198850939999261 44.49185565600004, -0.6194896849999623 44.49222628500007, -0.6188353419999544 44.49269388100004, -0.6179732169999284 44.493275062000066, -0.6179343309999581 44.49349209400003, -0.617906780999931 44.49392480700004, -0.6178496719999771 44.49403433800006, -0.6176684249999767 44.49417420900005, -0.6177216769999632 44.49446975500007, -0.6175915939999754 44.49462624700004, -0.6170737089999534 44.494820177000065, -0.6165930139999318 44.49500410300004, -0.6164648159999615 44.49519654000005, -0.6163581429999567 44.49555938800006, -0.6160720999999398 44.49609804900007, -0.6161765119999245 44.49641021900004, -0.6163237849999632 44.496820229000036))"
odt_det_pdipr.1499,Boucle locale,88,"MULTILINESTRING ((-0.5103968599999575 44.554252795000025, -0.5103839179999454 44.553749175000064, -0.5104435749999539 44.553684635000025, -0.5104653379999604 44.553369098000076, -0.5105627029999482 44.55330358100008, -0.5110663829999567 44.553308524000045, -0.5113824359999626 44.55333632700007, -0.5118929549999507 44.55347607700003, -0.5123810719999256 44.55367040100003, -0.5127677259999359 44.55384935700005, -0.5134944129999326 44.55428046700007, -0.5143312459999265 44.55489769800005, -0.5150044849999631 44.55526719300008, -0.5155403779999688 44.55565824700005, -0.5162385619999554 44.555775107000045, -0.5167925439999408 44.555778718000056, -0.5173056189999556 44.55572039400005, -0.518368106999958 44.55557579800006, -0.519032015999926 44.55551354600004, -0.5200659289999408 44.55554966100004, -0.5201895709999462 44.55575342900005, -0.5217740499999763 44.55597319300006, -0.5219500259999563 44.55596861400005, -0.5226361129999759 44.55609474900007, -0.523205872999938 44.55616091200005, -0.5235564549999481 44.556124787000044, -0.5232119739999348 44.555044844000065, -0.5239357249999443 44.55467502800008, -0.5244629349999741 44.55440032100006, -0.524572396999929 44.55432547600003, -0.5245929569999248 44.554234947000054, -0.5249309559999347 44.55419914500004, -0.5261168529999622 44.554501222000056, -0.5260701289999474 44.55358451400008, -0.5263083689999348 44.55257938600005, -0.5251487699999302 44.55205164600005, -0.5250783459999298 44.551657513000066, -0.5252133489999551 44.55109604100005, -0.5251532059999704 44.55065664500006, -0.5249337479999667 44.54980743200008, -0.5245632709999768 44.549205133000044, -0.5240694099999246 44.54865104400005, -0.5237512989999686 44.54833535500006, -0.5234631169999489 44.547865899000044, -0.5231849749999355 44.54709920700003, -0.5228609299999789 44.54666668100003, -0.5219528159999527 44.54563740800006, -0.5213308169999777 44.54478966900007, -0.5210125099999345 44.54422200100004, -0.5207917689999704 44.54334582100006, -0.5207348669999305 44.542969335000066, -0.5203891579999436 44.54235738300008, -0.5199874769999724 44.54188187400007, -0.5191669959999672 44.54133626200007, -0.5182087589999469 44.54080322300007, -0.5185875769999484 44.540829373000065, -0.5192915319999543 44.53957818100008, -0.5188722909999797 44.539004136000074, -0.5184455149999394 44.53852927600008, -0.5181188159999692 44.53804281400005, -0.5183057109999254 44.53775898100008, -0.518234217999975 44.537094900000056, -0.518041860999972 44.53677593000003, -0.5178129419999777 44.53672788600005, -0.5165438559999416 44.536265910000054, -0.5162662929999442 44.53600314700003, -0.516003153999975 44.53528105100003))"
odt_det_pdipr.1500,Boucle locale,89,"MULTILINESTRING ((-0.5775455099999363 44.50188850600006, -0.5773041249999551 44.501840919000074, -0.5761061639999525 44.503474588000074, -0.5747258819999388 44.506930933000035, -0.5745905489999359 44.50747447900005, -0.5746659289999343 44.50820142200007, -0.5741956779999668 44.508348882000064, -0.5736942609999574 44.508623157000045, -0.5734584389999782 44.50892638600004, -0.5728742179999244 44.50930184300006, -0.5717438979999656 44.50981776000003, -0.5707968199999414 44.510715779000066, -0.5698036769999248 44.51121004100003, -0.5671456179999268 44.51234230100005, -0.5668767569999318 44.51225042000004, -0.5653798599999504 44.51200202700005, -0.5645067479999284 44.51189911600005, -0.5637745789999258 44.511846469000034, -0.5628549849999445 44.51157378800008, -0.5630116849999354 44.51192961900006, -0.5630093259999285 44.51212766400005, -0.5624121359999776 44.514204266000036, -0.5634950549999758 44.514472639000076, -0.5639261659999306 44.51527118300004, -0.55476211499996 44.51561192100007, -0.5535359059999791 44.51818199300004, -0.5507222019999745 44.51947992400005, -0.5488525479999566 44.520303012000056, -0.5480497759999707 44.520837063000045, -0.5478463759999386 44.52104039000005, -0.5477569519999292 44.52125872100004, -0.5473501429999601 44.521665374000065, -0.5472196929999313 44.52206476600003, -0.5471250809999333 44.522427220000054, -0.5470100669999738 44.52263722300006, -0.5470318539999539 44.52281663600007, -0.5468469989999676 44.52313646400006, -0.5466236579999304 44.52417724000003, -0.545935831999941 44.52548219100004, -0.545443688999967 44.52618805100008, -0.544757193999942 44.52751995700004, -0.542653229999928 44.529914949000045, -0.5435557309999695 44.530341243000066, -0.5527458739999247 44.52899289800007, -0.552678349999951 44.52914766200007, -0.5517011729999695 44.530451268000036, -0.5507083439999292 44.53120632100007, -0.5493102009999689 44.53190902000006, -0.5464943279999375 44.53317989000004, -0.545368817999929 44.533803385000056, -0.5445510719999334 44.53404982500007, -0.542732611999952 44.53465547400003, -0.54220995299994 44.53476816800003, -0.5418031389999669 44.534931819000064, -0.5408940469999379 44.535360610000055, -0.5405105139999478 44.53548764900006, -0.5396447619999662 44.53578030500006, -0.5385840829999324 44.53595206700004, -0.5384998069999369 44.53602626800006, -0.5518601979999289 44.54088628300008, -0.5614292929999465 44.52782813600004, -0.5643174759999283 44.52748189000005, -0.5664006059999451 44.52762482000003, -0.5684832999999685 44.52751574200005, -0.5698996999999508 44.52692929800003, -0.573407164999935 44.53149807300008, -0.5739227419999793 44.53100744100004, -0.5743247779999479 44.53075380100006, -0.5747184379999339 44.53058137600004, -0.5748575609999307 44.53035270200007, -0.5748784859999319 44.53002817000004, -0.5749087259999328 44.52988337800008, -0.5751329969999688 44.52959845100003, -0.5765870519999794 44.528767938000044, -0.5772384619999684 44.52847167200008, -0.5782630299999596 44.528093503000036, -0.5787762289999705 44.52780089700008, -0.5789660469999376 44.52757987100006, -0.5790911819999565 44.52732456500007, -0.579199090999964 44.52697972300007, -0.579462881999973 44.52672973400007, -0.5798034469999607 44.52650470300006, -0.5802082249999785 44.526304965000065, -0.5803263869999569 44.52615783500005, -0.5804515139999467 44.525902528000074, -0.5814995829999248 44.52452477000003, -0.5824174419999508 44.52378942000007, -0.5829700879999677 44.523288759000025, -0.5835837139999285 44.52299345900008, -0.5852798309999798 44.52198539800003, -0.5858268829999247 44.52161986100003, -0.5866343889999257 44.520941408000056, -0.587436729999979 44.52016409300006, -0.5883283809999398 44.51941139000007, -0.5893014579999658 44.518773502000045, -0.5904701819999332 44.51754542700007))"
odt_det_pdipr.1501,Boucle locale,90,"MULTILINESTRING ((-0.5813502399999493 44.48628171300004, -0.5862917629999629 44.48606019400006, -0.5859062159999553 44.48759133500005, -0.5856887079999638 44.48800209400008, -0.5855600099999378 44.48842848500004, -0.5856177579999553 44.48881391500004, -0.5848800129999745 44.489616494000074, -0.5840632849999565 44.490835134000065, -0.5840192349999711 44.491439256000035, -0.584109453999929 44.49148185100006, -0.5840017449999664 44.49231264900004, -0.5839824359999284 44.49339307300005, -0.5836765849999779 44.494040160000054, -0.5832620679999536 44.497920874000044, -0.5838563009999689 44.49967791900008, -0.5838748039999473 44.501486284000066, -0.5830061129999535 44.50195036200006, -0.5830285189999245 44.50238173200006, -0.5827013119999265 44.50358734300005, -0.5827987299999791 44.50473666200003, -0.5824998939999659 44.50504738300003))"
odt_det_pdipr.1502,Boucle locale,91,"MULTILINESTRING ((-0.3015988829999401 44.52944666700006, -0.2996902599999771 44.52817875900007, -0.2986870289999501 44.52770793600007, -0.2975627299999246 44.52706904200005, -0.2965414979999537 44.526481656000044, -0.295649717999936 44.52597214100007, -0.2945237469999711 44.52690794400007, -0.2937096949999614 44.527521327000045, -0.2934258129999421 44.52790605100006, -0.2932140039999354 44.52848700900006, -0.2912798169999746 44.52828136000005, -0.2896174489999339 44.52797019800005, -0.28825287199993 44.527570910000065, -0.2879060989999402 44.52768717600003, -0.2875639429999524 44.52790231100005, -0.2864495469999611 44.52908970100003, -0.2856378909999648 44.52975695300006, -0.2843231749999404 44.53015726400008, -0.2826432079999677 44.53054827300008, -0.2820434229999478 44.530634562000046, -0.2816899179999268 44.53060699800005, -0.2795827379999309 44.52992836300007, -0.2793712209999626 44.52997839300008, -0.2790047239999467 44.530212077000044, -0.278469002999941 44.530593759000055, -0.2772987069999431 44.53112551700008, -0.275891372999979 44.53115900300003, -0.2757062329999371 44.53123539300003, -0.2751880259999666 44.53199456500005, -0.2741431419999572 44.53387302900006, -0.2735704889999511 44.53427356100008, -0.273154050999949 44.53478735400006, -0.2723417389999554 44.53544552200003))"
odt_det_pdipr.1503,Boucle locale,92,"MULTILINESTRING ((-0.3429216939999264 44.53128964600006, -0.342669960999956 44.531286789000035, -0.3426505749999364 44.53272701000003, -0.3427992379999409 44.53347025200003, -0.3435927549999747 44.534017790000064, -0.3428114149999715 44.535044680000055, -0.3425036929999692 44.535187164000035, -0.3423064929999668 44.53527296000004, -0.3420560279999449 44.535297066000055, -0.3416530559999274 44.535288897000044, -0.3411955349999403 44.53519207200003, -0.3410564519999752 44.53517746600005, -0.340958493999949 44.53523384500005, -0.3408088399999656 44.53552544300004, -0.3406459079999422 44.53553841400003, -0.3402000979999684 44.53542330200003, -0.3395402369999374 44.53530440700007, -0.338931926999976 44.535211246000074, -0.3384275719999437 44.53518753800006, -0.338001606999967 44.53522490800003, -0.3379527369999664 44.535784000000035, -0.3374671979999562 44.53615575900005, -0.3371605769999633 44.53658615000006, -0.3369212249999691 44.53684393200007, -0.3366160429999354 44.537040328000046, -0.3361353539999641 44.537249992000056, -0.334396872999946 44.53852506700008, -0.3325200789999485 44.53794980200007, -0.3302603539999609 44.537257828000065, -0.3307046019999689 44.536545165000064, -0.3312025179999409 44.53590318300007, -0.3284349249999536 44.53537648300005, -0.3270515739999382 44.53512209400003, -0.3257938969999259 44.53486464200006, -0.3249187459999803 44.53471488500003, -0.3239439239999342 44.53458553200005, -0.3235237129999291 44.534478732000025, -0.3254638819999514 44.52683711800006))"
odt_det_pdipr.1504,Boucle locale,93,"MULTILINESTRING ((-0.3429216939999264 44.53128964600006, -0.3438155369999549 44.531303827000045, -0.3447557819999361 44.53123588200003, -0.3453537629999346 44.53111329800004, -0.3457845329999714 44.53091381000007, -0.3466271339999594 44.53117217700003, -0.3493243479999251 44.53206907500004, -0.3498111659999381 44.531463271000064, -0.350304216999973 44.531514198000025, -0.3511273069999561 44.531889989000035, -0.3515752619999262 44.53204999500008, -0.3524985519999291 44.53215336900007, -0.3527307499999779 44.53227366100003, -0.3527896159999386 44.532452189000026, -0.3527966599999672 44.53338785700004, -0.3543952569999647 44.534194555000056, -0.3545607659999632 44.53423549100006, -0.3581740399999376 44.53429086700004, -0.3582158539999796 44.535162695000054, -0.3590447769999514 44.53513335400004, -0.3607835739999246 44.535450602000026, -0.3613620429999287 44.53544539200004, -0.3616545149999411 44.53551019400004))"
odt_det_pdipr.1505,Boucle locale,94,"MULTILINESTRING ((-0.3848989199999551 44.53332590400004, -0.3853071089999389 44.533441768000046, -0.3866309029999684 44.53375989600005, -0.387249226999927 44.53379855400004, -0.3869267189999732 44.53493137800007, -0.3870489609999481 44.53511731700007, -0.3882406079999328 44.53530372500006, -0.3880524149999474 44.53635223400005, -0.3888376159999325 44.53645873200003, -0.3898061599999778 44.53671365100007, -0.3895859619999555 44.53787994000004, -0.3891731729999606 44.53844810100003, -0.3887698889999456 44.53895303300004, -0.3877401479999776 44.54003142100004, -0.3874226309999358 44.54048922700008, -0.3874762349999514 44.54159473100003, -0.3872293869999339 44.54221276000004, -0.3885122089999413 44.54245989900005, -0.388788692999924 44.542453039000065, -0.388287527999978 44.543275351000034, -0.3882676989999254 44.54364478800005, -0.3881542279999621 44.54389956500006, -0.3869272859999455 44.54532478500005))"
odt_det_pdipr.1506,A_verifier,1715,"MULTILINESTRING ((-0.1020908619999545 44.55527427100003, -0.1035682449999626 44.55597027700003, -0.1050982979999731 44.55671908000005, -0.106658619999962 44.557584158000054, -0.1070993729999259 44.55788027700004, -0.1077016159999289 44.558127813000056, -0.1084641769999735 44.558299797000075, -0.1089796449999767 44.558288325000035, -0.109888815999966 44.55807013700007, -0.1105932969999799 44.55777552100005))"
odt_det_pdipr.1507,A_verifier,1716,"MULTILINESTRING ((-0.1211497659999736 44.62042577900007, -0.1207391189999498 44.61996705900003, -0.1204744039999355 44.61967603900007, -0.1204181549999248 44.619542326000044, -0.1194647629999395 44.61963560300006))"
odt_det_pdipr.1508,A_verifier,1717,"MULTILINESTRING ((-0.1068353399999751 44.65508106300007, -0.1067156669999463 44.655227688000025, -0.1064234099999339 44.656331942000065, -0.1064890369999603 44.65870597800006, -0.1067873379999469 44.65889731500005, -0.1074067859999559 44.65922548900005, -0.1071803549999686 44.65981539300003, -0.1076068599999758 44.660633748000066, -0.1074604179999596 44.660744976000046, -0.1093544549999592 44.66312339700005, -0.1099057989999324 44.663911977000055, -0.1104296919999683 44.66407129600003, -0.1095419059999472 44.665107815000056, -0.1087481929999399 44.66598927000007))"
odt_det_pdipr.1509,A_verifier,1718,"MULTILINESTRING ((-0.1076411179999468 44.68571083200004, -0.1089587249999795 44.68555560400006, -0.1103735989999564 44.685317214000065, -0.1124712869999485 44.68482966800008, -0.1130724809999606 44.68588708400006, -0.1137575809999589 44.68684365000007, -0.1142619799999807 44.68741731000006, -0.1163723059999597 44.68721735300005, -0.116606605999948 44.687383100000034, -0.1168582379999634 44.68736849600003, -0.1176091889999498 44.68781067400005, -0.1182057859999759 44.68876018900005, -0.1191796469999531 44.68853151600007, -0.1196581109999784 44.68851184700003, -0.1200022919999242 44.688594152000064, -0.1215274539999314 44.688281173000064, -0.121637352999926 44.68877362400008, -0.1222339449999481 44.688571342000046, -0.1227202749999492 44.688443505000066, -0.1228739319999477 44.689357897000036, -0.1259005849999539 44.68848041500007, -0.1266393299999322 44.688355914000056, -0.1281381599999349 44.68859232700004, -0.1288311869999461 44.688288869000075, -0.129993681999963 44.68833482300005, -0.1304004899999427 44.688406695000026, -0.1310432289999426 44.68868024000005, -0.1321333649999588 44.689087726000025, -0.1327169989999675 44.68916462400006))"
odt_det_pdipr.1510,A_verifier,1719,"MULTILINESTRING ((-0.0899123049999275 44.61796106800006, -0.0899074949999772 44.61814113100007, -0.0901410389999455 44.61829794100004, -0.0913283949999482 44.61837071300005, -0.0930382649999615 44.618872827000075, -0.0938271659999259 44.61905335000006, -0.0959966459999464 44.61911336400004, -0.0978457309999499 44.61875752700007, -0.0986878199999524 44.61871189200008, -0.0990146659999596 44.618695657000046, -0.0993992699999353 44.61884910100008, -0.0993653189999577 44.61922776400007, -0.0991637469999773 44.619808094000064, -0.0992695099999423 44.61992272500004, -0.0994618169999626 44.619999446000065, -0.1000828379999348 44.62008466800006, -0.1002747549999299 44.62015239900006, -0.1005538459999684 44.621936799000025, -0.1009912549999399 44.621855124000035, -0.1017074379999485 44.622100190000026, -0.1012396029999536 44.62264143700003, -0.1008425929999248 44.62307313700006, -0.1004519169999298 44.62336072900007, -0.099901898999974 44.62375082500006, -0.0994852589999482 44.624020992000055, -0.0991838499999744 44.62433359600004, -0.0989885999999274 44.62476982000004, -0.0998110709999764 44.62485058300007, -0.1004596639999704 44.624989181000046, -0.1017390239999258 44.625725654000064, -0.1031026219999376 44.62637026700003, -0.1032252949999588 44.62658349600008, -0.1019335059999662 44.627880848000075, -0.1015400669999735 44.62810551900003, -0.1007487039999546 44.62903184700008, -0.1001551019999738 44.62900000800005, -0.0996838819999652 44.63004520700008, -0.0993513129999428 44.630511467000076, -0.0990851949999296 44.63105723600006, -0.0990055629999347 44.631544888000064, -0.0991195459999403 44.631848295000054, -0.0991367209999794 44.63224382400006, -0.0990832419999492 44.633333761000074, -0.0990683089999607 44.634440840000025, -0.0989937459999624 44.635045354000056, -0.0989421139999536 44.63646817600005, -0.0982719959999372 44.637868695000066, -0.0979984189999641 44.63824366600005, -0.0976525209999295 44.638404285000036, -0.0970733639999253 44.63841709700006, -0.0965554859999429 44.63868049400003, -0.096306684999945 44.639045915000054, -0.0959075719999305 44.639432654000075, -0.0957507969999369 44.63988601800003, -0.0947192569999515 44.639638879000074, -0.0943576569999323 44.640600652000046, -0.0951000119999321 44.64086318600005, -0.0945760169999517 44.64156760900005, -0.0965328739999336 44.64222619700007, -0.0961316779999493 44.64285592900006, -0.0955396089999567 44.64257208400005, -0.094160775999967 44.64187371600008, -0.0909963849999258 44.641268730000036, -0.0905917739999609 44.64152959900008, -0.090225074999978 44.641501695000045, -0.0894906599999672 44.64113097900008, -0.0883126959999458 44.64099498200005, -0.0871901539999271 44.64097472700007, -0.0865675939999733 44.64115040200005))"
