Date de l'export,Code du dpartement,Libell du dpartement,Code de la commune,Libell de la commune,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprims,% Exp/Ins,% Exp/Vot,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp
14/12/2015 09:30,33,GIRONDE,118,Cnac,1590,627,"39,43",963,"60,57",18,"1,13","1,87",16,"1,01","1,66",929,"58,43","96,47",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,451,"28,36","48,55",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,342,"21,51","36,81",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,136,"8,55","14,64",,,,,,,,
14/12/2015 09:30,33,GIRONDE,119,Cenon,13118,7256,"55,31",5862,"44,69",117,"0,89",2,126,"0,96","2,15",5619,"42,83","95,85",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,3537,"26,96","62,95",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,1024,"7,81","18,22",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,1058,"8,07","18,83",,,,,,,,
14/12/2015 09:30,33,GIRONDE,120,Crons,1414,616,"43,56",798,"56,44",12,"0,85","1,5",21,"1,49","2,63",765,"54,1","95,86",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,391,"27,65","51,11",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,175,"12,38","22,88",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,199,"14,07","26,01",,,,,,,,
14/12/2015 09:30,33,GIRONDE,121,Cessac,177,97,"54,8",80,"45,2",3,"1,69","3,75",1,"0,56","1,25",76,"42,94",95,2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,40,"22,6","52,63",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,17,"9,6","22,37",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,19,"10,73",25,,,,,,,,
14/12/2015 09:30,33,GIRONDE,122,Cestas,13789,4960,"35,97",8829,"64,03",142,"1,03","1,61",110,"0,8","1,25",8577,"62,2","97,15",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,4923,"35,7","57,4",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,2516,"18,25","29,33",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,1138,"8,25","13,27",,,,,,,,
14/12/2015 09:30,33,GIRONDE,123,Czac,1603,705,"43,98",898,"56,02",14,"0,87","1,56",15,"0,94","1,67",869,"54,21","96,77",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,340,"21,21","39,13",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,228,"14,22","26,24",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,301,"18,78","34,64",,,,,,,,
14/12/2015 09:30,33,GIRONDE,124,Chamadelle,489,189,"38,65",300,"61,35",7,"1,43","2,33",11,"2,25","3,67",282,"57,67",94,2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,124,"25,36","43,97",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,70,"14,31","24,82",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,88,18,"31,21",,,,,,,,
14/12/2015 09:30,33,GIRONDE,125,Cissac-Mdoc,1289,560,"43,44",729,"56,56",12,"0,93","1,65",15,"1,16","2,06",702,"54,46","96,3",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,250,"19,39","35,61",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,191,"14,82","27,21",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,261,"20,25","37,18",,,,,,,,
14/12/2015 09:30,33,GIRONDE,126,Civrac-de-Blaye,589,226,"38,37",363,"61,63",9,"1,53","2,48",13,"2,21","3,58",341,"57,89","93,94",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,125,"21,22","36,66",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,101,"17,15","29,62",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,115,"19,52","33,72",,,,,,,,
14/12/2015 09:30,33,GIRONDE,127,Civrac-sur-Dordogne,150,46,"30,67",104,"69,33",0,0,0,1,"0,67","0,96",103,"68,67","99,04",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,46,"30,67","44,66",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,21,14,"20,39",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,36,24,"34,95",,,,,,,,
14/12/2015 09:30,33,GIRONDE,128,Civrac-en-Mdoc,476,160,"33,61",316,"66,39",6,"1,26","1,9",7,"1,47","2,22",303,"63,66","95,89",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,65,"13,66","21,45",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,91,"19,12","30,03",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,147,"30,88","48,51",,,,,,,,
14/12/2015 09:30,33,GIRONDE,129,Cleyrac,131,44,"33,59",87,"66,41",3,"2,29","3,45",1,"0,76","1,15",83,"63,36","95,4",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,28,"21,37","33,73",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,31,"23,66","37,35",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,24,"18,32","28,92",,,,,,,,
14/12/2015 09:30,33,GIRONDE,130,Coimres,720,261,"36,25",459,"63,75",6,"0,83","1,31",8,"1,11","1,74",445,"61,81","96,95",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,194,"26,94","43,6",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,154,"21,39","34,61",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,97,"13,47","21,8",,,,,,,,
14/12/2015 09:30,33,GIRONDE,131,Coirac,147,66,"44,9",81,"55,1",0,0,0,1,"0,68","1,23",80,"54,42","98,77",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,43,"29,25","53,75",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,24,"16,33",30,8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,13,"8,84","16,25",,,,,,,,
14/12/2015 09:30,33,GIRONDE,132,Comps,357,129,"36,13",228,"63,87",4,"1,12","1,75",1,"0,28","0,44",223,"62,46","97,81",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,73,"20,45","32,74",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,81,"22,69","36,32",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,69,"19,33","30,94",,,,,,,,
14/12/2015 09:30,33,GIRONDE,133,Coubeyrac,69,26,"37,68",43,"62,32",0,0,0,4,"5,8","9,3",39,"56,52","90,7",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,15,"21,74","38,46",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,13,"18,84","33,33",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,11,"15,94","28,21",,,,,,,,
14/12/2015 09:30,33,GIRONDE,134,Couquques,189,80,"42,33",109,"57,67",2,"1,06","1,83",2,"1,06","1,83",105,"55,56","96,33",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,31,"16,4","29,52",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,31,"16,4","29,52",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,43,"22,75","40,95",,,,,,,,
14/12/2015 09:30,33,GIRONDE,135,Courpiac,86,25,"29,07",61,"70,93",1,"1,16","1,64",5,"5,81","8,2",55,"63,95","90,16",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,32,"37,21","58,18",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,8,"9,3","14,55",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,15,"17,44","27,27",,,,,,,,
14/12/2015 09:30,33,GIRONDE,136,Cours-de-Monsgur,227,90,"39,65",137,"60,35",0,0,0,5,"2,2","3,65",132,"58,15","96,35",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,50,"22,03","37,88",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,48,"21,15","36,36",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,34,"14,98","25,76",,,,,,,,
14/12/2015 09:30,33,GIRONDE,137,Cours-les-Bains,166,48,"28,92",118,"71,08",0,0,0,4,"2,41","3,39",114,"68,67","96,61",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,49,"29,52","42,98",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,29,"17,47","25,44",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,36,"21,69","31,58",,,,,,,,
14/12/2015 09:30,33,GIRONDE,138,Coutras,5911,2468,"41,75",3443,"58,25",54,"0,91","1,57",71,"1,2","2,06",3318,"56,13","96,37",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,1419,"24,01","42,77",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,847,"14,33","25,53",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,1052,"17,8","31,71",,,,,,,,
14/12/2015 09:30,33,GIRONDE,139,Coutures,65,19,"29,23",46,"70,77",0,0,0,1,"1,54","2,17",45,"69,23","97,83",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,16,"24,62","35,56",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,17,"26,15","37,78",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,12,"18,46","26,67",,,,,,,,
14/12/2015 09:30,33,GIRONDE,140,Cron,3102,1394,"44,94",1708,"55,06",48,"1,55","2,81",29,"0,93","1,7",1631,"52,58","95,49",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,845,"27,24","51,81",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,396,"12,77","24,28",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,390,"12,57","23,91",,,,,,,,
14/12/2015 09:30,33,GIRONDE,141,Croignon,446,180,"40,36",266,"59,64",1,"0,22","0,38",10,"2,24","3,76",255,"57,17","95,86",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,121,"27,13","47,45",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,64,"14,35","25,1",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,70,"15,7","27,45",,,,,,,,
14/12/2015 09:30,33,GIRONDE,142,Cubnezais,940,393,"41,81",547,"58,19",17,"1,81","3,11",15,"1,6","2,74",515,"54,79","94,15",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,210,"22,34","40,78",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,117,"12,45","22,72",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,188,20,"36,5",,,,,,,,
14/12/2015 09:30,33,GIRONDE,143,Cubzac-les-Ponts,1734,729,"42,04",1005,"57,96",29,"1,67","2,89",13,"0,75","1,29",963,"55,54","95,82",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,489,"28,2","50,78",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,231,"13,32","23,99",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,243,"14,01","25,23",,,,,,,,
14/12/2015 09:30,33,GIRONDE,144,Cudos,567,208,"36,68",359,"63,32",9,"1,59","2,51",14,"2,47","3,9",336,"59,26","93,59",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,144,"25,4","42,86",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,116,"20,46","34,52",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,76,"13,4","22,62",,,,,,,,
14/12/2015 09:30,33,GIRONDE,145,Cursan,427,172,"40,28",255,"59,72",4,"0,94","1,57",4,"0,94","1,57",247,"57,85","96,86",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,123,"28,81","49,8",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,67,"15,69","27,13",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,57,"13,35","23,08",,,,,,,,
14/12/2015 09:30,33,GIRONDE,146,Cussac-Fort-Mdoc,1317,529,"40,17",788,"59,83",14,"1,06","1,78",8,"0,61","1,02",766,"58,16","97,21",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,297,"22,55","38,77",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,189,"14,35","24,67",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,280,"21,26","36,55",,,,,,,,
14/12/2015 09:30,33,GIRONDE,147,Daignac,359,169,"47,08",190,"52,92",9,"2,51","4,74",6,"1,67","3,16",175,"48,75","92,11",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,71,"19,78","40,57",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,47,"13,09","26,86",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,57,"15,88","32,57",,,,,,,,
14/12/2015 09:30,33,GIRONDE,148,Dardenac,79,28,"35,44",51,"64,56",3,"3,8","5,88",3,"3,8","5,88",45,"56,96","88,24",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,27,"34,18",60,3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,12,"15,19","26,67",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,6,"7,59","13,33",,,,,,,,
14/12/2015 09:30,33,GIRONDE,149,Daubze,103,26,"25,24",77,"74,76",1,"0,97","1,3",1,"0,97","1,3",75,"72,82","97,4",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,22,"21,36","29,33",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,41,"39,81","54,67",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,12,"11,65",16,,,,,,,,
14/12/2015 09:30,33,GIRONDE,150,Dieulivol,222,70,"31,53",152,"68,47",1,"0,45","0,66",0,0,0,151,"68,02","99,34",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,65,"29,28","43,05",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,69,"31,08","45,7",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,17,"7,66","11,26",,,,,,,,
14/12/2015 09:30,33,GIRONDE,151,Donnezac,699,328,"46,92",371,"53,08",11,"1,57","2,96",1,"0,14","0,27",359,"51,36","96,77",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,123,"17,6","34,26",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,96,"13,73","26,74",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,140,"20,03",39,,,,,,,,
14/12/2015 09:30,33,GIRONDE,152,Donzac,126,64,"50,79",62,"49,21",1,"0,79","1,61",1,"0,79","1,61",60,"47,62","96,77",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,23,"18,25","38,33",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,27,"21,43",45,8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,10,"7,94","16,67",,,,,,,,
14/12/2015 09:30,33,GIRONDE,153,Doulezon,234,85,"36,32",149,"63,68",3,"1,28","2,01",5,"2,14","3,36",141,"60,26","94,63",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,71,"30,34","50,35",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,34,"14,53","24,11",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,36,"15,38","25,53",,,,,,,,
14/12/2015 09:30,33,GIRONDE,154,Les Eglisottes-et-Chalaures,1399,626,"44,75",773,"55,25",16,"1,14","2,07",17,"1,22","2,2",740,"52,89","95,73",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,300,"21,44","40,54",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,166,"11,87","22,43",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,274,"19,59","37,03",,,,,,,,
14/12/2015 09:30,33,GIRONDE,155,Escaudes,127,44,"34,65",83,"65,35",8,"6,3","9,64",4,"3,15","4,82",71,"55,91","85,54",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,30,"23,62","42,25",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,18,"14,17","25,35",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,23,"18,11","32,39",,,,,,,,
14/12/2015 09:30,33,GIRONDE,156,Escoussans,246,106,"43,09",140,"56,91",2,"0,81","1,43",6,"2,44","4,29",132,"53,66","94,29",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,53,"21,54","40,15",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,45,"18,29","34,09",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,34,"13,82","25,76",,,,,,,,
14/12/2015 09:30,33,GIRONDE,157,Espiet,485,169,"34,85",316,"65,15",7,"1,44","2,22",7,"1,44","2,22",302,"62,27","95,57",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,154,"31,75","50,99",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,47,"9,69","15,56",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,101,"20,82","33,44",,,,,,,,
14/12/2015 09:30,33,GIRONDE,158,Les Esseintes,206,78,"37,86",128,"62,14",1,"0,49","0,78",0,0,0,127,"61,65","99,22",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,51,"24,76","40,16",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,41,"19,9","32,28",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,35,"16,99","27,56",,,,,,,,
14/12/2015 09:30,33,GIRONDE,159,Etauliers,1083,486,"44,88",597,"55,12",11,"1,02","1,84",21,"1,94","3,52",565,"52,17","94,64",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,243,"22,44","43,01",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,122,"11,27","21,59",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,200,"18,47","35,4",,,,,,,,
14/12/2015 09:30,33,GIRONDE,160,Eynesse,425,161,"37,88",264,"62,12",0,0,0,12,"2,82","4,55",252,"59,29","95,45",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,125,"29,41","49,6",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,72,"16,94","28,57",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,55,"12,94","21,83",,,,,,,,
14/12/2015 09:30,33,GIRONDE,161,Eyrans,533,178,"33,4",355,"66,6",8,"1,5","2,25",10,"1,88","2,82",337,"63,23","94,93",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,132,"24,77","39,17",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,106,"19,89","31,45",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,99,"18,57","29,38",,,,,,,,
