Maisons des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Associations
NICE-EST SAINT ROCH;20/09/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;20/09/2018;09H00;13H00;PROXIMITE;COURS;AMM - ALPES MARITIMES MEDIATION
NICE-EST SAINT ROCH;20/09/2018;09H00;12H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;20/09/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;20/09/2018;09H00;12H00;EMPLOI;PERMANENCE;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;20/09/2018;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;20/09/2018;10H00;11H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;20/09/2018;11H00;13H00;ACTIVITE BIEN ETRE;COURS;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;20/09/2018;13H00;16H00;SPECTACLE VIVANT;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;20/09/2018;14H00;17H00;ACTIVITE MANUELLE;ATELIER;LES COUSETTES
NICE-EST SAINT ROCH;20/09/2018;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;20/09/2018;14H00;17H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;20/09/2018;15H00;17H00;PATRIMOINE;CONFERENCE;IPAAM - INSTITUT DE PREHISTOIRE ET D'ARCHEOLOGIE ALPES MEDITERRANEE
NICE-EST SAINT ROCH;20/09/2018;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;20/09/2018;17H00;21H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;20/09/2018;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;20/09/2018;17H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;20/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LA VOIE ZEN GESTION DU STRESS
NICE-EST SAINT ROCH;20/09/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;20/09/2018;18H00;19H00;CULTURE;PERMANENCE;NUX VOMICA
NICE-EST SAINT ROCH;20/09/2018;18H00;20H00;SOCIAL;COURS;PAROLE PROJETS ACTIONS RESSOURCES ORIENTES VERS LA LUTTE CONTRE LES EXCLUSIONS
NICE-EST SAINT ROCH;20/09/2018;18H00;21H00;CITOYENNETE;PERMANENCE;CNR - COMITE POUR UNE NOUVELLE RESISTANCE 
NICE-EST SAINT ROCH;20/09/2018;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
NICE-EST SAINT ROCH;20/09/2018;19H00;21H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;20/09/2018;19H00;21H00;MUSIQUE;ATELIER;MUSIQUE ENSEMBLE
NICE-EST SAINT ROCH;21/09/2018;09H00;11H00;ACTIVITE BIEN ETRE;COURS;AZUR SOLEIL ACCOMPAGNEMENT
NICE-EST SAINT ROCH;21/09/2018;09H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;21/09/2018;09H00;16H00;COMMUNICATION;REUNION;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;21/09/2018;09H00;16H00;CULTURE;REUNION;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;21/09/2018;10H00;13H00;SPECTACLE VIVANT;ATELIER;LA FABRIQUE DES MIRAGES
NICE-EST SAINT ROCH;21/09/2018;10H00;11H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;21/09/2018;13H00;16H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;21/09/2018;13H00;16H00;SOCIAL;PERMANENCE;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;21/09/2018;15H00;16H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;21/09/2018;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;21/09/2018;18H00;20H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;21/09/2018;19H00;21H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;21/09/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;21/09/2018;19H00;20H00;SPECTACLE VIVANT;COURS;LIBER CORDI
NICE-EST SAINT ROCH;21/09/2018;19H00;21H00;COURS DE LANGUE;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;21/09/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;22/09/2018;10H00;11H00;HANDICAP;COURS;SIGNES
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;22/09/2018;10H00;12H00;CHANT;COURS;IL FAUT Y CROIRE
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;SOCIAL;REUNION;ASSOCIATION NICE POUR L INTEGRATION ET LA SOLIDARITE (ANIS)
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;22/09/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/09/2018;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;22/09/2018;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;22/09/2018;12H00;13H00;DANSE ;COURS;TIGERACT AND CO
NICE-EST SAINT ROCH;22/09/2018;14H00;17H00;DANSE ;COURS;DANSONS
NICE-EST SAINT ROCH;22/09/2018;14H00;18H00;CHANT;COURS;ENSEMBLE VOCAL NIKAIACHOR
NICE-EST SAINT ROCH;22/09/2018;14H00;17H00;LOISIRS;REUNION;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
NICE-EST SAINT ROCH;22/09/2018;16H00;18H00;MUSIQUE;COURS;NHA MITA PEREIRA
