COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL,ObjectId
COURTRY,21770139000015,2018-00070,2018/12/10,3.1.1,Domaine et patrimoine,Acquisition a l euro symbolique de la parcelle casdastree section BH numero 310 sise avenue de la Foret,2018,,PREF077,2018/12/12,29,28,28,,,,128
COURTRY,21770139000015,2018-00071,2018/12/10,3.1.1,Domaine et patrimoine,Designation d un elu habilite a comparaitre a l acte d acquisition de la parcelle cadastree BH310 sise avenue de la Foret,,,PREF077,2018/12/12,29,28,28,,,,129
COURTRY,21770139000015,2018-00072,2018/12/10,7.5.1.3,Finances locales,Travaux de rehabilitation du groupe scolaire Georges Brassens approbation du projet en vue d une demande de subvention dans le cadre de la DETR,2018,,PREF077,2018/12/12,29,28,28,,,,130
COURTRY,21770139000015,2018-00073,2018/12/10,7.5.1.3,Finances locales,Travaux de creation d un ascenseur au sein de l Hotel de Ville approbation du projet en vue d une demande de subvention dans le cadre de la DETR,2018,,PREF077,2018/12/12,29,28,28,,,,131
COURTRY,21770139000015,2018-00074,2018/12/10,9.1 ,Autres domaines de compétence,SIGEIF Rapport d Activite du Syndicat intercommunal pour le gaz et l electricite en Ile de France au titre de l annee 2017,,,PREF077,2018/12/12,29,28,,,,,132
COURTRY,21770139000015,2018-00075,2018/12/10,9.1,Autres domaines de compétence,SIPPEREC Rapport d activite 2017,,,PREF077,2018/12/12,29,28,,,,,133
COURTRY,21770139000015,2018-00076,2018/12/10,9.1,Autres domaines de compétence,Convention d adhesion revocable a l assurance chomage,,,PREF077,2018/12/12,29,28,28,,,,134
COURTRY,21770139000015,2018-00077,2018/12/10,9.1,Autres domaines de compétence,Convention unique relative aux missions optionnelles du centre de gestion de Seine et Marne,,,PREF077,2018/12/12,29,28,28,,,,135
COURTRY,21770139000015,2018-00078,2018/12/10,4.2.2.1,Fonction publique,Modification du tableau des effectifs,,,PREF077,2018/12/12,29,28,28,,,,136
COURTRY,21770139000015,2019-00001,2019/02/18,7.1,Finances locales/Décisions budgétaires,Débat d'Orientation Budgétaire 2019,2019,,PREF077,2019/02/20,29,29,24,5,0,,137
COURTRY,21770139000015,2019-00002,2019/02/18,5.7,Institutions et vie politique/Intercommunalité,Transfert de la compétence en matière de gestion des eaux pluviales urbaines à la communauté d'agglomération Paris Vallée de la Marne,,,PREF077,2019/02/20,29,29,29,,,,138
COURTRY,21770139000015,2019-00003,2019/02/18,5.7,Institutions et vie politique/Intercommunalité,Convention de services partagés de la commune de Courtry au profit des communes de Villevaudé et Le Pin: gestion des équipements sportifs et de loisirs utilisés par les collègiens,2019,,PREF077,2019/02/20,29,29,29,,,,139
COURTRY,21770139000015,2019-00004,2019/02/18,5.7,Institutions et vie politique/Intercommunalité,Convention à passer avec les communes de Villevaudé Le Pin et Claye-Souilly pour l'achat de matériel pour la psychologue scolaire,2019,,PREF077,2019/02/20,29,29,29,,,,140
COURTRY,21770139000015,2019-00005,2019/02/18,1.4,Commande publique/Autres contrats,Convention de partenariat dans le cadre du parc animalier,2019,,PREF077,2019/02/20,29,29,24,,5,,141
COURTRY,21770139000015,2019-00006,2019/02/18,7.10,Finances locales/Divers,Caisse d'allocations familiales: prestation de service-contrat enfance jeunesse 2018-2021,2019,,PREF077,2019/02/20,29,29,29,,,,142
COURTRY,21770139000015,2019-00007,2019/02/18,3.5,Domaine et patrimoine/Autres actes de gestion du domaine public,Dénomination des voies nouvelle de la ZAC de la Régale,,,PREF077,2019/02/20,29,29,24,,5,,143
COURTRY,21770139000015,2019-00008,2019/02/18,2.2,Urbanisme/Actes relatifs au droit d'occupation ou d'utilisation des sols,Signature d un acte authentique de constitution de servitude au profit d ENEDIS,,,PREF077,2019/02/20,29,29,29,,,,144
COURTRY,21770139000015,2019-00009,2019/02/18,1.4,Commande publique/Autres contrats,Adhesion de la commune a la centrale d achat SIPP n Co,,,PREF077,2019/02/20,29,29,29,,,,145
COURTRY,21770139000015,2019-00010,2019/02/18,5.7,Institutions et vie politique/Intercommunalité,Representation substitution au sein du SIGEIF de la Communaute d Agglomeration Communaute Paris Saclay ,,,PREF077,2019/02/20,29,29,29,,,,146
COURTRY,21770139000015,2019-00011,2019/02/18,2.1,Urbanisme/Documents d'urbanisme,Revision Generale du Plan Local d Urbanisme bilan de la concertation et arret du Plan Local d Urbanisme,,,PREF077,2019/02/20,29,29,24,5,,,147
COURTRY,21770139000015,2019-00012,2019/02/18,3.5,Domaine et patrimoine/Autres actes de gestion du domaine public,Lancement d une procedure de transfert dans le Domaine Public Communal de la voirie des trottoirs de ses accessoires et reseaux divers de la ZAC de la Regale,,,PREF077,2019/02/20,29,29,29,,,,148
COURTRY,21770139000015,2019-00013,2019/02/18,9.1,Autres domaines de compétence/autres domaines de compétence des communes,Adhesion au Groupement d Interet Public ID 77,,,PREF077,2019/02/20,29,28,27,,,,149
COURTRY,21770139000015,2019-00014,2019/02/18,8.9,Domaine de compétence par thèmes/Culture,Salon du livre convention a passer avec les intervenants en vue de leur defraiement,2019,,PREF077,2019/02/20,29,29,29,,,,150
COURTRY,21770139000015,2019-00015,2019/04/01,7.1,Finances locales/Décisions budgétaires,Compte de Gestion du Budget de la Ville Exercice 2018 adoption,,,PREF077,2019/04/08,29,27,27,,,,151
COURTRY,21770139000015,2019-00016,2019/04/01,7.1,Finances locales/Décisions budgétaires,Compte Administratif du Budget de la Ville Exercice 2018 adoption,2019,,PREF077,2019/04/08,29,27,26,,,,152
COURTRY,21770139000015,2019-00017,2019/04/01,7.1,Finances locales/Décisions budgétaires,Affectation du resultat du Compte Administratif 2018 au Budget Communal,2019,,PREF077,2019/04/08,29,28,28,,,,153
COURTRY,21770139000015,2019-00018,2019/04/01,7.1,Finances locales/Décisions budgétaires,Budget Primitif Communal Exercice 2019 adoption,2019,,PREF077,2019/04/08,29,28,,,,,154
COURTRY,21770139000015,2019-00019,2019/04/01,7.2,Finances locales/Fiscalité,Vote des taxes pour l Exercice 2019,2019,,PREF077,2019/04/08,29,28,28,,,,155
COURTRY,21770139000015,2019-00020,2019/04/01,7.5,Finances locales/Subventions,Versement de subventions aux associations et divers organismes locaux Exercice 2019,2019,,PREF077,2019/04/07,29,28,28,,,,156
COURTRY,21770139000015,2019-00021,2019/04/01,7.1,Finances locales/Décisions budgétaires,Bilan politique fonciere sur 2018,2019,,PREF077,2019/04/08,29,28,28,,,,157
COURTRY,21770139000015,2019-00022,2019/04/01,3.5,Domaine et patrimoine/Autres actes de gestion du domaine public,Convention d intervention fonciere tripartite Courtry EPFIF Communaute d Agglomeration Paris Vallee de la Marne signature de l avenant numero 2,,,PREF077,2019/04/08,29,28,24,,4,,158
COURTRY,21770139000015,2019-00023,2019/04/01,2.2,Urbanisme/Actes relatifs au droit d'occupation ou d'utilisation des sols,Autorisation donnee au Maire de signer une demande de declaration prealable pour la refection de l etancheite et de l isolation des murs et de la couverture du groupe scolaire George Brassens ainsi que differents dossiers de modification d etablissement,,,PREF077,2019/04/08,29,28,28,,,,159
COURTRY,21770139000015,2019-00024,2019/04/01,1.1,Commande publique/Marchés publics,Attribution du marche numero ST19 04 relatif aux travaux de refection des trottoirs de la rue du General de Gaulle,2019,,PREF077,2019/04/08,29,28,24,,4,,160
COURTRY,21770139000015,2019-00025,2019/04/01,1.3,Commande publique/Conventions de mandat,Convention particuliere de maitrise d ouvrage temporaire avec le SIGEIF Travaux d enfouissement des reseaux situes route du Chat,2019,,PREF077,2019/04/08,29,28,28,,,,161
COURTRY,21770139000015,2019-00026,2019/04/01,3.1,Domaine et patrimoine/Acquisitions,Acquisition de la parcelle ZE11 sise lieudit La Poulaillere ,2019,,PREF077,2019/04/08,29,28,28,,,,162
COURTRY,21770139000015,2019-00027,2019/04/01,3.1,Domaine et patrimoine/Acquisitions,Designation d un elu habilite a comparaitre a l acte d acquisition de la parcelle cadastree ZE11 sise lieudit La Poulaillere ,,,PREF077,2019/04/08,29,28,28,,,,163
COURTRY,21770139000015,2019-00028,2019/04/01,5.7,Institutions et vie politique/Intercommunalité,Transfert de la competence en matiere de sport de haut niveau a la communaute d agglomeration Paris Vallee de la Marne,,,PREF077,2019/04/08,29,28,28,,,,164
COURTRY,21770139000015,2019-00029,2019/04/01,8.2,Domaines de compétence par thème/Aide sociale,Convention d adhesion au Fonds de Solidarite Logement FSL annee 2019 convention a passer avec le Departement de Seine et Marne,2019,,PREF077,2019/04/08,29,28,28,,,,165
COURTRY,21770139000015,2019-00030,2019/04/01,9.1,Autres domaines de compétence/autres domaines de compétence des communes,Modification temporaire du lieu de celebration des mariages,,,PREF077,2019/04/08,29,28,28,,,,166
COURTRY,21770139000015,2019-00031,2019/04/01,4.1,Fonction publique/Personnels titulaires et stagiaires de la FPT,MODIFICATION DU TABLEAU DES EFFECTIFS,2019,,PREF077,2019/04/08,29,28,28,,,,167
COURTRY,21770139000015,2019-00032,2019/04/01,9.4,Autres domaines de compétence/Vœux et motions,Motion relative au projet Charles de Gaulle express CDG Express ,,,PREF077,2019/04/08,29,28,28,,,,168
COURTRY,21770139000015,2019-00033,2019/05/13,1.1,Commande publiqe/ marchés publics,"Attribution du marché n°ST 19.05"" Marché de travaux de voirie""",2019,,PREF077,2019/05/16,29,27,27,,,,169
COURTRY,21770139000015,2019-00034,2019/05/13,5.7,Institutions et vie politique/Intercommunalité,Groupement de commandes pour la passation d un accord cadre a bons de commande de travaux de gros entretien et remplacement de materiels pour l eclairage public la signalisation lumineuse tricolore et l eclairage des espaces sportifs exterieurs pour les villes de Chelles Courtry et Brou-sur-Chantereine,2019,,PREF077,2019/05/16,29,27,27,,,,170
COURTRY,21770139000015,2019-00035,2019/05/13,5.7,Institutions et vie politique/Intercommunalité,Groupement de commandes pour la passation d un accord cadre a bons de commande de releve des reseaux d eclairage public et de signalisation lumineuse tricolore pour les villes de Chelles Courtry et Brou sur Chantereine,2019,,PREF077,2019/05/16,29,27,27,,,,171
COURTRY,21770139000015,2019-00036,2019/05/13,8.6,Domaines de compétence/emploi/formation professionnelle,,2019,,PREF077,2019/05/16,29,27,27,,,,172
COURTRY,21770139000015,2019-00037,2019/05/13,7.5,Finances locales/Subventions,Subvention exceptionnelle en faveur de l Ultimate frisbee Decision Modificative numero 1,2019,,PREF077,2019/05/16,29,27,27,,,,173
COURTRY,21770139000015,2019-00038,2019/05/13,8.8,Autres domaines de compétence par thème/environnement,Proteger la population et les ecosystemes de l exposition aux perturbateurs endocriniens Charte d engagement Villes et Territoires sans perturbateurs endocriniens ,,,PREF077,2019/05/16,29,27,27,,,,174
COURTRY,21770139000015,2020-00022,2020/05/23,5.1.2,Institutions et vie politique/élection exécutif,Determination du nombre d adjoints au Maire,,,PREF077,2020/05/25,29,29,25,,4,,175
COURTRY,21770139000015,2020-00023,2020/05/23,5.1.1 ,Institutions et vie politique/élection exécutif,Election des Adjoints au Maire,,,PREF077,2020/05/25,29,29,25,,4,,176
COURTRY,21770139000015,2020-00024,2020/06/02,5.5.1,Institutions et vie politique/délégation de signature,Delegation donnee au Maire en vertu de l article L 2122 22 du Code General des Collectivites Territoriales,,,PREF077,2020/06/03,29,29,29,,,,177
COURTRY,21770139000015,2020-00025,2020/06/02,5.6.1,Institutions et vie politique/exercice des mandats locaux,Fixation des indemnites de fonctions du Maire des Adjoints et des Conseillers Municipaux delegues,,,PREF077,2020/06/03,29,29,25,,4,,178
COURTRY,21770139000015,2020-00026,2020/06/02,5.3.4,Institutions et vie politique/désignation de représentants,Creation de Commissions Municipales determination du nombre denomination et designation des membres,,,PREF077,2020/06/03,29,29,29,,,,179
COURTRY,21770139000015,2020-00027,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Constitution de la Commission d Appel d Offres CAO ,,,PREF077,2020/06/03,29,29,29,,,,180
COURTRY,21770139000015,2020-00028,2020/06/02,5.3.1,Institutions et vie politique/désignation de représentants,Fixation et designation des membres du Centre Communal d Action Sociale CCAS ,,,PREF077,2020/06/03,29,29,29,,,,181
COURTRY,21770139000015,2020-00029,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Designation des representants au sein du SIGEIF,,,PREF077,2020/06/03,29,29,29,,,,182
COURTRY,21770139000015,2020-00030,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Designation des representants au sein du SIPPEREC,,,PREF077,2020/06/03,29,29,29,,,,183
COURTRY,21770139000015,2020-00031,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Designation d un membre au Conseil d Administration du college Maria Callas,,,PREF077,2020/06/03,29,29,29,,,,184
COURTRY,21770139000015,2020-00032,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Designation des membres au sein des Conseils d Ecole,,,PREF077,2020/06/03,29,29,29,,,,185
COURTRY,21770139000015,2020-00033,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Designation d un representant au sein du CNAS,,,PREF077,2020/06/03,29,29,29,,,,186
COURTRY,21770139000015,2020-00034,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants, Designation d un correspondant Defense Nationale ,,,PREF077,2020/06/03,29,29,29,,,,187
COURTRY,21770139000015,2020-00035,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Designation du correspondant Securite routiere,,,PREF077,2020/06/03,29,29,29,,,,188
COURTRY,21770139000015,2020-00036,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Commission Locale d Information et de Surveillance relative au centre d enfouissement technique exploite par la societe SUEZ RR IWS MINERALS France,,,PREF077,2020/06/03,29,29,29,,,,189
COURTRY,21770139000015,2020-00037,2020/06/02,5.3.4 ,Institutions et vie politique/désignation de représentants,Constitution de la Commission Communale des Impots Directs,,,PREF077,2020/06/03,29,29,25,,4,,190
COURTRY,21770139000015,2020-00038,2020/06/02,5.2.1,Institutions et vie politique/fonctionnement des assemblées,Reglement interieur du Conseil municipal adoption,,,PREF077,2020/06/03,29,29,29,,,,191
COURTRY,21770139000015,2020-00039,2020/06/29,7.6.3,Finances locale/Contributions budgétaires,Convention d adhesion au Fonds de Solidarite Logement FSL annee 2020 convention a passer avec le Departement de Seine et Marne,2020,,PREF077,2020/07/01,29,29,29,,,,192
COURTRY,21770139000015,2020-00040,2020/06/29,5.3.4,Institutions et vie politique/désignation de représentants,Designation des representants aupres des instances du Groupement d Interet Public MAXIMILIEN,2020,,PREF077,2020/07/01,29,29,29,,,,193
COURTRY,21770139000015,2020-00041,2020/06/29,5.3.4,Institutions et vie politique/désignation de représentants,Designation d un representant a la Commission Locale de l Eau CLE du SAGE Marne Confluence,,,PREF077,2020/07/01,29,29,29,,,,194
COURTRY,21770139000015,2020-00042,2020/06/29,5.3.4,Institutions et vie politique/désignation de représentants,Designation d un representant suppleant a la Mission Locale du Bassin Chellois,,,PREF077,2020/07/01,29,29,29,,,,195
COURTRY,21770139000015,2020-00043,2020/06/29,5.3.4,Institutions et vie politique/désignation de représentants,Designation d un representant au Groupement d Interet Public ID 77,,,PREF077,2020/07/01,29,28,28,,,,196
COURTRY,21770139000015,2020-00044,2020/06/29,1.1.2.1,Commande publique/marchés publics,Accord cadre travaux dans les batiments communaux tous corps d etat ,2020,,PREF077,2020/07/01,29,29,29,,,,197
COURTRY,21770139000015,2020-00045,2020/06/29,7.1.2.2,Finances locales/décisions budgétaires,Budget Communal 2020 Decision modificative numero 1,2020,,PREF077,2020/07/01,29,29,29,,,,198
COURTRY,21770139000015,2020-00046,2020/06/29,8.1.2,Domaine de compétence par thème/enseignement,Prise en charge des frais de fonctionnement des ecoles publiques maternelles et elementaires pour l annee scolaire 2020 2021,2020,,PREF077,2020/07/01,29,29,29,,,,199
COURTRY,21770139000015,2020-00047,2020/06/29,4.1.3,Fonction publique,Modification du tableau des effectifs,,,PREF077,2020/07/01,29,29,29,,,,200
COURTRY,21770139000015,2020-00048,2020/09/28,5.7.7,Institutions et vie politique/Intercommunalité,Permis de louer Report de l entree en vigueur de la Declaration de mise en location sur le territoire de la commune de Courtry,,,PREF077,2020/09/30,29,28,28,,,,201
COURTRY,21770139000015,2020-00049,2020/09/28,5.7.5 ,Institutions et vie politique/Intercommunalité,Modification des statuts de la Communaute d Agglomeration Paris Vallee de la Marne,,,PREF077,2020/09/30,29,29,29,,,,202
COURTRY,21770139000015,2020-00050,2020/09/28,5.7.7,Institutions et vie politique/Intercommunalité,Transfert de pouvoirs de police speciale au President de l EPCI,,,PREF077,2020/09/30,29,29,29,,,,203
COURTRY,21770139000015,2020-00051,2020/09/28,9.1,Autres domaines de compétences des communes,CCAS Conventions de prise en charge des frais de gestion de fonctionnement et de mise a disposition de personnel communal,,,PREF077,2020/09/30,29,29,29,,,,204
COURTRY,21770139000015,2020-00052,2020/09/28,5.5.1,Institutions et vie politique/délégation de signature,Delegations du conseil municipal au maire mention a ajouter,,,PREF077,2020/09/30,29,29,29,,,,205
COURTRY,21770139000015,2020-00053,2020/09/28,5.2.1,Institutions et vie politique/Fonctionnement des assemblées,Modification du reglement interieur du conseil Municipal,,,PREF077,2020/09/30,29,29,29,,,,206
COURTRY,21770139000015,2020-00054,2020/09/28,9.1 ,Autres domaines de compétences des communes,Convention de partenariat a passer avec l assocaition Ruban Rose dans le cadre de l evenement Octobre rose,,,PREF077,2020/09/30,29,29,29,,,,207
COURTRY,21770139000015,2020-00055,2020/09/28,7.6.3,Finances locales/contributions budgétaires,Convention de financement entre le departement de Seine et Marne et la commune de Courtry pour le multi accueil La Barbotte attribution 2020,2020,,PREF077,2020/09/30,29,29,29,,,,208
COURTRY,21770139000015,2020-00056,2020/09/28,2.1.2 ,Urbanisme/PLU,Approbation du Plan Local d Urbanisme,,,PREF077,2020/09/30,29,29,25,4,,,209
COURTRY,21770139000015,2020-00057,2020/09/28,7.6.1.1,Finances locales/contributions budgétaires,Travaux de voirie 2020 Fonds de concours a solliciter aupres de la Communaute d Agglomeration Paris Vallee de la Marne,,,PREF077,2020/09/30,29,29,29,,,,210
COURTRY,21770139000015,2020-00058,2020/09/28,9.1,Autres domaines de compétences des communes,Mise en place du teletravail,,,PREF077,2020/09/30,29,29,29,,,,211
COURTRY,21770139000015,2020-00059,2020/09/28,9.1,Autres domaines de compétences des communes,Fixation des conditions de versement de la prime exceptionnelle dans le cadre de l etat d urgence sanitaire declare pour faire face a l epidemie de COVID 19,,,PREF077,2020/09/30,29,29,29,,,,212
COURTRY,21770139000015,2020-00060,2020/09/28,9.1,Autres domaines de compétences des communes,Remboursement au reel des frais de repas dans le cadre d un deplacement pour les besoins du service,,,PREF077,2020/09/30,29,29,29,,,,213
COURTRY,21770139000015,2020-00061,2020/09/28,4.1.3,Fonction publique/personnels titulaires et stagiares de la FPT,Modification du tableau des effectifs,,,PREF077,2020/09/30,29,29,29,,,,214
COURTRY,21770139000015,2020-00062,2020/11/23,5.2.2,Institutions et vie politique/ Fonctionnement des assemblées,Installation d un conseiller municipal liste Ensemble pour Courtry en remplacement de Madame Nathalie NGUYEN,,,PREF077,2020/11/24,28,28,28,,,,215
COURTRY,21770139000015,2020-00063,2020/11/23,5.3.4,Institutions et vie politique/désignation de représentants,Remplacement de Madame Nathalie NGUYEN au sein de differentes commisisons municipales,,,PREF077,2020/11/24,29,29,29,,,,216
COURTRY,21770139000015,2020-00064,2020/11/23,5.7.7,Institutions et vie politique/Intercommunalité,Convention de groupement de commande relative aux prestations de transport en autocars avec chauffeur a passer avec la Communaute d Agglomeration Paris Vallee de la Marne,,,PREF077,2020/11/24,29,29,29,,,,217
COURTRY,21770139000015,2020-00065,2020/11/23,5.7.7,Institutions et vie politique/Intercommunalité,Retrait a la demande de la Prefecture de Seine et Marne de la deliberation numero 2020 00050 relative au transfert de pouvoirs de police speciale au President de l EPCI,,,PREF077,2020/11/24,29,29,29,,,,218
COURTRY,21770139000015,2020-00066,2020/11/23,7.2.2,Finances locales/décisions budgétaires,Taxe d amenagement communale modification du taux a 5 et instauration d une taxe d amenagement majoree,,,PREF077,2020/11/24,29,29,25,,4,,219
COURTRY,21770139000015,2020-00067,2020/11/23,5.7.7,Institutions et vie politique/Intercommunalité,Opposition au transfert de la competence en matiere de Plan Local d Urbanisme a la Communaute d Agglomeration Paris Vallee de la Marne,,,PREF077,2020/11/24,29,29,29,,,,220
COURTRY,21770139000015,2020-00068,2020/12/07,1.5.1,Commande publique/Transactions,Protocole d accord transactionnel entre la commune de Courtry et la societe AS Distribution dans le cadre du marche de prestations de fournitures scolaires et de bureau,2021,,PREF077,2020/12/09,29,29,29,,,,221
COURTRY,21770139000015,2020-00069,2020/12/07,7.1.2.2,Finances locales/décisions budgétaires,Budget Communal 2020 Decision modificative numero 2,2020,,PREF077,2020/12/09,29,29,29,,,,222
COURTRY,21770139000015,2020-00070,2020/12/07,7.1.2.4,Finances locales/décisions budgétaires,Depenses d Investissements Exercice 2021 Autorisation pour l engagement la liquidation et le mandatement avant le vote du budget 2021,2020,,PREF077,2020/12/09,29,29,29,,,,223
COURTRY,21770139000015,2020-00071,2020/12/07,7.1.2.4,Finances locales/décisions budgétaires,Admission en non valeur et creances eteintes,,,PREF077,2020/12/09,29,29,29,,,,224
COURTRY,21770139000015,2020-00072,2020/12/07,7.5.1.3,Finances locales/subventions, Extension du systeme de video protection approbation du projet en vue d une demande de subvention dans le cadre de la DETR ou de la DSIL 2021 ,2021,,PREF077,2020/12/09,29,29,25,4,,,225
COURTRY,21770139000015,2020-00073,2020/12/07,7.5.1.3,Finances locales/subventions,Remplacement des deux chaudieres du Groupe Scolaire Georges Brassens approbation du projet en vue d une demande de subvention dans le cadre de la DETR 2021,2021,,PREF077,2020/12/09,29,29,29,,,,226
COURTRY,21770139000015,2020-00074,2020/12/07,9.1,Autres domaines de compétences des communes,Adhesion au SIGEIF de la commune de Bievres 91,,,PREF077,2020/12/09,29,29,29,,,,227
COURTRY,21770139000015,2020-00075,2020/12/07,9.1,Autres domaines de compétences des communes,SIGEIF Rapport d Activite du Syndicat au titre de l annee 2019,,,PREF077,2020/12/09,29,29,29,,,,228
COURTRY,21770139000015,2020-00076,2020/12/07,4.2.2.2,Fonction publique/personnels contractuels,Recensement des postes en CAE Contrat d Accompagnement dans l Emploi,,,PREF077,2020/12/09,29,29,29,,,,229
COURTRY,21770139000015,2020-00077,2020/12/07,4.1.1,Fonction publique/personnels titulaires et satgiaires de la FPT,Modification du tableau des effectifs,,,PREF077,2020/12/09,29,29,29,,,,230
