OBJECTID_12,IDMC,JOUR,HEURE,SOURCE,RD,PR,INSEE,COMMUNE,COM1,COM2,COM3,COM4,ACTION,INONDES,INTERVENTI,ROUVERTE,TOTAL,INSEETXT,NUMRD,PR1,ABS,B_geodb_oi,B_OBJECTID,B_ROUTE,B_PR,B_ABS,B_CUMUL,B_CLASSEME,B_RD,B_RD_PR,geodb_oid,OBJECTID,ROUTE,CUMUL,CLASSEMENT,RD_PR,OBJECTID_1,IDROUTE,GESTION,F_overlaps,F_predicate,DATETRAVAU,JOURTRAV,DATECOMPLE,IDMC2,DATEFIN
470,87,20160531000000.000,12h54, ,43,0,45210,Montbouy,Circulable pas de panneaux (en rupture),Intersection 93/135 MONTBOUY,FERMEE,Intersection 93/37 CHATILLON,ROUTES BARREES, ,PAS DE PANNEAUX, ,ROUTES BARREES /   / PAS DE PANNEAUX /,45210,93,27,0, ,5684,45 D0093,27,0,27183,Catégorie 3,93,D93 PR27+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160531125400,1254,20160531,1464692040000,87,1464899940000
471,468,20160602000000.000,11h48,ATM,43,0,45210,Montbouy,- ravinement des berges du Loing- surveillance du mur de soutènement de la RD 93 - le niveau du Loing remonte, , , , ,OBSTACLE - EFFONDREMENT, , ,/ OBSTACLE - EFFONDREMENT /   /,45210,93,13,0, ,4438,45 D0093,13,0,12999,Catégorie 3,93,D93 PR13+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160602114800,1148,20160602,1464860880000,468,1464899940000
472,468,20160602000000.000,11h48,ATM,43,0,45210,Montbouy,- ravinement des berges du Loing- surveillance du mur de soutènement de la RD 93 - le niveau du Loing remonte, , , , ,OBSTACLE - EFFONDREMENT, , ,/ OBSTACLE - EFFONDREMENT /   /,45210,93,13,0, ,4438,45 D0093,13,0,12999,Catégorie 3,93,D93 PR13+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160602114800,1148,20160602,1464860880000,468,1464899940000
473,39,20160531000000.000,10h30, ,43,0,0, ,Route barrée à partir des RD93 et 943, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,293,0,0, ,5405,45 D0293,0,0,0,Catégorie 4,293,D293 PR0+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160531103000,1030,20160531,1464683400000,39,1464899940000
474,87,20160531000000.000,12h54, ,43,0,45210,Montbouy,Circulable pas de panneaux (en rupture),Intersection 93/135 MONTBOUY,FERMEE,Intersection 93/37 CHATILLON,ROUTES BARREES, ,PAS DE PANNEAUX, ,ROUTES BARREES /   / PAS DE PANNEAUX /,45210,93,27,0, ,5684,45 D0093,27,0,27183,Catégorie 3,93,D93 PR27+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160531125400,1254,20160531,1464692040000,87,1464899940000
475,70,20160531000000.000,12h54, ,43,0,45085,Châtillon-Coligny,Châtillon-Coligny barré et dévié par RD41 et RD 2007, , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45085,93,21,0, ,4745,45 D0093,21,0,21184,Catégorie 3,93,D93 PR21+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160531125400,1254,20160531,1464692040000,70,1464899940000
476,84,20160531000000.000,12h54, ,43,0,45210,Montbouy,Montbouy barré et dévié par RD 135, , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45210,93,14,0, ,5788,45 D0093,14,0,13999,Catégorie 3,93,D93 PR14+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160531125400,1254,20160531,1464692040000,84,1464899940000
477,86,20160531000000.000,12h54, ,43,0,0, ,Circulable - panneaux mis en place, , , , , ,PANNEAUX, ,/   / PANNEAUX /,0,93,15,0, ,4469,45 D0093,15,0,15019,Catégorie 3,93,D93 PR15+0,2396, ,D93,0,Catégorie 4,D43 PR0+0,2396,45_D93,45 D0093,30,20160531125400,1254,20160531,1464692040000,86,1464899940000
478,3,20160531000000.000,03H40,COG,64,7,45193,Marcilly-en-Villette,Sennely,( : RD bloquée par inondation, , , ,INONDES,BLOQUES, ,/ INONDES / BLOQUES /,45193,64,8,0, ,4944,45 D0064,8,0,8052,Catégorie 4,64,D64 PR8+0,2391, ,D64,7045,Catégorie 4,D64 PR7+0,2391,45_D64,45 D0064,13,2016053103H4000,0340,20160531,1464658800000,3,1464899940000
479,3,20160531000000.000,03H40,COG,64,7,45193,Marcilly-en-Villette,Sennely,( : RD bloquée par inondation, , , ,INONDES,BLOQUES, ,/ INONDES / BLOQUES /,45193,64,8,0, ,4944,45 D0064,8,0,8052,Catégorie 4,64,D64 PR8+0,2391, ,D64,7045,Catégorie 4,D64 PR7+0,2391,45_D64,45 D0064,13,2016053103H4000,0340,20160531,1464658800000,3,1464899940000
480,128,20160531000000.000,15h24,ATO,64,7,45193,Marcilly et Sennely,OA effondré route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45193,64,0,0, ,4711,45 D0064,0,0,0,Catégorie 4,64,D64 PR0+0,2391, ,D64,7045,Catégorie 4,D64 PR7+0,2391,45_D64,45 D0064,13,20160531152400,1524,20160531,1464701040000,128,1464899940000
481,495,20160602000000.000,12h03,ATO,64,7,45309,Sennely,"	oui	",PR0+500  entre Marcilly et Sennely  OA effondré route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,64,"	12",0, ,4406,45 D0064,12,0,12087,Catégorie 4,64,D64 PR12+0,2391, ,D64,7045,Catégorie 4,D64 PR7+0,2391,45_D64,45 D0064,13,20160602120300,1203,20160602,1464861780000,495,1464899940000
482,495,20160602000000.000,12h03,ATO,64,7,45309,Sennely,"	oui	",PR0+500  entre Marcilly et Sennely  OA effondré route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,64,"	12",0, ,4406,45 D0064,12,0,12087,Catégorie 4,64,D64 PR12+0,2391, ,D64,7045,Catégorie 4,D64 PR7+0,2391,45_D64,45 D0064,13,20160602120300,1203,20160602,1464861780000,495,1464899940000
483,70,20160531000000.000,12h54, ,56,13,45085,Châtillon-Coligny,Châtillon-Coligny barré et dévié par RD41 et RD 2007, , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45085,93,21,0, ,4745,45 D0093,21,0,21184,Catégorie 3,93,D93 PR21+0,2384, ,D56,13000,Catégorie 3,D56 PR13+0,2384,45_D56,45 D0056,27,20160531125400,1254,20160531,1464692040000,70,1464899940000
484,591,20160602000000.000,15h08,ATP,44,54,0, ,"	SEC", , , , ,SEC, , ,/ SEC /   /,0,138,0,0, ,6551,45 D0138,0,0,0,Catégorie 4,138,D138 PR0+0,2373, ,D44,52237,Catégorie 4,D44 PR54+0,2373,45_D44,45 D0044,9,20160602150800,1508,20160602,1464872880000,591,1464899940000
485,591,20160602000000.000,15h08,ATP,44,54,0, ,"	SEC", , , , ,SEC, , ,/ SEC /   /,0,138,0,0, ,6551,45 D0138,0,0,0,Catégorie 4,138,D138 PR0+0,2373, ,D44,52237,Catégorie 4,D44 PR54+0,2373,45_D44,45 D0044,9,20160602150800,1508,20160602,1464872880000,591,1464899940000
486,83,20160531000000.000,12h54, ,43,0,0, ,Inondée pas de panneaux, , , , ,INONDES,PAS DE PANNEAUX, ,/ INONDES / PAS DE PANNEAUX /,0,43,1,0, ,6223,45 D0043,1,0,977,Catégorie 4,43,D43 PR1+0,2372, ,D43,0,Catégorie 4,D43 PR0+0,2372,45_D43,45 D0043,12,20160531125400,1254,20160531,1464692040000,83,1464899940000
487,83,20160531000000.000,12h54, ,43,0,0, ,Inondée pas de panneaux, , , , ,INONDES,PAS DE PANNEAUX, ,/ INONDES / PAS DE PANNEAUX /,0,43,1,0, ,6223,45 D0043,1,0,977,Catégorie 4,43,D43 PR1+0,2372, ,D43,0,Catégorie 4,D43 PR0+0,2372,45_D43,45 D0043,12,20160531125400,1254,20160531,1464692040000,83,1464899940000
488,626,20160602000000.000,15h34,ATM,42,3,0,"	",Circulable, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,0,42,"	11",0, ,4694,45 D0042,11,0,11019,Catégorie 4,42,D42 PR11+0,2371, ,D42,3023,Catégorie 4,D42 PR3+0,2371,45_D42,45 D0042,18,20160602153400,1534,20160602,1464874440000,626,1464899940000
489,626,20160602000000.000,15h34,ATM,42,3,0,"	",Circulable, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,0,42,"	11",0, ,4694,45 D0042,11,0,11019,Catégorie 4,42,D42 PR11+0,2371, ,D42,3023,Catégorie 4,D42 PR3+0,2371,45_D42,45 D0042,18,20160602153400,1534,20160602,1464874440000,626,1464899940000
490,625,20160602000000.000,15h34,ATM,40,6,45104,"			Corquilleroy", , , , , ,INONDES, , ,/ INONDES /   /,45104,40,"	1",0, ,5519,45 D0040,1,0,1027,Catégorie 4,40,D40 PR1+0,2370, ,D40,6087,Catégorie 4,D40 PR6+0,2370,45_D40,45 D0040,13,20160602153400,1534,20160602,1464874440000,625,1464899940000
491,625,20160602000000.000,15h34,ATM,40,6,45104,"			Corquilleroy", , , , , ,INONDES, , ,/ INONDES /   /,45104,40,"	1",0, ,5519,45 D0040,1,0,1027,Catégorie 4,40,D40 PR1+0,2370, ,D40,6087,Catégorie 4,D40 PR6+0,2370,45_D40,45 D0040,13,20160602153400,1534,20160602,1464874440000,625,1464899940000
492,80,20160531000000.000,12h54, ,37,19,0, ,Camion qui a roulé sous accotement - terre étalée sur chaussée, , , , ,OBSTACLE - EFFONDREMENT, , ,/ OBSTACLE - EFFONDREMENT /   /,0,37,8,0, ,5186,45 D0037,8,0,8005,Catégorie 3,37,D37 PR8+0,2367, ,D37,19401,Catégorie 3,D37 PR19+0,2367,45_D37,45 D0037,24,20160531125400,1254,20160531,1464692040000,80,1464899940000
493,71,20160531000000.000,12h54, ,37,19,45097,Chuelles,"Chuelles - balisation route inondée en place, route non barrée pour l'instant.Giratoire 37/142 CHÂTEAU RENARD FERME", , , ,ROUTES BARREES,INONDES,BALISAGE, ,ROUTES BARREES / INONDES / BALISAGE /,45097,37,17,0, ,4266,45 D0037,17,0,17394,Catégorie 3,37,D37 PR17+0,2367, ,D37,19401,Catégorie 3,D37 PR19+0,2367,45_D37,45 D0037,24,20160531125400,1254,20160531,1464692040000,71,1464899940000
494,71,20160531000000.000,12h54, ,37,19,45097,Chuelles,"Chuelles - balisation route inondée en place, route non barrée pour l'instant.Giratoire 37/142 CHÂTEAU RENARD FERME", , , ,ROUTES BARREES,INONDES,BALISAGE, ,ROUTES BARREES / INONDES / BALISAGE /,45097,37,17,0, ,4266,45 D0037,17,0,17394,Catégorie 3,37,D37 PR17+0,2367, ,D37,19401,Catégorie 3,D37 PR19+0,2367,45_D37,45 D0037,24,20160531125400,1254,20160531,1464692040000,71,1464899940000
495,80,20160531000000.000,12h54, ,37,19,0, ,Camion qui a roulé sous accotement - terre étalée sur chaussée, , , , ,OBSTACLE - EFFONDREMENT, , ,/ OBSTACLE - EFFONDREMENT /   /,0,37,8,0, ,5186,45 D0037,8,0,8005,Catégorie 3,37,D37 PR8+0,2367, ,D37,19401,Catégorie 3,D37 PR19+0,2367,45_D37,45 D0037,24,20160531125400,1254,20160531,1464692040000,80,1464899940000
496,81,20160531000000.000,12h54, ,37,19,0, ,Fossé qui déborde - panneau mis en place, , , , , ,PANNEAUX, ,/   / PANNEAUX /,0,37,9,0, ,5545,45 D0037,9,0,9007,Catégorie 3,37,D37 PR9+0,2367, ,D37,19401,Catégorie 3,D37 PR19+0,2367,45_D37,45 D0037,24,20160531125400,1254,20160531,1464692040000,81,1464899940000
497,474,20160602000000.000,11h48,ATM,906020,1,0, ,Circulation rétablie, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,0,128,2,0, ,4561,45 D0128,2,0,1763,Catégorie 4,128,D128 PR2+0,2366, ,D128,0,Catégorie 1,D906020 PR1+0,2366,45_D128,45 D0128,5,20160602114800,1148,20160602,1464860880000,474,1464899940000
498,474,20160602000000.000,11h48,ATM,906020,1,0, ,Circulation rétablie, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,0,128,2,0, ,4561,45 D0128,2,0,1763,Catégorie 4,128,D128 PR2+0,2366, ,D128,0,Catégorie 1,D906020 PR1+0,2366,45_D128,45 D0128,5,20160602114800,1148,20160602,1464860880000,474,1464899940000
499,465,20160602000000.000,11h48,ATM,36,0,45307,Selle sur le Bied,Circulation à nouveau coupée à la, , , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45307,36,14,0, ,6198,45 D0036,14,0,14049,Catégorie 4,36,D36 PR14+0,2365, ,D36,0,Catégorie 4,D36 PR0+0,2365,45_D36,45 D0036,19,20160602114800,1148,20160602,1464860880000,465,1464899940000
500,465,20160602000000.000,11h48,ATM,36,0,45307,Selle sur le Bied,Circulation à nouveau coupée à la, , , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45307,36,14,0, ,6198,45 D0036,14,0,14049,Catégorie 4,36,D36 PR14+0,2365, ,D36,0,Catégorie 4,D36 PR0+0,2365,45_D36,45 D0036,19,20160602114800,1148,20160602,1464860880000,465,1464899940000
501,317,20160602000000.000,9h57,ATM,36,0,0, ,Circulation rétablie, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,0,36,10,0, ,4712,45 D0036,10,0,10047,Catégorie 4,36,D36 PR10+0,2365, ,D36,0,Catégorie 4,D36 PR0+0,2365,45_D36,45 D0036,19,20160602095700,0957,20160602,1464854220000,317,1464899940000
502,317,20160602000000.000,9h57,ATM,36,0,0, ,Circulation rétablie, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,0,36,10,0, ,4712,45 D0036,10,0,10047,Catégorie 4,36,D36 PR10+0,2365, ,D36,0,Catégorie 4,D36 PR0+0,2365,45_D36,45 D0036,19,20160602095700,0957,20160602,1464854220000,317,1464899940000
503,578,20160602000000.000,15h08,ATP,30,4,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,30,"9	",0, ,4855,45 D0030,9,0,9002,Catégorie 3,30,D30 PR9+0,2360, ,D30,4071,Catégorie 3,D30 PR4+0,2360,45_D30,45 D0030,17,20160602150800,1508,20160602,1464872880000,578,1464899940000
504,578,20160602000000.000,15h08,ATP,30,4,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,30,"9	",0, ,4855,45 D0030,9,0,9002,Catégorie 3,30,D30 PR9+0,2360, ,D30,4071,Catégorie 3,D30 PR4+0,2360,45_D30,45 D0030,17,20160602150800,1508,20160602,1464872880000,578,1464899940000
505,349,20160602000000.000,10h30,ATP,30,4,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,"30	",3,0, ,5497,45 D0030,3,0,3068,Catégorie 3,30,D30 PR3+0,2360, ,D30,4071,Catégorie 3,D30 PR4+0,2360,45_D30,45 D0030,17,20160602103000,1030,20160602,1464856200000,349,1464899940000
506,349,20160602000000.000,10h30,ATP,30,4,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,"30	",3,0, ,5497,45 D0030,3,0,3068,Catégorie 3,30,D30 PR3+0,2360, ,D30,4071,Catégorie 3,D30 PR4+0,2360,45_D30,45 D0030,17,20160602103000,1030,20160602,1464856200000,349,1464899940000
507,601,20160602000000.000,15h08,ATP,28,1,0, ,"	SEC", , , , ,SEC, , ,/ SEC /   /,0,787,0,0, ,4572,45 D0787,0,0,0,Catégorie 4,787,D787 PR0+0,2358, ,D28,1003,Catégorie 4,D28 PR1+0,2358,45_D28,45 D0028,7,20160602150800,1508,20160602,1464872880000,601,1464899940000
508,601,20160602000000.000,15h08,ATP,28,1,0, ,"	SEC", , , , ,SEC, , ,/ SEC /   /,0,787,0,0, ,4572,45 D0787,0,0,0,Catégorie 4,787,D787 PR0+0,2358, ,D28,1003,Catégorie 4,D28 PR1+0,2358,45_D28,45 D0028,7,20160602150800,1508,20160602,1464872880000,601,1464899940000
509,347,20160602000000.000,10h30,ATP,27,10,0, ,ROUTE BARREE, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,"27	",7,0, ,4216,45 D0027,7,0,7079,Catégorie 4,27,D27 PR7+0,2357, ,D27,10115,Catégorie 4,D27 PR10+0,2357,45_D27,45 D0027,10,20160602103000,1030,20160602,1464856200000,347,1464899940000
510,347,20160602000000.000,10h30,ATP,27,10,0, ,ROUTE BARREE, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,"27	",7,0, ,4216,45 D0027,7,0,7079,Catégorie 4,27,D27 PR7+0,2357, ,D27,10115,Catégorie 4,D27 PR10+0,2357,45_D27,45 D0027,10,20160602103000,1030,20160602,1464856200000,347,1464899940000
511,575,20160602000000.000,15h08,ATP,25,12,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,25,"11	",0, ,5550,45 D0025,11,0,11134,Catégorie 4,25,D25 PR11+0,2356, ,D25,12146,Catégorie 4,D25 PR12+0,2356,45_D25,45 D0025,12,20160602150800,1508,20160602,1464872880000,575,1464899940000
512,575,20160602000000.000,15h08,ATP,25,12,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,25,"11	",0, ,5550,45 D0025,11,0,11134,Catégorie 4,25,D25 PR11+0,2356, ,D25,12146,Catégorie 4,D25 PR12+0,2356,45_D25,45 D0025,12,20160602150800,1508,20160602,1464872880000,575,1464899940000
513,603,20160602000000.000,15h08,ATP,25,8,0, ,"	route barrée", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,831,0,0, ,7785,45 D0831,0,0,0,Catégorie 4,831,D831 PR0+0,2356, ,D25,8007,Catégorie 4,D25 PR8+0,2356,45_D25,45 D0025,11,20160602150800,1508,20160602,1464872880000,603,1464899940000
514,603,20160602000000.000,15h08,ATP,25,8,0, ,"	route barrée", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,831,0,0, ,7785,45 D0831,0,0,0,Catégorie 4,831,D831 PR0+0,2356, ,D25,8007,Catégorie 4,D25 PR8+0,2356,45_D25,45 D0025,11,20160602150800,1508,20160602,1464872880000,603,1464899940000
515,574,20160602000000.000,15h08,ATP,23,8,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,23,2,0, ,4692,45 D0023,2,0,2020,Catégorie 4,23,D23 PR2+0,2355, ,D23,7964,Catégorie 4,D23 PR8+0,2355,45_D23,45 D0023,19,20160602150800,1508,20160602,1464872880000,574,1464899940000
516,574,20160602000000.000,15h08,ATP,23,8,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,23,2,0, ,4692,45 D0023,2,0,2020,Catégorie 4,23,D23 PR2+0,2355, ,D23,7964,Catégorie 4,D23 PR8+0,2355,45_D23,45 D0023,19,20160602150800,1508,20160602,1464872880000,574,1464899940000
517,573,20160602000000.000,15h08,ATP,23,8,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,23,"6	",0, ,4808,45 D0023,6,0,5978,Catégorie 4,23,D23 PR6+0,2355, ,D23,7964,Catégorie 4,D23 PR8+0,2355,45_D23,45 D0023,19,20160602150800,1508,20160602,1464872880000,573,1464899940000
518,573,20160602000000.000,15h08,ATP,23,8,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,23,"6	",0, ,4808,45 D0023,6,0,5978,Catégorie 4,23,D23 PR6+0,2355, ,D23,7964,Catégorie 4,D23 PR8+0,2355,45_D23,45 D0023,19,20160602150800,1508,20160602,1464872880000,573,1464899940000
519,494,20160602000000.000,12h03,ATO,18,3,45098,Cléry et Jouy le potier,"						entre Cléry et Jouy le potier circulation rétablie", , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,45098,18,0,0, ,5561,45 D0018,0,0,0,Catégorie 3,18,D18 PR0+0,2351, ,D18,2960,Catégorie 3,D18 PR3+0,2351,45_D18,45 D0018,6,20160602120300,1203,20160602,1464861780000,494,1464899940000
520,494,20160602000000.000,12h03,ATO,18,3,45098,Cléry et Jouy le potier,"						entre Cléry et Jouy le potier circulation rétablie", , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,45098,18,0,0, ,5561,45 D0018,0,0,0,Catégorie 3,18,D18 PR0+0,2351, ,D18,2960,Catégorie 3,D18 PR3+0,2351,45_D18,45 D0018,6,20160602120300,1203,20160602,1464861780000,494,1464899940000
521,178,20160601000000.000,06h05,ATO,18,3,45098,Cléry Saint André,: inondées, , , , ,INONDES, , ,/ INONDES /   /,45098,18,5,0, ,4279,45 D0018,5,0,5264,Catégorie 3,18,D18 PR5+0,2351, ,D18,2960,Catégorie 3,D18 PR3+0,2351,45_D18,45 D0018,6,20160601060500,0605,20160601,1464753900000,178,1464899940000
522,178,20160601000000.000,06h05,ATO,18,3,45098,Cléry Saint André,: inondées, , , , ,INONDES, , ,/ INONDES /   /,45098,18,5,0, ,4279,45 D0018,5,0,5264,Catégorie 3,18,D18 PR5+0,2351, ,D18,2960,Catégorie 3,D18 PR3+0,2351,45_D18,45 D0018,6,20160601060500,0605,20160601,1464753900000,178,1464899940000
523,493,20160602000000.000,12h03,ATO,17,14,45309,sennely,"	oui	",route barrée entre mensetreau et sennely, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,17,"	17",0, ,4935,45 D0017,17,0,17101,Catégorie 4,17,D17 PR17+0,2350, ,D17,14069,Catégorie 4,D17 PR14+0,2350,45_D17,45 D0017,16,20160602120300,1203,20160602,1464861780000,493,1464899940000
524,493,20160602000000.000,12h03,ATO,17,14,45309,sennely,"	oui	",route barrée entre mensetreau et sennely, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,17,"	17",0, ,4935,45 D0017,17,0,17101,Catégorie 4,17,D17 PR17+0,2350, ,D17,14069,Catégorie 4,D17 PR14+0,2350,45_D17,45 D0017,16,20160602120300,1203,20160602,1464861780000,493,1464899940000
525,404,20160602000000.000,10h55,ATO,927100,1,45232,olivet,et RD 215 route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45232,15,6,0, ,5244,45 D0015,6,0,6001,Catégorie 4,15,D15 PR6+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160602105500,1055,20160602,1464857700000,404,1464899940000
526,492,20160602000000.000,12h03,ATO,927100,1,45182,Ligny le Ribault,"	oui	",PR 6+000 entre olivet et RD 215 route barrée Ligny le Ribault PR 22+600 pont sur cosson et PR 11+200  route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45182,15,"	23",0, ,4222,45 D0015,23,0,23157,Catégorie 4,15,D15 PR23+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160602120300,1203,20160602,1464861780000,492,1464899940000
527,403,20160602000000.000,10h55,ATO,927100,1,45182,Ligny le Ribault,pont sur cosson et,PR 11+200,route barrée, ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45182,15,22,0, ,5466,45 D0015,22,0,22151,Catégorie 4,15,D15 PR22+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160602105500,1055,20160602,1464857700000,403,1464899940000
528,492,20160602000000.000,12h03,ATO,927100,1,45182,Ligny le Ribault,"	oui	",PR 6+000 entre olivet et RD 215 route barrée Ligny le Ribault PR 22+600 pont sur cosson et PR 11+200  route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45182,15,"	23",0, ,4222,45 D0015,23,0,23157,Catégorie 4,15,D15 PR23+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160602120300,1203,20160602,1464861780000,492,1464899940000
529,186,20160601000000.000,06h05,ATO,927100,1,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,15,11,0, ,4305,45 D0015,11,0,11025,Catégorie 4,15,D15 PR11+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160601060500,0605,20160601,1464753900000,186,1464899940000
530,186,20160601000000.000,06h05,ATO,927100,1,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,15,11,0, ,4305,45 D0015,11,0,11025,Catégorie 4,15,D15 PR11+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160601060500,0605,20160601,1464753900000,186,1464899940000
531,404,20160602000000.000,10h55,ATO,927100,1,45232,olivet,et RD 215 route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45232,15,6,0, ,5244,45 D0015,6,0,6001,Catégorie 4,15,D15 PR6+0,2349, ,D15,0,Catégorie 1,D927100 PR1+0,2349,45_D15,45 D0015,27,20160602105500,1055,20160602,1464857700000,404,1464899940000
532,184,20160601000000.000,06h05,ATO,14,18,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,14,18,0, ,5650,45 D0014,18,0,16734,Catégorie 2,14,D14 PR18+0,2348, ,D14,16734,Catégorie 2,D14 PR18+0,2348,45_D14,45 D0014,6,20160601060500,0605,20160601,1464753900000,184,1464899940000
533,184,20160601000000.000,06h05,ATO,14,18,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,14,18,0, ,5650,45 D0014,18,0,16734,Catégorie 2,14,D14 PR18+0,2348, ,D14,16734,Catégorie 2,D14 PR18+0,2348,45_D14,45 D0014,6,20160601060500,0605,20160601,1464753900000,184,1464899940000
534,418,20160602000000.000,10h55,ATO,13,20,0, ,RD 14 et RD 951,chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,0,13,1,0, ,4434,45 D0013,1,0,1230,Catégorie 4,13,D13 PR1+0,2347, ,D13,20540,Catégorie 4,D13 PR20+0,2347,45_D13,45 D0013,19,20160602105500,1055,20160602,1464857700000,418,1464899940000
535,418,20160602000000.000,10h55,ATO,13,20,0, ,RD 14 et RD 951,chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,0,13,1,0, ,4434,45 D0013,1,0,1230,Catégorie 4,13,D13 PR1+0,2347, ,D13,20540,Catégorie 4,D13 PR20+0,2347,45_D13,45 D0013,19,20160602105500,1055,20160602,1464857700000,418,1464899940000
536,491,20160602000000.000,12h03,ATO,13,20,0, ,"	oui	",PR 1+000 entre RD 14 et RD 951 chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,0,13,"	4",0, ,4314,45 D0013,4,0,4263,Catégorie 4,13,D13 PR4+0,2347, ,D13,20540,Catégorie 4,D13 PR20+0,2347,45_D13,45 D0013,19,20160602120300,1203,20160602,1464861780000,491,1464899940000
537,491,20160602000000.000,12h03,ATO,13,20,0, ,"	oui	",PR 1+000 entre RD 14 et RD 951 chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,0,13,"	4",0, ,4314,45 D0013,4,0,4263,Catégorie 4,13,D13 PR4+0,2347, ,D13,20540,Catégorie 4,D13 PR20+0,2347,45_D13,45 D0013,19,20160602120300,1203,20160602,1464861780000,491,1464899940000
