% Requête :select s.senmat as "Matricule", s.quacod as "Qualité", s.sennomuse as "Nom usuel", s.senprenomuse as "Prénom usuel", s.etasencod as "État Sénateur",
% c.COMLIBAMELI as "Nom commission", typ.TYPORGLIB as "Type commission", mc.MEMCOMID as "Id d'appartenance",  mc.MEMCOMDATDEB as "Début d'appartenance", mc.memcomdatfin as "Fin d'appartenance",
% fmc.FONMEMCOMID as "Id de fonction",
% fmc.FONMEMCOMDATDEB as "Début de fonction", fmc.FONMEMCOMDATFIN as "Fin de fonction",
% fc.FONCOMLIB as "Fonction"
% from senateurs.sen s
% inner join senateurs.memcom mc ON s.senmat = mc.senmat
% inner join senateurs.com c on mc.ORGCOD = c.ORGCOD
% inner join senateurs.fonmemcom fmc on mc.MEMCOMID = fmc.memcomid
% inner join senateurs.foncom fc on fmc.FONCOMCOD = fc.FONCOMCOD
% inner join senateurs.typorg typ on c.TYPORGCOD = typ.TYPORGCOD
% where s.etasencod in ('ACTIF', 'ANCIEN') 
% and c.EVETEMPUB = 'OUI'
% and mc.EVETEMPUB = 'OUI'
% and fmc.EVETEMPUB = 'OUI'
% order by s.sennomuse, s.senprenomuse, s.senmat, mc.MEMCOMDATDEB, fmc.fonmemcomdatdeb
% Aucun paramètre
% 14723 ligne(s) de résultat
Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Nom commission,Type commission,Id d'appartenance,Début d'appartenance,Fin d'appartenance,Id de fonction,Début de fonction,Fin de fonction,Fonction
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11467,2015-06-03 00:00:00.0,2020-09-30 00:00:00.0,13600,2015-06-03 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11560,2015-06-17 00:00:00.0,2020-09-30 00:00:00.0,13704,2015-06-17 00:00:00.0,2020-09-30 00:00:00.0,Vice-Président
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11576,2015-07-25 00:00:00.0,2020-09-30 00:00:00.0,13720,2015-07-25 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11657,2015-09-16 00:00:00.0,2020-09-30 00:00:00.0,13801,2015-09-16 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11715,2015-10-15 00:00:00.0,2020-09-30 00:00:00.0,13859,2015-10-15 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11675,2015-10-28 00:00:00.0,2020-09-30 00:00:00.0,13819,2015-10-28 00:00:00.0,2020-09-30 00:00:00.0,Président
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11754,2015-11-05 00:00:00.0,2020-09-30 00:00:00.0,13898,2015-11-05 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11740,2015-11-05 00:00:00.0,2020-09-30 00:00:00.0,13884,2015-11-05 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11784,2015-11-05 00:00:00.0,2020-09-30 00:00:00.0,13928,2015-11-05 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,SECURITE,Commission mixte paritaire,11954,2016-02-10 00:00:00.0,2020-09-30 00:00:00.0,14101,2016-02-10 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,MINEURS,Commission mixte paritaire,12032,2016-03-02 00:00:00.0,2020-09-30 00:00:00.0,14179,2016-03-02 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,ELECTION,Commission mixte paritaire,12021,2016-03-02 00:00:00.0,2020-09-30 00:00:00.0,14168,2016-03-02 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,CRIME,Commission mixte paritaire,12216,2016-04-27 00:00:00.0,2016-05-12 00:00:00.0,14379,2016-04-27 00:00:00.0,2016-05-12 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,REPUBLIQUE,Commission mixte paritaire,12302,2016-06-01 00:00:00.0,2016-06-29 00:00:00.0,14473,2016-06-01 00:00:00.0,2016-06-29 00:00:00.0,Vice-Président
04044E,Mme,Troendlé,Catherine,ANCIEN,JUSTICE,Commission mixte paritaire,12355,2016-06-15 00:00:00.0,2016-06-22 00:00:00.0,14527,2016-06-15 00:00:00.0,2016-06-22 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,MAGISTRATURE,Commission mixte paritaire,12369,2016-06-15 00:00:00.0,2016-06-22 00:00:00.0,14541,2016-06-15 00:00:00.0,2016-06-22 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,ELECTORALE,Commission mixte paritaire,12451,2016-06-30 00:00:00.0,2016-07-12 00:00:00.0,14647,2016-06-30 00:00:00.0,2016-07-12 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,URGENCE,Commission mixte paritaire,12531,2016-07-20 00:00:00.0,2016-07-20 00:00:00.0,14727,2016-07-20 00:00:00.0,2016-07-20 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,VIGILANCE,Commission mixte paritaire,12598,2016-10-19 00:00:00.0,2016-11-02 00:00:00.0,14799,2016-10-19 00:00:00.0,2016-11-02 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,OUTRE_MER,Commission mixte paritaire,12938,2017-01-31 00:00:00.0,2017-02-07 00:00:00.0,15167,2017-01-31 00:00:00.0,2017-02-07 00:00:00.0,Vice-Président
04044E,Mme,Troendlé,Catherine,ANCIEN,COLLCORSE,Commission mixte paritaire,12993,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0,15222,2017-02-08 00:00:00.0,2017-02-14 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,CONFIANCE,Commission mixte paritaire,13064,2017-07-26 00:00:00.0,2017-08-02 00:00:00.0,15301,2017-07-26 00:00:00.0,2017-07-31 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,CONFIANCE,Commission mixte paritaire,13064,2017-07-26 00:00:00.0,2017-08-02 00:00:00.0,15319,2017-08-01 00:00:00.0,2017-08-02 00:00:00.0,Vice-Président
04044E,Mme,Troendlé,Catherine,ANCIEN,MI sur la réinsertion des mineurs enfermés,"Mission commune d'information ",14039,2018-03-14 00:00:00.0,2018-09-30 00:00:00.0,16752,2018-03-14 00:00:00.0,2018-03-20 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,MI sur la réinsertion des mineurs enfermés,"Mission commune d'information ",14039,2018-03-14 00:00:00.0,2018-09-30 00:00:00.0,16767,2018-03-21 00:00:00.0,2018-09-30 00:00:00.0,Président
04044E,Mme,Troendlé,Catherine,ANCIEN,EUROPEEN,Commission mixte paritaire,14177,2018-04-17 00:00:00.0,2018-04-20 00:00:00.0,16908,2018-04-17 00:00:00.0,2018-04-20 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,POLYNESIE,Commission mixte paritaire,14280,2018-06-28 00:00:00.0,2018-07-05 00:00:00.0,17012,2018-06-28 00:00:00.0,2018-07-05 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,CS suppression surtranspositions directives droit français,Commission spéciale,14478,2018-10-10 00:00:00.0,2018-11-12 00:00:00.0,17220,2018-10-10 00:00:00.0,2018-11-12 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,REFORME,Commission mixte paritaire,14622,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0,17429,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,JURIDICTIONS,Commission mixte paritaire,14636,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0,17443,2018-11-26 00:00:00.0,2018-12-14 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,FONCTION,Commission mixte paritaire,15033,2019-06-20 00:00:00.0,2019-07-04 00:00:00.0,17880,2019-06-20 00:00:00.0,2019-07-04 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,MCI relative au sauvetage en mer,"Mission commune d'information ",15069,2019-06-26 00:00:00.0,2020-09-30 00:00:00.0,17916,2019-06-26 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,ALSACE,Commission mixte paritaire,15113,2019-07-02 00:00:00.0,2019-07-12 00:00:00.0,17987,2019-07-02 00:00:00.0,2019-07-12 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,CE combattre la radicalisation,Commission d'enquête,15280,2019-11-14 00:00:00.0,2020-09-30 00:00:00.0,18190,2019-11-14 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,DEMARCHAGE,Commission mixte paritaire,15709,2020-06-24 00:00:00.0,2020-07-02 00:00:00.0,18672,2020-06-24 00:00:00.0,2020-07-02 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,SURETE,Commission mixte paritaire,15860,2020-07-21 00:00:00.0,2020-09-30 00:00:00.0,18834,2020-07-21 00:00:00.0,2020-09-30 00:00:00.0," "
000094,M.,Tron,Ludovic,ANCIEN,,Commission du Sénat de la Communauté,11161,,,13213,,," "
000094,M.,Tron,Ludovic,ANCIEN,commission des finances,Commission permanente,1324,,1968-10-24 00:00:00.0,1871,,1968-10-24 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,Aucune (Président du Sénat),Commission permanente,3351,2006-07-09 00:00:00.0,2006-09-06 00:00:00.0,4270,2006-07-09 00:00:00.0,2006-09-06 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,commission de la culture,Commission permanente,3353,2006-09-07 00:00:00.0,2008-10-06 00:00:00.0,4272,2006-09-07 00:00:00.0,2008-10-06 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,"Mission commune d'information ""Formation professionnelle""","Mission commune d'information ",3475,2007-01-10 00:00:00.0,2007-07-11 00:00:00.0,4394,2007-01-10 00:00:00.0,2007-07-11 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,3552,2007-02-01 00:00:00.0,2007-02-13 00:00:00.0,4470,2007-02-01 00:00:00.0,2007-02-13 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,3999,2008-06-03 00:00:00.0,2008-06-10 00:00:00.0,4912,2008-06-03 00:00:00.0,2008-06-10 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,commission de l'économie,Commission permanente,4298,2008-10-07 00:00:00.0,2012-02-20 00:00:00.0,5229,2008-10-07 00:00:00.0,2012-02-20 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,7631,2010-12-17 00:00:00.0,2014-09-30 00:00:00.0,9131,2010-12-17 00:00:00.0,2014-09-30 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,7566,2010-12-17 00:00:00.0,2014-09-30 00:00:00.0,9066,2010-12-17 00:00:00.0,2014-09-30 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,7811,2011-06-14 00:00:00.0,2014-09-30 00:00:00.0,9314,2011-06-14 00:00:00.0,2014-09-30 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,8502,2012-01-25 00:00:00.0,2014-09-30 00:00:00.0,10144,2012-01-25 00:00:00.0,2014-09-30 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,commission des affaires économiques,Commission permanente,8748,2012-02-21 00:00:00.0,2014-09-30 00:00:00.0,10395,2012-02-21 00:00:00.0,2014-09-30 00:00:00.0,Vice-Président
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,8813,2012-02-28 00:00:00.0,2014-09-30 00:00:00.0,10500,2012-02-28 00:00:00.0,2014-09-30 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,8926,2012-09-27 00:00:00.0,2014-09-30 00:00:00.0,10623,2012-09-27 00:00:00.0,2014-09-30 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,Mission commune d'information sur le sport professionnel et les collectivités territoriales,"Mission commune d'information ",9390,2013-10-02 00:00:00.0,2014-05-01 00:00:00.0,11146,2013-10-02 00:00:00.0,2014-05-01 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,10786,2014-01-29 00:00:00.0,,12838,2014-01-29 00:00:00.0,2014-05-13 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,10804,2014-05-14 00:00:00.0,,12856,2014-05-14 00:00:00.0,2014-07-09 00:00:00.0," "
06004E,M.,Tropeano,Robert,ANCIEN,,Commission mixte paritaire,10830,2014-07-10 00:00:00.0,,12882,2014-07-10 00:00:00.0,," "
86049M,M.,Trucy,François,ANCIEN,"Commission spéciale chargée du contrôle des comptes et de l'évaluation interne ",Commission spéciale chargée du contrôle des comptes et de l'évaluation interne,878,2002-10-01 00:00:00.0,2010-10-06 00:00:00.0,1292,2008-10-07 00:00:00.0,2010-10-06 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,"Mission commune d'information ",1996,2003-10-08 00:00:00.0,2004-02-03 00:00:00.0,2606,2003-10-08 00:00:00.0,2004-02-03 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,2739,2004-12-20 00:00:00.0,2014-09-30 00:00:00.0,3651,2004-12-20 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,2929,2005-07-05 00:00:00.0,2014-09-30 00:00:00.0,3840,2005-07-05 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,3135,2005-12-20 00:00:00.0,2014-09-30 00:00:00.0,4055,2005-12-20 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,3447,2006-12-19 00:00:00.0,2006-12-20 00:00:00.0,4366,2006-12-19 00:00:00.0,2006-12-20 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,3736,2007-07-27 00:00:00.0,2007-07-31 00:00:00.0,4652,2007-07-27 00:00:00.0,2007-07-31 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,"Mission commune d'information ""Dépendance""","Mission commune d'information ",3818,2007-12-05 00:00:00.0,2011-01-25 00:00:00.0,8250,2007-12-05 00:00:00.0,2011-01-25 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,3862,2007-12-18 00:00:00.0,2007-12-19 00:00:00.0,4777,2007-12-18 00:00:00.0,2007-12-19 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,4079,2008-07-09 00:00:00.0,2008-07-22 00:00:00.0,4994,2008-07-09 00:00:00.0,2008-07-22 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,6515,2008-11-13 00:00:00.0,2009-01-27 00:00:00.0,7945,2008-11-13 00:00:00.0,2009-01-27 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,8270,2011-10-20 00:00:00.0,2014-09-30 00:00:00.0,9893,2011-10-20 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,Commission sénatoriale pour le contrôle de l'application des lois,Commission en charge de l'application des lois,8364,2011-11-30 00:00:00.0,2013-01-01 00:00:00.0,9982,2011-11-30 00:00:00.0,2013-01-01 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,"Mission commune d'information sur les inondations qui se sont produites dans le Var, et plus largement, dans le sud-est ","Mission commune d'information ",8641,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10282,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,Commission d'enquête sur l'influence des mouvements à caractère sectaire dans le domaine de la santé,Commission d'enquête,8900,2012-10-02 00:00:00.0,2012-10-09 00:00:00.0,10597,2012-10-02 00:00:00.0,2012-10-09 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,8965,2012-11-06 00:00:00.0,2014-09-30 00:00:00.0,10677,2012-11-06 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,9479,2013-07-04 00:00:00.0,2014-09-30 00:00:00.0,11235,2013-07-04 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,9492,2013-07-12 00:00:00.0,2014-09-30 00:00:00.0,11248,2013-07-12 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,,Commission mixte paritaire,9744,2013-11-29 00:00:00.0,2014-09-30 00:00:00.0,11520,2013-11-29 00:00:00.0,2014-09-30 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,commission des finances,Commission permanente,275,,2014-09-30 00:00:00.0,275,1992-10-08 00:00:00.0,1998-10-06 00:00:00.0,Secrétaire
86049M,M.,Trucy,François,ANCIEN,commission des finances,Commission permanente,275,,2014-09-30 00:00:00.0,519,1998-10-07 00:00:00.0,2001-10-03 00:00:00.0,Secrétaire
86049M,M.,Trucy,François,ANCIEN,commission des finances,Commission permanente,275,,2014-09-30 00:00:00.0,1029,2001-10-03 00:00:00.0,2001-10-03 00:00:00.0," "
86049M,M.,Trucy,François,ANCIEN,commission des finances,Commission permanente,275,,2014-09-30 00:00:00.0,1148,2001-10-04 00:00:00.0,2008-10-06 00:00:00.0,Secrétaire
86049M,M.,Trucy,François,ANCIEN,commission des finances,Commission permanente,275,,2014-09-30 00:00:00.0,5270,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0,Secrétaire
86049M,M.,Trucy,François,ANCIEN,commission des finances,Commission permanente,275,,2014-09-30 00:00:00.0,9731,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0,Secrétaire
20014R,Mme,Tubiana,Danièle,ANCIEN,Aucune (Président du Sénat),Commission permanente,15877,2020-09-25 00:00:00.0,2020-09-30 00:00:00.0,18852,2020-09-25 00:00:00.0,2020-09-30 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,Aucune (Président du Sénat),Commission permanente,4231,2008-10-01 00:00:00.0,2008-10-06 00:00:00.0,5139,2008-10-01 00:00:00.0,2008-10-06 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,commission des lois,Commission permanente,4295,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0,5224,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,"Mission commune d'information ""Outre-mer""","Mission commune d'information ",6636,2009-03-05 00:00:00.0,2009-07-07 00:00:00.0,8066,2009-03-05 00:00:00.0,2009-07-07 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,,Commission mixte paritaire,7014,2009-11-06 00:00:00.0,2014-09-30 00:00:00.0,8455,2009-11-06 00:00:00.0,2014-09-30 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,,Commission mixte paritaire,7891,2011-06-29 00:00:00.0,2014-09-30 00:00:00.0,9403,2011-06-29 00:00:00.0,2014-09-30 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,,Commission mixte paritaire,7905,2011-06-30 00:00:00.0,2014-09-30 00:00:00.0,9417,2011-06-30 00:00:00.0,2014-09-30 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,,Commission mixte paritaire,7919,2011-07-01 00:00:00.0,2014-09-30 00:00:00.0,9431,2011-07-01 00:00:00.0,2014-09-30 00:00:00.0," "
08071A,M.,Tuheiava,Richard,ANCIEN,commission des affaires étrangères,Commission permanente,8223,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0,9788,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0," "
98004M,M.,Tui,Basile,ANCIEN,commission des affaires sociales,Commission permanente,303,,1998-09-30 00:00:00.0,303,,1998-09-30 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,commission des lois,Commission permanente,174,2001-10-03 00:00:00.0,2011-09-30 00:00:00.0,949,2001-10-03 00:00:00.0,2011-09-30 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,,Commission mixte paritaire,1801,2003-01-28 00:00:00.0,2017-10-01 00:00:00.0,2362,2003-01-28 00:00:00.0,2017-10-01 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,,Commission mixte paritaire,2257,2004-04-13 00:00:00.0,2017-10-01 00:00:00.0,3109,2004-04-13 00:00:00.0,2017-10-01 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,,Commission mixte paritaire,3042,2005-11-04 00:00:00.0,2017-10-01 00:00:00.0,3950,2005-11-04 00:00:00.0,2017-10-01 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,,Commission mixte paritaire,3121,2005-12-15 00:00:00.0,2017-10-01 00:00:00.0,4041,2005-12-15 00:00:00.0,2017-10-01 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,"Mission commune d'information ""Banlieues""","Mission commune d'information ",3163,2005-12-22 00:00:00.0,2006-11-06 00:00:00.0,4082,2005-12-22 00:00:00.0,2006-11-06 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,,Commission mixte paritaire,7203,2010-02-18 00:00:00.0,2017-10-01 00:00:00.0,8674,2010-02-18 00:00:00.0,2017-10-01 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,Mission commune d'information sur la RGPP,"Mission commune d'information ",7617,2011-01-11 00:00:00.0,2011-06-27 00:00:00.0,9116,2011-01-11 00:00:00.0,2011-06-27 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,commission de la culture,Commission permanente,8178,2011-10-01 00:00:00.0,2014-10-07 00:00:00.0,9689,2011-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
92044U,M.,Türk,Alex,ANCIEN,commission des affaires étrangères,Commission permanente,10082,2014-10-08 00:00:00.0,2017-10-01 00:00:00.0,11914,2014-10-08 00:00:00.0,2017-10-01 00:00:00.0," "
59250H,M.,Ukeiwe,Dick,ANCIEN,commission de la culture,Commission permanente,1757,,1992-10-01 00:00:00.0,2335,,1992-10-01 00:00:00.0," "
93003P,M.,Ulrich,Maurice,ANCIEN,Commission spéciale sur  la Corse,Commission spéciale,651,2001-06-19 00:00:00.0,2001-11-19 00:00:00.0,752,2001-06-19 00:00:00.0,2001-11-19 00:00:00.0," "
93003P,M.,Ulrich,Maurice,ANCIEN,commission des lois,Commission permanente,188,,2004-09-30 00:00:00.0,1037,2001-10-03 00:00:00.0,2004-09-30 00:00:00.0," "
93003P,M.,Ulrich,Maurice,ANCIEN,commission des lois,Commission permanente,188,,2004-09-30 00:00:00.0,188,,2001-10-03 00:00:00.0," "
000190,M.,Vadepied,Raoul,ANCIEN,commission de l'économie,Commission permanente,1785,,1983-10-02 00:00:00.0,2336,,1983-10-02 00:00:00.0," "
12038D,M.,Vairetto,André,ANCIEN,commission de l'aménagement du territoire et du développement durable,Commission permanente,8842,2012-07-24 00:00:00.0,2014-05-05 00:00:00.0,10538,2012-07-24 00:00:00.0,2014-05-05 00:00:00.0," "
80046H,M.,Valade,Jacques,ANCIEN,commission de l'économie,Commission permanente,2228,1986-10-06 00:00:00.0,1987-01-20 00:00:00.0,3050,1986-10-06 00:00:00.0,1987-01-20 00:00:00.0,Vice-Président
80046H,M.,Valade,Jacques,ANCIEN,commission de la culture,Commission permanente,90,1989-10-02 00:00:00.0,2008-09-30 00:00:00.0,90,1989-10-02 00:00:00.0,2001-10-03 00:00:00.0," "
80046H,M.,Valade,Jacques,ANCIEN,commission de la culture,Commission permanente,90,1989-10-02 00:00:00.0,2008-09-30 00:00:00.0,1172,2001-10-04 00:00:00.0,2004-10-07 00:00:00.0,Président
80046H,M.,Valade,Jacques,ANCIEN,commission de la culture,Commission permanente,90,1989-10-02 00:00:00.0,2008-09-30 00:00:00.0,3486,2004-10-07 00:00:00.0,2008-09-30 00:00:00.0,Président
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,1849,2003-06-26 00:00:00.0,2008-09-30 00:00:00.0,2411,2003-06-26 00:00:00.0,2008-09-30 00:00:00.0,Vice-Président
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,2830,2005-03-19 00:00:00.0,2008-09-30 00:00:00.0,3741,2005-03-19 00:00:00.0,2008-09-30 00:00:00.0,Président
80046H,M.,Valade,Jacques,ANCIEN,Commission spéciale sur la recherche,Commission spéciale,3005,2005-11-23 00:00:00.0,2006-03-17 00:00:00.0,3985,2005-11-24 00:00:00.0,2006-03-17 00:00:00.0,Rapporteur
80046H,M.,Valade,Jacques,ANCIEN,Commission spéciale sur la recherche,Commission spéciale,3005,2005-11-23 00:00:00.0,2006-03-17 00:00:00.0,3916,2005-11-24 00:00:00.0,2006-03-17 00:00:00.0,Président
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,3250,2006-03-07 00:00:00.0,2006-03-14 00:00:00.0,4169,2006-03-07 00:00:00.0,2006-03-14 00:00:00.0,Rapporteur
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,3335,2006-06-15 00:00:00.0,2006-06-22 00:00:00.0,4254,2006-06-15 00:00:00.0,2006-06-22 00:00:00.0,Vice-Président
80046H,M.,Valade,Jacques,ANCIEN,"Mission commune d'information ""Electricité""","Mission commune d'information ",3501,2007-01-10 00:00:00.0,2007-07-04 00:00:00.0,4419,2007-01-10 00:00:00.0,2007-07-04 00:00:00.0," "
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,3540,2007-02-01 00:00:00.0,2007-02-13 00:00:00.0,4458,2007-02-01 00:00:00.0,2007-02-13 00:00:00.0,Vice-Président
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,3709,2007-07-26 00:00:00.0,2007-07-31 00:00:00.0,4625,2007-07-26 00:00:00.0,2007-07-31 00:00:00.0,Président
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,3986,2008-06-03 00:00:00.0,2008-06-10 00:00:00.0,4899,2008-06-03 00:00:00.0,2008-06-10 00:00:00.0,Vice-Président
80046H,M.,Valade,Jacques,ANCIEN,,Commission mixte paritaire,4080,2008-07-17 00:00:00.0,2008-07-22 00:00:00.0,4995,2008-07-17 00:00:00.0,2008-07-22 00:00:00.0,Président
000311,M.,Valcin,Edmond,ANCIEN,Aucune (Président du Sénat),Commission permanente,1325,,1986-10-01 00:00:00.0,1872,,1986-10-01 00:00:00.0," "
000684,M.,Valeau,Amédée,ANCIEN,commission de la culture,Commission permanente,1462,,1977-10-02 00:00:00.0,2009,,1977-10-02 00:00:00.0," "
08049C,M.,Vall,Raymond,ANCIEN,Aucune (Président du Sénat),Commission permanente,4201,2008-10-01 00:00:00.0,2008-10-06 00:00:00.0,5111,2008-10-01 00:00:00.0,2008-10-06 00:00:00.0," "
