% Requête :select s.senmat as "Matricule", s.quacod as "Qualité", s.sennomuse as "Nom usuel", s.senprenomuse as "Prénom usuel", s.etasencod as "État Sénateur",
% c.COMLIBAMELI as "Nom commission", typ.TYPORGLIB as "Type commission", mc.MEMCOMID as "Id d'appartenance",  mc.MEMCOMDATDEB as "Début d'appartenance", mc.memcomdatfin as "Fin d'appartenance",
% fmc.FONMEMCOMID as "Id de fonction",
% fmc.FONMEMCOMDATDEB as "Début de fonction", fmc.FONMEMCOMDATFIN as "Fin de fonction",
% fc.FONCOMLIB as "Fonction"
% from senateurs.sen s
% inner join senateurs.memcom mc ON s.senmat = mc.senmat
% inner join senateurs.com c on mc.ORGCOD = c.ORGCOD
% inner join senateurs.fonmemcom fmc on mc.MEMCOMID = fmc.memcomid
% inner join senateurs.foncom fc on fmc.FONCOMCOD = fc.FONCOMCOD
% inner join senateurs.typorg typ on c.TYPORGCOD = typ.TYPORGCOD
% where s.etasencod in ('ACTIF', 'ANCIEN') 
% and c.EVETEMPUB = 'OUI'
% and mc.EVETEMPUB = 'OUI'
% and fmc.EVETEMPUB = 'OUI'
% order by s.sennomuse, s.senprenomuse, s.senmat, mc.MEMCOMDATDEB, fmc.fonmemcomdatdeb
% Aucun paramètre
% 14723 ligne(s) de résultat
Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Nom commission,Type commission,Id d'appartenance,Début d'appartenance,Fin d'appartenance,Id de fonction,Début de fonction,Fin de fonction,Fonction
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,PLFSS2017,Commission mixte paritaire,12615,2016-11-16 00:00:00.0,2016-11-24 00:00:00.0,14819,2016-11-16 00:00:00.0,2016-11-24 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,"CE Frontières européennes, contrôle des flux des personnes et des marchandises en Europe et avenir de l'espace Schengen",Commission d'enquête,12744,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14948,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,ANSP,Commission mixte paritaire,12907,2017-01-12 00:00:00.0,2017-01-18 00:00:00.0,15135,2017-01-12 00:00:00.0,2017-01-18 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,ANSM,Commission mixte paritaire,12893,2017-01-12 00:00:00.0,2017-01-18 00:00:00.0,15121,2017-01-12 00:00:00.0,2017-01-18 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,DIALOGUE,Commission mixte paritaire,13054,2017-07-26 00:00:00.0,2017-08-01 00:00:00.0,15291,2017-07-26 00:00:00.0,2017-08-01 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,ORDRE,Commission mixte paritaire,13684,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0,16363,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,PHYSICIEN,Commission mixte paritaire,13670,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0,16349,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,SOCIAL,Commission mixte paritaire,13836,2018-01-24 00:00:00.0,2018-02-01 00:00:00.0,16524,2018-01-24 00:00:00.0,2018-02-01 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,Mission d'information sur la pénurie de médicaments,"Mission commune d'information ",14263,2018-06-27 00:00:00.0,2018-09-30 00:00:00.0,16994,2018-06-27 00:00:00.0,2018-06-27 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,Mission d'information sur la pénurie de médicaments,"Mission commune d'information ",14263,2018-06-27 00:00:00.0,2018-09-30 00:00:00.0,17045,2018-06-28 00:00:00.0,2018-09-30 00:00:00.0,Vice-Président
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,AVENIR,Commission mixte paritaire,14342,2018-07-13 00:00:00.0,2018-07-17 00:00:00.0,17083,2018-07-13 00:00:00.0,2018-07-17 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,"CS croissance et transformation des entreprises  ",Commission spéciale,14521,2018-10-10 00:00:00.0,2019-05-23 00:00:00.0,17263,2018-10-10 00:00:00.0,2018-10-10 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,"CS croissance et transformation des entreprises  ",Commission spéciale,14521,2018-10-10 00:00:00.0,2019-05-23 00:00:00.0,17334,2018-10-11 00:00:00.0,2019-05-23 00:00:00.0,Secrétaire
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,PLFSS2019,Commission mixte paritaire,14607,2018-11-15 00:00:00.0,2018-11-21 00:00:00.0,17414,2018-11-15 00:00:00.0,2018-11-21 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,CROISSENTRE,Commission mixte paritaire,14763,2019-02-12 00:00:00.0,2019-02-21 00:00:00.0,17579,2019-02-12 00:00:00.0,2019-02-21 00:00:00.0," "
14227Q,M.,Tourenne,Jean-Louis,ANCIEN,PLFSS2020,Commission mixte paritaire,15297,2019-11-14 00:00:00.0,2019-11-20 00:00:00.0,18207,2019-11-14 00:00:00.0,2019-11-20 00:00:00.0," "
58036Y,M.,Tournan,Henri,ANCIEN,commission de l'économie,Commission permanente,2033,1962-10-05 00:00:00.0,1968-10-08 00:00:00.0,2648,1962-10-05 00:00:00.0,1968-10-08 00:00:00.0," "
58036Y,M.,Tournan,Henri,ANCIEN,commission des finances,Commission permanente,1322,1968-10-08 00:00:00.0,1980-10-01 00:00:00.0,3072,1968-10-08 00:00:00.0,1974-10-03 00:00:00.0," "
58036Y,M.,Tournan,Henri,ANCIEN,commission des finances,Commission permanente,1322,1968-10-08 00:00:00.0,1980-10-01 00:00:00.0,1869,1974-10-04 00:00:00.0,1980-10-01 00:00:00.0,Vice-Président
000595,M.,Toutain,Jacques,ANCIEN,commission de la culture,Commission permanente,1783,,1985-09-01 00:00:00.0,2330,,1985-09-01 00:00:00.0," "
000405,M.,Touzet,René,ANCIEN,Aucune (Président du Sénat),Commission permanente,2233,1971-10-02 00:00:00.0,1971-10-05 00:00:00.0,3057,1971-10-02 00:00:00.0,1971-10-05 00:00:00.0," "
000405,M.,Touzet,René,ANCIEN,commission des affaires sociales,Commission permanente,1323,1971-10-06 00:00:00.0,1973-05-17 00:00:00.0,1870,1971-10-06 00:00:00.0,1973-05-17 00:00:00.0,Vice-Président
000405,M.,Touzet,René,ANCIEN,commission de l'économie,Commission permanente,2054,1973-05-17 00:00:00.0,1974-10-04 00:00:00.0,2674,1973-05-17 00:00:00.0,1974-10-04 00:00:00.0," "
000405,M.,Touzet,René,ANCIEN,commission des affaires sociales,Commission permanente,2055,1974-10-04 00:00:00.0,1982-11-18 00:00:00.0,2675,1974-10-04 00:00:00.0,1980-10-04 00:00:00.0,Vice-Président
000405,M.,Touzet,René,ANCIEN,commission des affaires sociales,Commission permanente,2055,1974-10-04 00:00:00.0,1982-11-18 00:00:00.0,2681,1980-10-05 00:00:00.0,1982-11-18 00:00:00.0," "
000667,M.,Traband,André,ANCIEN,commission des lois,Commission permanente,1787,,1992-04-06 00:00:00.0,2331,,1992-04-06 00:00:00.0," "
59249Q,M.,Travert,René,ANCIEN,commission de l'économie,Commission permanente,1754,,1992-10-01 00:00:00.0,2332,,1992-10-01 00:00:00.0," "
86047K,M.,Trégouët,René,ANCIEN,commission de l'économie,Commission permanente,2227,1986-10-06 00:00:00.0,1992-10-07 00:00:00.0,3049,1986-10-06 00:00:00.0,1992-10-07 00:00:00.0,Secrétaire
86047K,M.,Trégouët,René,ANCIEN,commission des finances,Commission permanente,219,1992-10-08 00:00:00.0,2004-09-30 00:00:00.0,219,1992-10-08 00:00:00.0,2001-10-03 00:00:00.0," "
86047K,M.,Trégouët,René,ANCIEN,commission des finances,Commission permanente,219,1992-10-08 00:00:00.0,2004-09-30 00:00:00.0,1017,2001-10-03 00:00:00.0,2004-09-30 00:00:00.0," "
86047K,M.,Trégouët,René,ANCIEN,Commission spéciale,Commission spéciale,986,2003-02-12 00:00:00.0,2003-07-21 00:00:00.0,1400,2003-02-12 00:00:00.0,2003-07-21 00:00:00.0," "
86047K,M.,Trégouët,René,ANCIEN,,Commission mixte paritaire,1838,2003-06-18 00:00:00.0,2004-09-30 00:00:00.0,2400,2003-06-18 00:00:00.0,2004-09-30 00:00:00.0,Rapporteur
59561V,M.,Treille,Georges,ANCIEN,commission des affaires étrangères,Commission permanente,1755,,1995-10-01 00:00:00.0,2333,,1995-10-01 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,commission de l'économie,Commission permanente,385,1998-10-06 00:00:00.0,2006-06-29 00:00:00.0,392,1998-10-06 00:00:00.0,2001-10-03 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,commission de l'économie,Commission permanente,385,1998-10-06 00:00:00.0,2006-06-29 00:00:00.0,871,2001-10-03 00:00:00.0,2006-06-29 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,Commission spéciale sur  la Corse,Commission spéciale,650,2001-06-19 00:00:00.0,2001-11-19 00:00:00.0,751,2001-06-19 00:00:00.0,2001-11-19 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,Commission spéciale,Commission spéciale,1009,2003-02-12 00:00:00.0,2003-07-21 00:00:00.0,1420,2003-02-12 00:00:00.0,2003-07-21 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,,"Mission commune d'information ",1995,2003-10-08 00:00:00.0,2004-02-03 00:00:00.0,2605,2003-10-08 00:00:00.0,2004-02-03 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,,Commission mixte paritaire,2267,2004-04-13 00:00:00.0,2006-06-29 00:00:00.0,3119,2004-04-13 00:00:00.0,2006-06-29 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,,Commission mixte paritaire,2287,2004-05-12 00:00:00.0,2006-06-29 00:00:00.0,3140,2004-05-12 00:00:00.0,2006-06-29 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,,Commission mixte paritaire,2848,2005-05-03 00:00:00.0,2006-06-29 00:00:00.0,3759,2005-05-03 00:00:00.0,2006-06-29 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,Commission spéciale sur la recherche,Commission spéciale,3003,2005-11-23 00:00:00.0,2006-03-17 00:00:00.0,3914,2005-10-27 00:00:00.0,2006-03-17 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,,Commission mixte paritaire,3079,2005-11-30 00:00:00.0,2006-06-29 00:00:00.0,3999,2005-11-30 00:00:00.0,2006-06-29 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,"Mission commune d'information ""décision économique""","Mission commune d'information ",3306,2006-06-13 00:00:00.0,2006-06-29 00:00:00.0,4225,2006-06-15 00:00:00.0,2006-06-29 00:00:00.0," "
98012M,M.,Trémel,Pierre-Yvon,ANCIEN,Aucune (Président du Sénat),Commission permanente,326,,1998-10-05 00:00:00.0,325,,1998-10-05 00:00:00.0," "
58808V,M.,Tricon,Emile,ANCIEN,commission des affaires étrangères,Commission permanente,1756,,1988-05-10 00:00:00.0,2334,,1988-05-10 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,Aucune (Président du Sénat),Commission permanente,707,2001-10-01 00:00:00.0,2001-10-03 00:00:00.0,808,2001-10-01 00:00:00.0,2001-10-03 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,commission de l'économie,Commission permanente,796,2001-10-03 00:00:00.0,2004-10-05 00:00:00.0,1103,2001-10-03 00:00:00.0,2004-10-05 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,commission des affaires étrangères,Commission permanente,2594,2004-10-06 00:00:00.0,2017-10-01 00:00:00.0,3443,2004-10-06 00:00:00.0,2007-10-03 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,commission des affaires étrangères,Commission permanente,2594,2004-10-06 00:00:00.0,2017-10-01 00:00:00.0,4672,2007-10-03 00:00:00.0,2008-10-06 00:00:00.0,Secrétaire
01056V,M.,Trillard,André,ANCIEN,commission des affaires étrangères,Commission permanente,2594,2004-10-06 00:00:00.0,2017-10-01 00:00:00.0,5261,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0,Secrétaire
01056V,M.,Trillard,André,ANCIEN,commission des affaires étrangères,Commission permanente,2594,2004-10-06 00:00:00.0,2017-10-01 00:00:00.0,9706,2011-10-01 00:00:00.0,2014-10-07 00:00:00.0,Secrétaire
01056V,M.,Trillard,André,ANCIEN,commission des affaires étrangères,Commission permanente,2594,2004-10-06 00:00:00.0,2017-10-01 00:00:00.0,12116,2014-10-08 00:00:00.0,2014-10-08 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,commission des affaires étrangères,Commission permanente,2594,2004-10-06 00:00:00.0,2017-10-01 00:00:00.0,12267,2014-10-09 00:00:00.0,2017-10-01 00:00:00.0,Secrétaire
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,6842,2009-07-01 00:00:00.0,2017-10-01 00:00:00.0,8284,2009-07-01 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,Commission spéciale sur l'orientation et la formation professionnelle tout au long de la vie,Commission spéciale,6818,2009-07-22 00:00:00.0,2009-10-14 00:00:00.0,8241,2009-07-22 00:00:00.0,2009-10-14 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,6960,2009-09-29 00:00:00.0,2017-10-01 00:00:00.0,8405,2009-09-29 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,7013,2009-11-06 00:00:00.0,2017-10-01 00:00:00.0,8454,2009-11-06 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,7359,2010-07-06 00:00:00.0,2017-10-01 00:00:00.0,8859,2010-07-06 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,8493,2012-01-25 00:00:00.0,2017-10-01 00:00:00.0,10135,2012-01-25 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,Mission commune d'information sur l'action extérieure de la France en matière de recherche pour le développement,"Mission commune d'information ",9241,2013-03-13 00:00:00.0,2013-10-17 00:00:00.0,10950,2013-03-13 00:00:00.0,2013-10-17 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,10492,2014-05-26 00:00:00.0,2017-10-01 00:00:00.0,12544,2014-05-26 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,Commission d'enquête sur les autorités administratives indépendantes,Commission d'enquête,11401,2015-05-06 00:00:00.0,2017-10-01 00:00:00.0,13511,2015-05-06 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,,Commission mixte paritaire,11614,2015-07-08 00:00:00.0,2017-10-01 00:00:00.0,13758,2015-07-08 00:00:00.0,2017-10-01 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,Mission d'information sur l'inventaire et devenir des matériaux et composants des téléphones mobiles,"Mission commune d'information ",12431,2016-06-22 00:00:00.0,2016-09-30 00:00:00.0,14603,2016-06-22 00:00:00.0,2016-09-30 00:00:00.0," "
01056V,M.,Trillard,André,ANCIEN,CE Atteintes à la biodiversité sur grands projets d'infrastructures,Commission d'enquête,12656,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14860,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Aucune (Président du Sénat),Commission permanente,2453,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0,3304,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,commission de la culture,Commission permanente,2633,2004-10-06 00:00:00.0,2005-03-09 00:00:00.0,3482,2004-10-06 00:00:00.0,2005-03-09 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,commission des lois,Commission permanente,2825,2005-03-10 00:00:00.0,2020-09-30 00:00:00.0,3735,2005-03-10 00:00:00.0,2008-10-07 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,commission des lois,Commission permanente,2825,2005-03-10 00:00:00.0,2020-09-30 00:00:00.0,5349,2008-10-08 00:00:00.0,2011-09-30 00:00:00.0,Vice-Président
04044E,Mme,Troendlé,Catherine,ANCIEN,commission des lois,Commission permanente,2825,2005-03-10 00:00:00.0,2020-09-30 00:00:00.0,9739,2011-10-01 00:00:00.0,2014-10-08 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,commission des lois,Commission permanente,2825,2005-03-10 00:00:00.0,2020-09-30 00:00:00.0,12177,2014-10-09 00:00:00.0,2017-10-03 00:00:00.0,Vice-Président
04044E,Mme,Troendlé,Catherine,ANCIEN,commission des lois,Commission permanente,2825,2005-03-10 00:00:00.0,2020-09-30 00:00:00.0,15897,2017-10-04 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,3041,2005-11-04 00:00:00.0,2020-09-30 00:00:00.0,3949,2005-11-04 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,3234,2006-02-28 00:00:00.0,2020-09-30 00:00:00.0,4153,2006-02-28 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,3271,2006-04-05 00:00:00.0,2006-04-11 00:00:00.0,4190,2006-04-05 00:00:00.0,2006-04-11 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,3707,2007-07-19 00:00:00.0,2020-09-30 00:00:00.0,4623,2007-07-19 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,3768,2007-10-11 00:00:00.0,2007-10-16 00:00:00.0,4687,2007-10-11 00:00:00.0,2007-10-16 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Mission commune d'information sur la politique en faveur des jeunes,"Mission commune d'information ",6659,2009-03-11 00:00:00.0,2009-10-08 00:00:00.0,8088,2009-03-11 00:00:00.0,2009-10-08 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,6930,2009-09-29 00:00:00.0,2020-09-30 00:00:00.0,8375,2009-09-29 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,6945,2009-09-29 00:00:00.0,2020-09-30 00:00:00.0,8390,2009-09-29 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,6944,2009-09-29 00:00:00.0,2020-09-30 00:00:00.0,8389,2009-09-29 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Mission commune d'information sur les conséquences de la tempête Xynthia,"Mission commune d'information ",7220,2010-03-30 00:00:00.0,2010-07-09 00:00:00.0,8692,2010-03-30 00:00:00.0,2010-07-09 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7250,2010-03-31 00:00:00.0,2020-09-30 00:00:00.0,8722,2010-03-31 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7318,2010-06-02 00:00:00.0,2020-09-30 00:00:00.0,8812,2010-06-02 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7690,2011-01-19 00:00:00.0,2020-09-30 00:00:00.0,9189,2011-01-19 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7732,2011-02-10 00:00:00.0,2020-09-30 00:00:00.0,9235,2011-02-10 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7746,2011-02-10 00:00:00.0,2020-09-30 00:00:00.0,9249,2011-02-10 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7781,2011-04-27 00:00:00.0,2020-09-30 00:00:00.0,9284,2011-04-27 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7824,2011-06-21 00:00:00.0,2020-09-30 00:00:00.0,9327,2011-06-21 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7872,2011-06-28 00:00:00.0,2020-09-30 00:00:00.0,9375,2011-06-28 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7899,2011-06-29 00:00:00.0,2020-09-30 00:00:00.0,9411,2011-06-29 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7913,2011-06-30 00:00:00.0,2020-09-30 00:00:00.0,9425,2011-06-30 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,7927,2011-07-01 00:00:00.0,2020-09-30 00:00:00.0,9439,2011-07-01 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,8452,2012-01-12 00:00:00.0,2020-09-30 00:00:00.0,10098,2012-01-12 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Mission commune d'information portant sur les dispositifs médicaux implantables et les interventions à visée esthétique,"Mission commune d'information ",8673,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10314,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,8859,2012-07-24 00:00:00.0,2020-09-30 00:00:00.0,10557,2012-07-24 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9015,2012-11-29 00:00:00.0,2020-09-30 00:00:00.0,10728,2012-11-29 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9087,2012-12-13 00:00:00.0,2020-09-30 00:00:00.0,10800,2012-12-13 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9261,2013-04-02 00:00:00.0,2020-09-30 00:00:00.0,10974,2013-04-02 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9247,2013-04-02 00:00:00.0,2020-09-30 00:00:00.0,10960,2013-04-02 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Mission commune d'information sur l'avenir de l'organisation décentralisée de la République,"Mission commune d'information ",9321,2013-04-23 00:00:00.0,2013-10-09 00:00:00.0,11034,2013-04-23 00:00:00.0,2013-10-09 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9435,2013-05-16 00:00:00.0,2020-09-30 00:00:00.0,11191,2013-05-16 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9610,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0,11374,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9583,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0,11347,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9597,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0,11361,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9555,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0,11319,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9570,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0,11334,2013-10-03 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Mission commune d'information sur la réforme des rythmes scolaires,"Mission commune d'information ",9540,2013-10-15 00:00:00.0,2014-09-30 00:00:00.0,11295,2013-10-15 00:00:00.0,2013-11-05 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Mission commune d'information sur la réforme des rythmes scolaires,"Mission commune d'information ",9540,2013-10-15 00:00:00.0,2014-09-30 00:00:00.0,11435,2013-11-06 00:00:00.0,2014-09-30 00:00:00.0,Président
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,9824,2013-12-16 00:00:00.0,2020-09-30 00:00:00.0,11619,2013-12-16 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,10403,2014-04-30 00:00:00.0,2020-09-30 00:00:00.0,12455,2014-04-30 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,10416,2014-04-30 00:00:00.0,2020-09-30 00:00:00.0,12468,2014-04-30 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,"Commission spéciale Délimitation des régions, élections régionales et départementales et calendrier électoral",Commission spéciale,9955,2014-06-18 00:00:00.0,2015-01-17 00:00:00.0,11772,2014-06-18 00:00:00.0,2015-01-17 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,10524,2014-07-02 00:00:00.0,2020-09-30 00:00:00.0,12576,2014-07-02 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,10557,2014-07-10 00:00:00.0,2020-09-30 00:00:00.0,12609,2014-07-10 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Commission spéciale sur la lutte contre le système prostitutionnel,Commission spéciale,10282,2014-10-09 00:00:00.0,2016-04-13 00:00:00.0,12307,2014-10-09 00:00:00.0,2016-04-13 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,Commission d'enquête sur le fonctionnement du service public de l'éducation,Commission d'enquête,10878,2015-01-27 00:00:00.0,2015-07-15 00:00:00.0,12932,2015-01-27 00:00:00.0,2015-07-15 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11357,2015-03-23 00:00:00.0,2020-09-30 00:00:00.0,13466,2015-03-23 00:00:00.0,2020-09-30 00:00:00.0," "
04044E,Mme,Troendlé,Catherine,ANCIEN,,Commission mixte paritaire,11441,2015-06-03 00:00:00.0,2020-09-30 00:00:00.0,13574,2015-06-03 00:00:00.0,2020-09-30 00:00:00.0," "
