code_circonscription,libelle_commune,code_commune,nom_commune,statut,z_moyen,superficie,population,latitude,longitude,geo_shape,Inscrits,Abstentions,Abs/Ins,Votants,Vot/Ins_global,Blancs,Blancs/Ins,Blancs/Vot,Nuls,Nuls/Ins,Nuls/Vot,Exprimés,Exp/Ins_global,Exp/Vot_global,Panneau,Sexe,Nom,Prenom,Nuance,Voix,Voix/Ins,Voix/Exp,Panneau-2,Sexe-2,Nom-2,Prenom-2,Nuance-2,Voix-2,Voix/Ins-2,Voix/Exp-2,Panneau-3,Sexe-3,Nom-3,Prénom-3,Nuance-3,Voix-3,Voix/Ins-3,Voix/Exp-3,Panneau-4,Sexe-4,Nom-4,Prenom-4,Nuance-4,Voix-4,Voix/Ins-4,Voix/Exp-4,Panneau-5,Sexe-5,Nom-5,Prenom-5,Nuance-5,Voix-5,Voix/Ins-5,Voix/Exp-5,Panneau-6,Sexe-6,Nom-6,Prenom-6,Nuance-6,Voix-6,Voix/Ins-6,Voix/Exp-6,Panneau-7,Sexe-7,Nom-7,Prénom-7,Nuance-7,Voix-7,Voix/Ins-7,Voix/Exp-7,Panneau-8,Sexe-8,Nom-8,Prenom-8,Nuance-8,Voix-8,Voix/Ins-8,Voix/Exp-8,Panneau-9,Sexe-9,Nom-9,Prenom-9,Nuance-9,Voix-9,Voix/Ins-9,Voix/Exp-9,Panneau-10,Sexe-10,Nom-10,Prénom-10,Nuance-10,Voix-10,Voix/Ins-10,Voix/Exp-10,Panneau-11,Sexe-11,Nom-11,Prenom-11,Nuance-11,Voix-11,Voix/Ins-11,Voix/Exp-11,Panneau-12,Sexe-12,Nom-12,Prénom-12,Nuance-12,Voix-12,Voix/Ins-12,Voix/Exp-12,Panneau-13,Sexe-13,Nom-13,Prénom-13,Nuance-13,Voix-13,Voix/Ins-13,Voix/Exp-13,Panneau-14,Sexe-14,Nom-14,Prénom-14,Nuance-14,Voix-14,Voix/Ins-14,Voix/Exp-14,Panneau-15,Sexe-15,Nom-15,Prénom-15,Nuance-15,Voix-15,Voix/Ins-15,Voix/Exp-15,Panneau-16,Sexe-16,Nom-16,Prénom-16,Nuance-16,Voix-16,Voix/Ins-16,Voix/Exp-16,Panneau-17,Sexe-17,Nom-17,Prénom-17,Nuance-17,Voix-17,Voix/Ins-17,Voix/Exp-17,Panneau-18,Sexe-18,Nom-18,Prénom-18,Nuance-18,Voix-18,Voix/Ins-18,Voix/Exp-18,Panneau-19,Sexe-19,Nom-19,Prénom-19,Nuance-19,Voix-19,Voix/Ins-19,Voix/Exp-19,Panneau-20,Sexe-20,Nom-20,Prénom-20,Nuance-20,Voix-20,Voix/Ins-20,Voix/Exp-20,Panneau-21,Sexe-21,Nom-21,Prénom-21,Nuance-21,Voix-21,Voix/Ins-21,Voix/Exp-21,Panneau-22,Sexe-22,Nom-22,Prénom-22,Nuance-22,Voix-22,Voix/Ins-22,Voix/Exp-22
11,11ème circonscription,382,Saint-Christoly-de-Blaye,Commune simple,44.0,2813.0,1.9,45.1439978714, -0.496519035518,"{""type"": ""Polygon""; ""coordinates"": [[[-0.48112594707219; 45.10454100089286]; [-0.507043491149217; 45.11437250832039]; [-0.529498506987693; 45.10854422003646]; [-0.539927661126263; 45.11445044220617]; [-0.539234409655205; 45.11757295722244]; [-0.538591503701495; 45.12249648563229]; [-0.527283168379207; 45.1280914930303]; [-0.521759971220143; 45.141461191922886]; [-0.521984242427034; 45.15531618463203]; [-0.51318493054296; 45.16750895336973]; [-0.493061571240604; 45.16722158151202]; [-0.467933431204254; 45.17906434488348]; [-0.462822622710746; 45.18500931369445]; [-0.470828607871154; 45.19406187126997]; [-0.461183182037075; 45.19494725512612]; [-0.454347401665902; 45.19015693301456]; [-0.457744840551762; 45.18019170845232]; [-0.455112497505606; 45.16998967969001]; [-0.471776453719446; 45.15357369394176]; [-0.481277193790298; 45.13393597887804]; [-0.485072250325315; 45.12088400951109]; [-0.48112594707219; 45.10454100089286]]]}",1371,725,"52,88",646,"47,12",15,"1,09","2,32",8,"0,58","1,24",623,"45,44","96,44",1,F,LACOSTE,Michelle,SOC,18,"1,31","2,89",2,F,GOGUET,Caroline,ECO,11,"0,8","1,77",3,M,GIACOMOTTO,Georges,DLF,7,"0,51","1,12",4,M,BOURNAZEAU,Bernard,DVG,25,"1,82","4,01",5,F,CONTE JAUBERT,Mireille,LR,49,"3,57","7,87",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,07","0,16",7,M,JAY,François,EXD,1,"0,07","0,16",8,F,LOSSON,Joëlle,FI,67,"4,89","10,75",9,M,LABORDE,Sébastien,COM,9,"0,66","1,44",10,M,RICHARD,Olivier,ECO,8,"0,58","1,28",11,M,BEN HADJ SALEM,Marouni,EXG,3,"0,22","0,48",12,F,HAMMERER,Véronique,REM,141,"10,28","22,63",13,M,LORIAUD,Xavier,DVD,41,"2,99","6,58",14,F,LIGOZAT,Sabine,DIV,2,"0,15","0,32",15,M,BALDÈS,Denis,DVD,53,"3,87","8,51",16,F,DIAZ,Edwige,FN,187,"13,64","30,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,383,Saint-Christoly-Médoc,Commune simple,7.0,760.0,0.3,45.3574015951, -0.834464734201,"{""type"": ""Polygon""; ""coordinates"": [[[-0.822742426268597; 45.34013169906876]; [-0.859622902205804; 45.36079047579406]; [-0.851025403016895; 45.3721843607874]; [-0.843364612101527; 45.37571114060214]; [-0.811201329404778; 45.35228996333649]; [-0.81025255883875; 45.348517960818576]; [-0.814510395395545; 45.34255823508128]; [-0.822742426268597; 45.34013169906876]]]}",214,86,"40,19",128,"59,81",2,"0,93","1,56",1,"0,47","0,78",125,"58,41","97,66",1,F,LEGRAND,Florence,LR,8,"3,74","6,4",2,M,BRARD,Julien,DIV,1,"0,47","0,8",3,M,TAVEAU,François-Régis,EXD,0,0,0,4,M,CAPELLI,Christophe,DVD,5,"2,34",4,5,F,NGUYEN,Thi Be,DIV,0,0,0,6,F,COLEMYN,Sonia,DLF,23,"10,75","18,4",7,F,GOT,Pascale,SOC,35,"16,36",28,8,F,CALVO,Martine,FI,8,"3,74","6,4",9,M,SAUBUSSE,Stéphane,ECO,2,"0,93","1,6",10,M,DE FOURNAS,Grégoire,FN,22,"10,28","17,6",11,M,SIMIAN,Benoit,REM,18,"8,41","14,4",12,M,COSTE,Rémy,EXG,2,"0,93","1,6",13,M,LE BOT,Stéphane,COM,1,"0,47","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,385,Saint-Christophe-de-Double,Commune simple,69.0,3612.0,0.7,45.0834847193, 0.0231131592109,"{""type"": ""Polygon""; ""coordinates"": [[[0.03114849779874; 45.0499487681422]; [0.0283439427412; 45.05249593312189]; [0.020160148678593; 45.0507815088998]; [0.003488268450762; 45.05614575060211]; [-0.005417256318997; 45.05461725380571]; [-0.008869439719685; 45.06066012235558]; [-0.022495753448304; 45.06955390987349]; [-0.022727228226296; 45.07595410985445]; [-0.014178838063219; 45.07850145322584]; [-0.011211301009276; 45.08503322455779]; [-0.013652565420118; 45.09162598693899]; [0.00532553538023; 45.11111372273556]; [0.00697899895829; 45.11778084453749]; [0.031842968047699; 45.11712113276547]; [0.045793094383933; 45.11346409226378]; [0.061887839892541; 45.09584199892536]; [0.064897774462279; 45.081883456457895]; [0.070630961430766; 45.076105688511994]; [0.06115371732511; 45.076171410972144]; [0.0531467990154; 45.07270719573593]; [0.049682318589336; 45.05955971187179]; [0.043907642183303; 45.05432481814682]; [0.03114849779874; 45.0499487681422]]]}",564,321,"56,91",243,"43,09",6,"1,06","2,47",1,"0,18","0,41",236,"41,84","97,12",1,F,LACOSTE,Michelle,SOC,39,"6,91","16,53",2,F,GOGUET,Caroline,ECO,3,"0,53","1,27",3,M,GIACOMOTTO,Georges,DLF,1,"0,18","0,42",4,M,BOURNAZEAU,Bernard,DVG,2,"0,35","0,85",5,F,CONTE JAUBERT,Mireille,LR,19,"3,37","8,05",6,F,DEPENVEILLER,Laetitia,DIV,0,0,0,7,M,JAY,François,EXD,0,0,0,8,F,LOSSON,Joëlle,FI,16,"2,84","6,78",9,M,LABORDE,Sébastien,COM,10,"1,77","4,24",10,M,RICHARD,Olivier,ECO,4,"0,71","1,69",11,M,BEN HADJ SALEM,Marouni,EXG,3,"0,53","1,27",12,F,HAMMERER,Véronique,REM,52,"9,22","22,03",13,M,LORIAUD,Xavier,DVD,12,"2,13","5,08",14,F,LIGOZAT,Sabine,DIV,2,"0,35","0,85",15,M,BALDÈS,Denis,DVD,7,"1,24","2,97",16,F,DIAZ,Edwige,FN,66,"11,7","27,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,384,Saint-Christophe-des-Bardes,Commune simple,61.0,773.0,0.5,44.8971613275, -0.12024751685,"{""type"": ""Polygon""; ""coordinates"": [[[-0.128107800117273; 44.88166505961952]; [-0.139759508157711; 44.89239207093203]; [-0.141387893125017; 44.89860837499615]; [-0.131569985467932; 44.91281605896471]; [-0.097069568757521; 44.901628369312334]; [-0.09881956354106; 44.8892443022913]; [-0.106826297549748; 44.886425529248804]; [-0.118914165445096; 44.88772649173368]; [-0.128107800117273; 44.88166505961952]]]}",357,132,"36,97",225,"63,03",0,0,0,6,"1,68","2,67",219,"61,34","97,33",1,M,POUVREAU,Charles,UDI,22,"6,16","10,05",2,F,MOULARD,Jacqueline,DIV,3,"0,84","1,37",3,F,SÉJOURNET,Agnès,ECO,10,"2,8","4,57",4,F,GÉNIN,Gaëlle,EXG,5,"1,4","2,28",5,M,GARRAUD,Jean-Paul,LR,40,"11,2","18,26",6,M,DELAMORTE,Julien,DLF,2,"0,56","0,91",7,M,BOUDIÉ,Florent,REM,89,"24,93","40,64",8,F,LAMOTHE,Nolwenn,DIV,1,"0,28","0,46",9,M,GARANTO,Antoine,SOC,5,"1,4","2,28",10,F,BAJOU,Eloïse,FI,17,"4,76","7,76",11,F,CHADOURNE,Sandrine,FN,25,7,"11,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,386,Saint-Cibard,Commune simple,70.0,353.0,0.2,44.9384422603, -0.0230796373172,"{""type"": ""Polygon""; ""coordinates"": [[[-0.029333325031322; 44.92535544826021]; [-0.031716095692851; 44.947608766625585]; [-0.042763925215054; 44.95338880063269]; [-0.01779942000106; 44.94764513743869]; [-0.010442064318948; 44.93987970068107]; [-0.016969810910391; 44.932233246826485]; [-0.009928036450463; 44.92818046972275]; [-0.022142210352557; 44.926533409226565]; [-0.029333325031322; 44.92535544826021]]]}",176,78,"44,32",98,"55,68",1,"0,57","1,02",1,"0,57","1,02",96,"54,55","97,96",1,M,POUVREAU,Charles,UDI,6,"3,41","6,25",2,F,MOULARD,Jacqueline,DIV,0,0,0,3,F,SÉJOURNET,Agnès,ECO,2,"1,14","2,08",4,F,GÉNIN,Gaëlle,EXG,0,0,0,5,M,GARRAUD,Jean-Paul,LR,14,"7,95","14,58",6,M,DELAMORTE,Julien,DLF,0,0,0,7,M,BOUDIÉ,Florent,REM,36,"20,45","37,5",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,4,"2,27","4,17",10,F,BAJOU,Eloïse,FI,7,"3,98","7,29",11,F,CHADOURNE,Sandrine,FN,27,"15,34","28,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,387,Saint-Ciers-d'Abzac,Commune simple,43.0,1173.0,1.3,45.0354269369, -0.288732170922,"{""type"": ""Polygon""; ""coordinates"": [[[-0.271696466309126; 45.04083876113688]; [-0.274121132111937; 45.03427011579071]; [-0.266574981260892; 45.02169548279188]; [-0.269960634446908; 45.012007790538895]; [-0.284046848776041; 45.01174607529064]; [-0.288597630951727; 45.01417094156616]; [-0.316831573595938; 45.04768567122086]; [-0.304172190579859; 45.05396483515443]; [-0.296540236654736; 45.057354189927096]; [-0.287593660440906; 45.056131783375555]; [-0.274181900000229; 45.04703775385498]; [-0.271696466309126; 45.04083876113688]]]}",1036,633,"61,1",403,"38,9",4,"0,39","0,99",3,"0,29","0,74",396,"38,22","98,26",1,F,LACOSTE,Michelle,SOC,6,"0,58","1,52",2,F,GOGUET,Caroline,ECO,9,"0,87","2,27",3,M,GIACOMOTTO,Georges,DLF,6,"0,58","1,52",4,M,BOURNAZEAU,Bernard,DVG,1,"0,1","0,25",5,F,CONTE JAUBERT,Mireille,LR,38,"3,67","9,6",6,F,DEPENVEILLER,Laetitia,DIV,4,"0,39","1,01",7,M,JAY,François,EXD,2,"0,19","0,51",8,F,LOSSON,Joëlle,FI,57,"5,5","14,39",9,M,LABORDE,Sébastien,COM,7,"0,68","1,77",10,M,RICHARD,Olivier,ECO,11,"1,06","2,78",11,M,BEN HADJ SALEM,Marouni,EXG,2,"0,19","0,51",12,F,HAMMERER,Véronique,REM,139,"13,42","35,1",13,M,LORIAUD,Xavier,DVD,12,"1,16","3,03",14,F,LIGOZAT,Sabine,DIV,2,"0,19","0,51",15,M,BALDÈS,Denis,DVD,9,"0,87","2,27",16,F,DIAZ,Edwige,FN,91,"8,78","22,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,388,Saint-Ciers-de-Canesse,Commune simple,43.0,689.0,0.8,45.0873767558, -0.602217523862,"{""type"": ""Polygon""; ""coordinates"": [[[-0.584223119268454; 45.07273635888128]; [-0.596855195080356; 45.072554399491096]; [-0.607315936989453; 45.0769660557183]; [-0.615952873985764; 45.075577315496545]; [-0.616422209370977; 45.08794647895217]; [-0.625386704557596; 45.094919921833345]; [-0.612735539790735; 45.09823322732336]; [-0.607966557906357; 45.10360652610775]; [-0.590649894760919; 45.10071382041473]; [-0.590593389855158; 45.08497844618253]; [-0.581333581521105; 45.07826428093027]; [-0.584223119268454; 45.07273635888128]]]}",591,325,"54,99",266,"45,01",6,"1,02","2,26",2,"0,34","0,75",258,"43,65","96,99",1,F,LACOSTE,Michelle,SOC,8,"1,35","3,1",2,F,GOGUET,Caroline,ECO,2,"0,34","0,78",3,M,GIACOMOTTO,Georges,DLF,2,"0,34","0,78",4,M,BOURNAZEAU,Bernard,DVG,4,"0,68","1,55",5,F,CONTE JAUBERT,Mireille,LR,13,"2,2","5,04",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,17","0,39",7,M,JAY,François,EXD,0,0,0,8,F,LOSSON,Joëlle,FI,35,"5,92","13,57",9,M,LABORDE,Sébastien,COM,3,"0,51","1,16",10,M,RICHARD,Olivier,ECO,9,"1,52","3,49",11,M,BEN HADJ SALEM,Marouni,EXG,2,"0,34","0,78",12,F,HAMMERER,Véronique,REM,76,"12,86","29,46",13,M,LORIAUD,Xavier,DVD,32,"5,41","12,4",14,F,LIGOZAT,Sabine,DIV,3,"0,51","1,16",15,M,BALDÈS,Denis,DVD,19,"3,21","7,36",16,F,DIAZ,Edwige,FN,49,"8,29","18,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,389,Saint-Ciers-sur-Gironde,Chef-lieu canton,9.0,3808.0,3.1,45.2980782445, -0.648058188533,"{""type"": ""Polygon""; ""coordinates"": [[[-0.597160992540049; 45.26138585502926]; [-0.614125065628838; 45.268103501042766]; [-0.628658704693796; 45.267821785864804]; [-0.631634740278364; 45.270591511723225]; [-0.626651306855301; 45.28404877628111]; [-0.63043249843563; 45.29034391335183]; [-0.698893354847063; 45.28475525268742]; [-0.714610727455562; 45.324365945930815]; [-0.713117597137624; 45.32765168847506]; [-0.708237279886091; 45.327480051161444]; [-0.650532637213075; 45.32249135264274]; [-0.642021652918186; 45.31505282177623]; [-0.633593899639443; 45.31844578471403]; [-0.622687349810017; 45.307324906141275]; [-0.604370312885953; 45.30259868655363]; [-0.585420430008688; 45.291760578976444]; [-0.58537540016092; 45.285506549446644]; [-0.577148012012572; 45.278279841745814]; [-0.597160992540049; 45.26138585502926]]]}",2287,1143,"49,98",1144,"50,02",2,"0,09","0,17",28,"1,22","2,45",1114,"48,71","97,38",1,F,LACOSTE,Michelle,SOC,30,"1,31","2,69",2,F,GOGUET,Caroline,ECO,31,"1,36","2,78",3,M,GIACOMOTTO,Georges,DLF,6,"0,26","0,54",4,M,BOURNAZEAU,Bernard,DVG,103,"4,5","9,25",5,F,CONTE JAUBERT,Mireille,LR,73,"3,19","6,55",6,F,DEPENVEILLER,Laetitia,DIV,10,"0,44","0,9",7,M,JAY,François,EXD,2,"0,09","0,18",8,F,LOSSON,Joëlle,FI,103,"4,5","9,25",9,M,LABORDE,Sébastien,COM,20,"0,87","1,8",10,M,RICHARD,Olivier,ECO,15,"0,66","1,35",11,M,BEN HADJ SALEM,Marouni,EXG,4,"0,17","0,36",12,F,HAMMERER,Véronique,REM,274,"11,98","24,6",13,M,LORIAUD,Xavier,DVD,102,"4,46","9,16",14,F,LIGOZAT,Sabine,DIV,8,"0,35","0,72",15,M,BALDÈS,Denis,DVD,41,"1,79","3,68",16,F,DIAZ,Edwige,FN,292,"12,77","26,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,391,Saint-Côme,Commune simple,83.0,602.0,0.3,44.4249739922, -0.174304293799,"{""type"": ""Polygon""; ""coordinates"": [[[-0.156184100640951; 44.43069981899597]; [-0.155749403415948; 44.42381133153791]; [-0.149559319021857; 44.41852907751409]; [-0.153047610138212; 44.41278060348501]; [-0.173078568805099; 44.421898951114414]; [-0.178958335132376; 44.416693264358834]; [-0.186622984973728; 44.413516712890384]; [-0.20006931615401; 44.422577414145074]; [-0.18770439157291; 44.43226056877254]; [-0.16719831710671; 44.43856394423336]; [-0.164031333945694; 44.43275397312091]; [-0.156184100640951; 44.43069981899597]]]}",245,112,"45,71",133,"54,29",5,"2,04","3,76",0,0,0,128,"52,24","96,24",1,F,LOUSTAU,Fanny,DIV,1,"0,41","0,78",2,F,RIVIÈRE DURIVAULT,Sophie,FN,7,"2,86","5,47",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,18,"7,35","14,06",5,M,BAUDE,Dominique,ECO,4,"1,63","3,13",6,M,DE JAEGER,Xavier,DIV,0,0,0,7,M,COURJAUD,Antoine,DVG,1,"0,41","0,78",8,M,SAVARY,Gilles,SOC,25,"10,2","19,53",9,F,METTE,Sophie,MDM,49,20,"38,28",10,M,BERTHONNEAU,Rémy,DLF,3,"1,22","2,34",11,M,PAPIAU,François,FI,17,"6,94","13,28",12,F,GUERNÉ,Cristine,COM,1,"0,41","0,78",13,M,DELCAMP,Jean-Philippe,EXG,2,"0,82","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,393,Saint-Denis-de-Pile,Commune simple,19.0,2786.0,5.0,44.9879017706, -0.183958862029,"{""type"": ""Polygon""; ""coordinates"": [[[-0.175524041391192; 44.96279481831905]; [-0.197976812673794; 44.96857602133932]; [-0.221363019973077; 44.96732411552671]; [-0.230524748635286; 44.972113544556294]; [-0.235303937494581; 44.9801297510489]; [-0.23300373933302; 44.986252217710245]; [-0.22511535380635; 44.98906749362969]; [-0.22160343050685; 44.98673625535127]; [-0.206927951306054; 44.99500012838758]; [-0.205030712574493; 45.001569886743994]; [-0.210831429488622; 45.0105850234934]; [-0.19790706341774; 45.01449866087154]; [-0.189302821285428; 45.01153766941823]; [-0.175176360184098; 45.012428318592335]; [-0.16862169396191; 45.00749692356395]; [-0.146884441750112; 45.003365164101595]; [-0.128041428436024; 44.994372175749675]; [-0.172497004230286; 44.9647014560169]; [-0.175524041391192; 44.96279481831905]]]}",3760,1990,"52,93",1770,"47,07",37,"0,98","2,09",18,"0,48","1,02",1715,"45,61","96,89",1,F,LACOSTE,Michelle,SOC,97,"2,58","5,66",2,F,GOGUET,Caroline,ECO,38,"1,01","2,22",3,M,GIACOMOTTO,Georges,DLF,31,"0,82","1,81",4,M,BOURNAZEAU,Bernard,DVG,2,"0,05","0,12",5,F,CONTE JAUBERT,Mireille,LR,141,"3,75","8,22",6,F,DEPENVEILLER,Laetitia,DIV,5,"0,13","0,29",7,M,JAY,François,EXD,11,"0,29","0,64",8,F,LOSSON,Joëlle,FI,171,"4,55","9,97",9,M,LABORDE,Sébastien,COM,162,"4,31","9,45",10,M,RICHARD,Olivier,ECO,40,"1,06","2,33",11,M,BEN HADJ SALEM,Marouni,EXG,8,"0,21","0,47",12,F,HAMMERER,Véronique,REM,543,"14,44","31,66",13,M,LORIAUD,Xavier,DVD,72,"1,91","4,2",14,F,LIGOZAT,Sabine,DIV,9,"0,24","0,52",15,M,BALDÈS,Denis,DVD,37,"0,98","2,16",16,F,DIAZ,Edwige,FN,348,"9,26","20,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,394,Saint-Emilion,Commune simple,38.0,2702.0,2.0,44.8999911844, -0.169955105989,"{""type"": ""Polygon""; ""coordinates"": [[[-0.14715351797495; 44.85788850915171]; [-0.159257451605261; 44.859788174280915]; [-0.163761539522889; 44.86102945601384]; [-0.163748948099014; 44.87788869729854]; [-0.184431967628695; 44.88683061964344]; [-0.208163846284622; 44.889778713632715]; [-0.211084254387716; 44.892965241754936]; [-0.208809511093021; 44.90971022971745]; [-0.202620619473596; 44.91502510187652]; [-0.195212696032923; 44.92367267271082]; [-0.174250621827678; 44.931356153296974]; [-0.131569985467932; 44.91281605896471]; [-0.141387893125017; 44.89860837499615]; [-0.139759508157711; 44.89239207093203]; [-0.146456773892333; 44.88026343489386]; [-0.144084172885688; 44.87071640140726]; [-0.14715351797495; 44.85788850915171]]]}",1513,706,"46,66",807,"53,34",8,"0,53","0,99",3,"0,2","0,37",796,"52,61","98,64",1,M,POUVREAU,Charles,UDI,45,"2,97","5,65",2,F,MOULARD,Jacqueline,DIV,2,"0,13","0,25",3,F,SÉJOURNET,Agnès,ECO,21,"1,39","2,64",4,F,GÉNIN,Gaëlle,EXG,5,"0,33","0,63",5,M,GARRAUD,Jean-Paul,LR,197,"13,02","24,75",6,M,DELAMORTE,Julien,DLF,11,"0,73","1,38",7,M,BOUDIÉ,Florent,REM,348,23,"43,72",8,F,LAMOTHE,Nolwenn,DIV,2,"0,13","0,25",9,M,GARANTO,Antoine,SOC,25,"1,65","3,14",10,F,BAJOU,Eloïse,FI,47,"3,11","5,9",11,F,CHADOURNE,Sandrine,FN,93,"6,15","11,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,395,Saint-Estèphe,Commune simple,12.0,2358.0,1.7,45.2509775886, -0.781613837384,"{""type"": ""Polygon""; ""coordinates"": [[[-0.793546412944756; 45.222383199575965]; [-0.799868353760305; 45.22773928351473]; [-0.803265655998983; 45.237521770690485]; [-0.815908649730563; 45.242346104511434]; [-0.811230457582776; 45.24820318682374]; [-0.81282302681065; 45.25469358061397]; [-0.802925863331914; 45.26601994387067]; [-0.807124867212177; 45.275721114183504]; [-0.778539296408897; 45.278007434214295]; [-0.767201141488077; 45.28386206859537]; [-0.746968020711389; 45.22682267743386]; [-0.76578889357397; 45.229164282383564]; [-0.793546412944756; 45.222383199575965]]]}",1091,608,"55,73",483,"44,27",4,"0,37","0,83",5,"0,46","1,04",474,"43,45","98,14",1,F,LEGRAND,Florence,LR,45,"4,12","9,49",2,M,BRARD,Julien,DIV,3,"0,27","0,63",3,M,TAVEAU,François-Régis,EXD,1,"0,09","0,21",4,M,CAPELLI,Christophe,DVD,13,"1,19","2,74",5,F,NGUYEN,Thi Be,DIV,0,0,0,6,F,COLEMYN,Sonia,DLF,8,"0,73","1,69",7,F,GOT,Pascale,SOC,83,"7,61","17,51",8,F,CALVO,Martine,FI,49,"4,49","10,34",9,M,SAUBUSSE,Stéphane,ECO,8,"0,73","1,69",10,M,DE FOURNAS,Grégoire,FN,134,"12,28","28,27",11,M,SIMIAN,Benoit,REM,120,11,"25,32",12,M,COSTE,Rémy,EXG,2,"0,18","0,42",13,M,LE BOT,Stéphane,COM,8,"0,73","1,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,396,Saint-Etienne-de-Lisse,Commune simple,42.0,711.0,0.3,44.880960315, -0.0941588854927,"{""type"": ""Polygon""; ""coordinates"": [[[-0.097895996886361; 44.86632070980081]; [-0.105243747893797; 44.86241210335607]; [-0.113908447183708; 44.86444892783416]; [-0.117149427658009; 44.8621233598576]; [-0.106826297549748; 44.886425529248804]; [-0.09881956354106; 44.8892443022913]; [-0.097069568757521; 44.901628369312334]; [-0.091438633943866; 44.899983195264]; [-0.089012693980216; 44.89345511910038]; [-0.070505381189608; 44.89136450247778]; [-0.067654128114114; 44.888596078976846]; [-0.083424779513401; 44.87481494366284]; [-0.092491236017559; 44.87216596211756]; [-0.097895996886361; 44.86632070980081]]]}",181,93,"51,38",88,"48,62",2,"1,1","2,27",1,"0,55","1,14",85,"46,96","96,59",1,M,POUVREAU,Charles,UDI,7,"3,87","8,24",2,F,MOULARD,Jacqueline,DIV,2,"1,1","2,35",3,F,SÉJOURNET,Agnès,ECO,5,"2,76","5,88",4,F,GÉNIN,Gaëlle,EXG,0,0,0,5,M,GARRAUD,Jean-Paul,LR,18,"9,94","21,18",6,M,DELAMORTE,Julien,DLF,2,"1,1","2,35",7,M,BOUDIÉ,Florent,REM,22,"12,15","25,88",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,2,"1,1","2,35",10,F,BAJOU,Eloïse,FI,15,"8,29","17,65",11,F,CHADOURNE,Sandrine,FN,12,"6,63","14,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
