code_circonscription,libelle_commune,code_commune,nom_commune,statut,z_moyen,superficie,population,latitude,longitude,geo_shape,Inscrits,Abstentions,Abs/Ins,Votants,Vot/Ins_global,Blancs,Blancs/Ins,Blancs/Vot,Nuls,Nuls/Ins,Nuls/Vot,Exprimés,Exp/Ins_global,Exp/Vot_global,Panneau,Sexe,Nom,Prenom,Nuance,Voix,Voix/Ins,Voix/Exp,Panneau-2,Sexe-2,Nom-2,Prenom-2,Nuance-2,Voix-2,Voix/Ins-2,Voix/Exp-2,Panneau-3,Sexe-3,Nom-3,Prénom-3,Nuance-3,Voix-3,Voix/Ins-3,Voix/Exp-3,Panneau-4,Sexe-4,Nom-4,Prenom-4,Nuance-4,Voix-4,Voix/Ins-4,Voix/Exp-4,Panneau-5,Sexe-5,Nom-5,Prenom-5,Nuance-5,Voix-5,Voix/Ins-5,Voix/Exp-5,Panneau-6,Sexe-6,Nom-6,Prenom-6,Nuance-6,Voix-6,Voix/Ins-6,Voix/Exp-6,Panneau-7,Sexe-7,Nom-7,Prénom-7,Nuance-7,Voix-7,Voix/Ins-7,Voix/Exp-7,Panneau-8,Sexe-8,Nom-8,Prenom-8,Nuance-8,Voix-8,Voix/Ins-8,Voix/Exp-8,Panneau-9,Sexe-9,Nom-9,Prenom-9,Nuance-9,Voix-9,Voix/Ins-9,Voix/Exp-9,Panneau-10,Sexe-10,Nom-10,Prénom-10,Nuance-10,Voix-10,Voix/Ins-10,Voix/Exp-10,Panneau-11,Sexe-11,Nom-11,Prenom-11,Nuance-11,Voix-11,Voix/Ins-11,Voix/Exp-11,Panneau-12,Sexe-12,Nom-12,Prénom-12,Nuance-12,Voix-12,Voix/Ins-12,Voix/Exp-12,Panneau-13,Sexe-13,Nom-13,Prénom-13,Nuance-13,Voix-13,Voix/Ins-13,Voix/Exp-13,Panneau-14,Sexe-14,Nom-14,Prénom-14,Nuance-14,Voix-14,Voix/Ins-14,Voix/Exp-14,Panneau-15,Sexe-15,Nom-15,Prénom-15,Nuance-15,Voix-15,Voix/Ins-15,Voix/Exp-15,Panneau-16,Sexe-16,Nom-16,Prénom-16,Nuance-16,Voix-16,Voix/Ins-16,Voix/Exp-16,Panneau-17,Sexe-17,Nom-17,Prénom-17,Nuance-17,Voix-17,Voix/Ins-17,Voix/Exp-17,Panneau-18,Sexe-18,Nom-18,Prénom-18,Nuance-18,Voix-18,Voix/Ins-18,Voix/Exp-18,Panneau-19,Sexe-19,Nom-19,Prénom-19,Nuance-19,Voix-19,Voix/Ins-19,Voix/Exp-19,Panneau-20,Sexe-20,Nom-20,Prénom-20,Nuance-20,Voix-20,Voix/Ins-20,Voix/Exp-20,Panneau-21,Sexe-21,Nom-21,Prénom-21,Nuance-21,Voix-21,Voix/Ins-21,Voix/Exp-21,Panneau-22,Sexe-22,Nom-22,Prénom-22,Nuance-22,Voix-22,Voix/Ins-22,Voix/Exp-22
10,10ème circonscription,15,Arveyres,Commune simple,9.0,1748.0,1.9,44.8915609745, -0.2766650988,"{""type"": ""Polygon""; ""coordinates"": [[[-0.304196861210315; 44.860892267862994]; [-0.312194714055725; 44.868457606560476]; [-0.30235644969302; 44.875049695501176]; [-0.305696130976844; 44.884412159914184]; [-0.299514886879662; 44.889227877399506]; [-0.284972247661879; 44.89026290611972]; [-0.282279130391124; 44.893199126207186]; [-0.289632295224272; 44.9096343817502]; [-0.283778877615178; 44.91881892812334]; [-0.259327215827755; 44.91861998310687]; [-0.250708739738616; 44.91543929556201]; [-0.247601795888345; 44.90142777544267]; [-0.25804129839911; 44.8897228680138]; [-0.259656643634982; 44.875636141540255]; [-0.268108312124851; 44.874089998514634]; [-0.274122114034626; 44.866388447994325]; [-0.285067639045313; 44.87219257589739]; [-0.295385568750361; 44.86230774067887]; [-0.298444697369356; 44.86412722981608]; [-0.304196861210315; 44.860892267862994]]]}",1548,763,"49,29",785,"50,71",4,"0,26","0,51",4,"0,26","0,51",777,"50,19","98,98",1,M,POUVREAU,Charles,UDI,26,"1,68","3,35",2,F,MOULARD,Jacqueline,DIV,5,"0,32","0,64",3,F,SÉJOURNET,Agnès,ECO,41,"2,65","5,28",4,F,GÉNIN,Gaëlle,EXG,7,"0,45","0,9",5,M,GARRAUD,Jean-Paul,LR,135,"8,72","17,37",6,M,DELAMORTE,Julien,DLF,7,"0,45","0,9",7,M,BOUDIÉ,Florent,REM,314,"20,28","40,41",8,F,LAMOTHE,Nolwenn,DIV,4,"0,26","0,51",9,M,GARANTO,Antoine,SOC,28,"1,81","3,6",10,F,BAJOU,Eloïse,FI,94,"6,07","12,1",11,F,CHADOURNE,Sandrine,FN,116,"7,49","14,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,16,Asques,Commune simple,6.0,621.0,0.5,44.948000841, -0.426140042682,"{""type"": ""Polygon""; ""coordinates"": [[[-0.399326664401412; 44.947506084806335]; [-0.409320030714938; 44.94760547223654]; [-0.439552814456832; 44.935057139812166]; [-0.447797497385896; 44.93873088647801]; [-0.451269485976068; 44.945454338831624]; [-0.416336073898073; 44.96089907423153]; [-0.398077913326787; 44.950770558733424]; [-0.399326664401412; 44.947506084806335]]]}",373,133,"35,66",240,"64,34",7,"1,88","2,92",0,0,0,233,"62,47","97,08",1,M,POUVREAU,Charles,UDI,1,"0,27","0,43",2,F,MOULARD,Jacqueline,DIV,0,0,0,3,F,SÉJOURNET,Agnès,ECO,18,"4,83","7,73",4,F,GÉNIN,Gaëlle,EXG,4,"1,07","1,72",5,M,GARRAUD,Jean-Paul,LR,23,"6,17","9,87",6,M,DELAMORTE,Julien,DLF,4,"1,07","1,72",7,M,BOUDIÉ,Florent,REM,88,"23,59","37,77",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,18,"4,83","7,73",10,F,BAJOU,Eloïse,FI,53,"14,21","22,75",11,F,CHADOURNE,Sandrine,FN,24,"6,43","10,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,17,Aubiac,Commune simple,100.0,553.0,0.2,44.4707892679, -0.244457363295,"{""type"": ""Polygon""; ""coordinates"": [[[-0.227471096155235; 44.472077613035154]; [-0.233900308550849; 44.45623952898887]; [-0.237907106328929; 44.454599242127244]; [-0.251027124311513; 44.457231122805304]; [-0.260191591742898; 44.48700778205745]; [-0.24624719495493; 44.48702284747723]; [-0.236197386255261; 44.4754886468148]; [-0.228172767487529; 44.47224626459839]; [-0.227471096155235; 44.472077613035154]]]}",234,104,"44,44",130,"55,56",3,"1,28","2,31",1,"0,43","0,77",126,"53,85","96,92",1,F,LOUSTAU,Fanny,DIV,1,"0,43","0,79",2,F,RIVIÈRE DURIVAULT,Sophie,FN,16,"6,84","12,7",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,14,"5,98","11,11",5,M,BAUDE,Dominique,ECO,7,"2,99","5,56",6,M,DE JAEGER,Xavier,DIV,3,"1,28","2,38",7,M,COURJAUD,Antoine,DVG,1,"0,43","0,79",8,M,SAVARY,Gilles,SOC,23,"9,83","18,25",9,F,METTE,Sophie,MDM,41,"17,52","32,54",10,M,BERTHONNEAU,Rémy,DLF,2,"0,85","1,59",11,M,PAPIAU,François,FI,13,"5,56","10,32",12,F,GUERNÉ,Cristine,COM,4,"1,71","3,17",13,M,DELCAMP,Jean-Philippe,EXG,1,"0,43","0,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8ème circonscription,19,Audenge,Chef-lieu canton,32.0,8180.0,5.8,44.7138966628, -0.944173294479,"{""type"": ""Polygon""; ""coordinates"": [[[-1.017861795870605; 44.667986849945]; [-1.027053744539445; 44.679407321551345]; [-1.049414123764011; 44.681646687813405]; [-1.069517913104547; 44.69563884566359]; [-1.062973173351711; 44.69671782629044]; [-1.038062359657001; 44.691788568379195]; [-1.036912084170595; 44.694075201484026]; [-1.01683930624627; 44.70446957749899]; [-0.984506509306435; 44.73142906045365]; [-0.881355504098235; 44.75999972821927]; [-0.837084148531976; 44.736772965323425]; [-0.842831291077569; 44.72760502072904]; [-0.906761195470021; 44.699577900763764]; [-0.923800312142443; 44.69254785055749]; [-0.951980868789223; 44.686253248246636]; [-0.9904615700016; 44.67063785910211]; [-1.017861795870605; 44.667986849945]]]}",5981,3066,"51,26",2915,"48,74",47,"0,79","1,61",8,"0,13","0,27",2860,"47,82","98,11",1,F,PANONACLE,Sophie,REM,1140,"19,06","39,86",2,F,TEXIER,Solange,EXG,11,"0,18","0,38",3,F,COTI,Cécile,FI,452,"7,56","15,8",4,M,LAMARA,Laurent,FN,334,"5,58","11,68",5,M,FOULON,Yves,LR,462,"7,72","16,15",6,F,BEY,Anny,DVD,35,"0,59","1,22",7,F,LE PAGE,Sophie,DLF,65,"1,09","2,27",8,F,COULAIS,Fabienne,DIV,19,"0,32","0,66",9,M,PRADAYROL,Pierre,SOC,178,"2,98","6,22",10,F,TRANNOY,Danielle,COM,32,"0,54","1,12",11,M,DUBOT,Nicolas,ECO,132,"2,21","4,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,20,Auriolles,Commune simple,85.0,704.0,0.1,44.7369365281, 0.0444966358061,"{""type"": ""Polygon""; ""coordinates"": [[[0.04727827946939; 44.71182868096742]; [0.043974459852149; 44.72156957509523]; [0.032165431334722; 44.73151523094902]; [0.034242556514408; 44.73430972527966]; [0.028687531752407; 44.73921505342671]; [0.027087955478227; 44.748433783737156]; [0.049511321006764; 44.75454711819953]; [0.051347934044856; 44.74797417530922]; [0.060972086602304; 44.74065320037473]; [0.054547203378035; 44.724301893489745]; [0.04727827946939; 44.71182868096742]]]}",94,42,"44,68",52,"55,32",1,"1,06","1,92",0,0,0,51,"54,26","98,08",1,M,DUVAL-CAMPANA,Patrick,FN,9,"9,57","17,65",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,4,"4,26","7,84",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,13,"13,83","25,49",7,M,FEBBRARI,Alexis,DLF,1,"1,06","1,96",8,M,MIQUEU,Christophe,FI,7,"7,45","13,73",9,F,VEYSSY,Catherine,SOC,10,"10,64","19,61",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,7,"7,45","13,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,21,Auros,Chef-lieu canton,65.0,1523.0,0.9,44.5076532706, -0.163740689311,"{""type"": ""Polygon""; ""coordinates"": [[[-0.117707200303206; 44.49059760691246]; [-0.124755683156399; 44.48628087975235]; [-0.147982345564269; 44.49047609800622]; [-0.157275158007659; 44.48920133018628]; [-0.175748529238508; 44.491391590165826]; [-0.178701347086819; 44.5011448077696]; [-0.188273814212274; 44.50814814582327]; [-0.191215573182953; 44.517874476595075]; [-0.199756115830212; 44.520591223951875]; [-0.200606464731128; 44.537369583799126]; [-0.186475014467167; 44.53249894207374]; [-0.183101293345732; 44.53141606902505]; [-0.162117671543573; 44.51792864333654]; [-0.158566108858336; 44.511840926770695]; [-0.130902209828199; 44.50998996400243]; [-0.129799688959691; 44.496002871829226]; [-0.117707200303206; 44.49059760691246]]]}",742,317,"42,72",425,"57,28",11,"1,48","2,59",4,"0,54","0,94",410,"55,26","96,47",1,M,DUVAL-CAMPANA,Patrick,FN,70,"9,43","17,07",2,M,MORIN,Jean-Claude,DVD,4,"0,54","0,98",3,M,LAVIN,Richard,EXG,3,"0,4","0,73",4,F,FABRE-NADLER,Anne-Laure,ECO,19,"2,56","4,63",5,F,LARGETEAU,Catherine,DVG,1,"0,13","0,24",6,F,DUBOS,Christelle,REM,141,19,"34,39",7,M,FEBBRARI,Alexis,DLF,6,"0,81","1,46",8,M,MIQUEU,Christophe,FI,48,"6,47","11,71",9,F,VEYSSY,Catherine,SOC,42,"5,66","10,24",10,M,LAMOTHE,Benoit,DIV,2,"0,27","0,49",11,M,D'AMÉCOURT,Yves,LR,74,"9,97","18,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,22,Avensan,Commune simple,31.0,5274.0,2.2,45.005403307, -0.760815427452,"{""type"": ""Polygon""; ""coordinates"": [[[-0.794664213020039; 44.94509999880234]; [-0.802056097184126; 44.96462416786137]; [-0.800452771490561; 44.98197709500043]; [-0.792096978082922; 44.99831655846662]; [-0.795184491873213; 45.01537421655451]; [-0.784919815655245; 45.02708177707976]; [-0.780803190277907; 45.040652839155]; [-0.732863091589854; 45.06129956663651]; [-0.723363675951372; 45.05043141521819]; [-0.72338154747129; 45.03389036812945]; [-0.720657531481567; 45.03116015117892]; [-0.711379178643551; 45.031560141972626]; [-0.720546903435234; 45.0239527956629]; [-0.714866638225572; 45.01458800661253]; [-0.72227180943123; 44.99848523512065]; [-0.74516868118508; 44.98619677524171]; [-0.754540995137691; 44.966663101223034]; [-0.78539970048342; 44.94605602984767]; [-0.794664213020039; 44.94509999880234]]]}",1951,993,"50,9",958,"49,1",1,"0,05","0,1",11,"0,56","1,15",946,"48,49","98,75",1,F,LEGRAND,Florence,LR,59,"3,02","6,24",2,M,BRARD,Julien,DIV,8,"0,41","0,85",3,M,TAVEAU,François-Régis,EXD,4,"0,21","0,42",4,M,CAPELLI,Christophe,DVD,22,"1,13","2,33",5,F,NGUYEN,Thi Be,DIV,0,0,0,6,F,COLEMYN,Sonia,DLF,19,"0,97","2,01",7,F,GOT,Pascale,SOC,199,"10,2","21,04",8,F,CALVO,Martine,FI,116,"5,95","12,26",9,M,SAUBUSSE,Stéphane,ECO,35,"1,79","3,7",10,M,DE FOURNAS,Grégoire,FN,181,"9,28","19,13",11,M,SIMIAN,Benoit,REM,284,"14,56","30,02",12,M,COSTE,Rémy,EXG,7,"0,36","0,74",13,M,LE BOT,Stéphane,COM,12,"0,62","1,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,23,Ayguemorte-les-Graves,Commune simple,15.0,643.0,0.9,44.702438627, -0.484145189594,"{""type"": ""Polygon""; ""coordinates"": [[[-0.491084211838301; 44.68601575639831]; [-0.499309169349629; 44.68624249153506]; [-0.50905624079936; 44.692241921210204]; [-0.499962042846351; 44.69430532222042]; [-0.49926142300627; 44.70112231624135]; [-0.481271282282082; 44.71709975731133]; [-0.469835669669124; 44.720216434204076]; [-0.463246198289075; 44.71768329115231]; [-0.466077446838795; 44.708042369546014]; [-0.480936803815481; 44.69494162653938]; [-0.480977273328695; 44.6886502564227]; [-0.491084211838301; 44.68601575639831]]]}",904,399,"44,14",505,"55,86",12,"1,33","2,38",4,"0,44","0,79",489,"54,09","96,83",1,F,LOUSTAU,Fanny,DIV,0,0,0,2,F,RIVIÈRE DURIVAULT,Sophie,FN,62,"6,86","12,68",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,72,"7,96","14,72",5,M,BAUDE,Dominique,ECO,29,"3,21","5,93",6,M,DE JAEGER,Xavier,DIV,4,"0,44","0,82",7,M,COURJAUD,Antoine,DVG,4,"0,44","0,82",8,M,SAVARY,Gilles,SOC,90,"9,96","18,4",9,F,METTE,Sophie,MDM,133,"14,71","27,2",10,M,BERTHONNEAU,Rémy,DLF,12,"1,33","2,45",11,M,PAPIAU,François,FI,68,"7,52","13,91",12,F,GUERNÉ,Cristine,COM,7,"0,77","1,43",13,M,DELCAMP,Jean-Philippe,EXG,8,"0,88","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,24,Bagas,Commune simple,41.0,364.0,0.3,44.6187804528, -0.0489905524561,"{""type"": ""Polygon""; ""coordinates"": [[[-0.039175443027213; 44.60505154615926]; [-0.047508105966819; 44.60709233352736]; [-0.050828930740628; 44.61322609806861]; [-0.058703182176049; 44.61562110413725]; [-0.065549043176995; 44.62414346302872]; [-0.046946950236879; 44.63194646101995]; [-0.04505186599613; 44.631899584635654]; [-0.043384577630483; 44.621819037678875]; [-0.035014089317911; 44.61419318065348]; [-0.039175443027213; 44.60505154615926]]]}",199,85,"42,71",114,"57,29",2,"1,01","1,75",2,"1,01","1,75",110,"55,28","96,49",1,M,DUVAL-CAMPANA,Patrick,FN,19,"9,55","17,27",2,M,MORIN,Jean-Claude,DVD,1,"0,5","0,91",3,M,LAVIN,Richard,EXG,2,"1,01","1,82",4,F,FABRE-NADLER,Anne-Laure,ECO,4,"2,01","3,64",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,31,"15,58","28,18",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,9,"4,52","8,18",9,F,VEYSSY,Catherine,SOC,12,"6,03","10,91",10,M,LAMOTHE,Benoit,DIV,1,"0,5","0,91",11,M,D'AMÉCOURT,Yves,LR,31,"15,58","28,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,25,Baigneaux,Commune simple,63.0,800.0,0.3,44.7239086463, -0.193758554002,"{""type"": ""Polygon""; ""coordinates"": [[[-0.188828726199784; 44.7101881628133]; [-0.205744543942977; 44.715457071927055]; [-0.219979642906453; 44.723955165474]; [-0.202487827364478; 44.738834147777176]; [-0.173958094140536; 44.73171756708403]; [-0.176193690221494; 44.72250805157142]; [-0.173054861523341; 44.71368697572478]; [-0.175180453381981; 44.71082384600893]; [-0.188828726199784; 44.7101881628133]]]}",280,142,"50,71",138,"49,29",1,"0,36","0,72",0,0,0,137,"48,93","99,28",1,M,DUVAL-CAMPANA,Patrick,FN,20,"7,14","14,6",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,6,"2,14","4,38",5,F,LARGETEAU,Catherine,DVG,1,"0,36","0,73",6,F,DUBOS,Christelle,REM,41,"14,64","29,93",7,M,FEBBRARI,Alexis,DLF,2,"0,71","1,46",8,M,MIQUEU,Christophe,FI,33,"11,79","24,09",9,F,VEYSSY,Catherine,SOC,0,0,0,10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,34,"12,14","24,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,26,Balizac,Commune simple,47.0,4184.0,0.4,44.4864307909, -0.448728461334,"{""type"": ""Polygon""; ""coordinates"": [[[-0.409028315918509; 44.45365407597847]; [-0.413729452956408; 44.452760647715515]; [-0.431137310461584; 44.464744468969755]; [-0.435998012843629; 44.465016507194505]; [-0.455740179140812; 44.455352471526936]; [-0.478166075669831; 44.45752119005415]; [-0.481564667265943; 44.46367632688534]; [-0.501097065157415; 44.4728883183439]; [-0.497193372788209; 44.4862673195688]; [-0.484032927764519; 44.48901787685002]; [-0.474598492624491; 44.508770126784604]; [-0.473675393803858; 44.51218731234487]; [-0.48156446775965; 44.51595742918298]; [-0.483055636083116; 44.52277672498527]; [-0.450869327847742; 44.523518054931664]; [-0.447866086267705; 44.5207465264013]; [-0.419233208119688; 44.51608726486504]; [-0.426634161822385; 44.50875715115337]; [-0.429509089850452; 44.50591952295046]; [-0.426276696338038; 44.50328076529089]; [-0.406030061304206; 44.49345579889212]; [-0.399673756987538; 44.47297302162835]; [-0.40668303465669; 44.456276553394865]; [-0.409028315918509; 44.45365407597847]]]}",366,153,"41,8",213,"58,2",4,"1,09","1,88",0,0,0,209,"57,1","98,12",1,F,LOUSTAU,Fanny,DIV,2,"0,55","0,96",2,F,RIVIÈRE DURIVAULT,Sophie,FN,33,"9,02","15,79",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,30,"8,2","14,35",5,M,BAUDE,Dominique,ECO,13,"3,55","6,22",6,M,DE JAEGER,Xavier,DIV,1,"0,27","0,48",7,M,COURJAUD,Antoine,DVG,0,0,0,8,M,SAVARY,Gilles,SOC,44,"12,02","21,05",9,F,METTE,Sophie,MDM,37,"10,11","17,7",10,M,BERTHONNEAU,Rémy,DLF,3,"0,82","1,44",11,M,PAPIAU,François,FI,40,"10,93","19,14",12,F,GUERNÉ,Cristine,COM,4,"1,09","1,91",13,M,DELCAMP,Jean-Philippe,EXG,2,"0,55","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,27,Barie,Commune simple,13.0,529.0,0.3,44.5710681518, -0.111645415983,"{""type"": ""Polygon""; ""coordinates"": [[[-0.118216477329131; 44.56184660992697]; [-0.135491663617421; 44.56657377896604]; [-0.139836567304995; 44.57240559654865]; [-0.137531354953836; 44.577642609389905]; [-0.126788567487352; 44.57076676756982]; [-0.121918375317675; 44.57112982309831]; [-0.113929983635738; 44.579851321109146]; [-0.105500513588344; 44.5819806853276]; [-0.086258905522375; 44.57314140811333]; [-0.087327764981036; 44.568489751389485]; [-0.106408283950719; 44.56390031394134]; [-0.118216477329131; 44.56184660992697]]]}",223,94,"42,15",129,"57,85",3,"1,35","2,33",0,0,0,126,"56,5","97,67",1,M,DUVAL-CAMPANA,Patrick,FN,24,"10,76","19,05",2,M,MORIN,Jean-Claude,DVD,1,"0,45","0,79",3,M,LAVIN,Richard,EXG,1,"0,45","0,79",4,F,FABRE-NADLER,Anne-Laure,ECO,16,"7,17","12,7",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,37,"16,59","29,37",7,M,FEBBRARI,Alexis,DLF,4,"1,79","3,17",8,M,MIQUEU,Christophe,FI,21,"9,42","16,67",9,F,VEYSSY,Catherine,SOC,15,"6,73","11,9",10,M,LAMOTHE,Benoit,DIV,1,"0,45","0,79",11,M,D'AMÉCOURT,Yves,LR,6,"2,69","4,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,28,Baron,Commune simple,61.0,1030.0,1.0,44.8235731803, -0.317485301092,"{""type"": ""Polygon""; ""coordinates"": [[[-0.312371128030033; 44.7995255292299]; [-0.324512280499179; 44.803865868028275]; [-0.329052154189171; 44.80913634619558]; [-0.340777814388236; 44.83516874814822]; [-0.334367984514484; 44.83940772979398]; [-0.313056239334978; 44.84291192764089]; [-0.29467854760121; 44.8323485603451]; [-0.307700204505686; 44.80273780253985]; [-0.312371128030033; 44.7995255292299]]]}",857,396,"46,21",461,"53,79",4,"0,47","0,87",5,"0,58","1,08",452,"52,74","98,05",1,M,POUVREAU,Charles,UDI,1,"0,12","0,22",2,F,MOULARD,Jacqueline,DIV,3,"0,35","0,66",3,F,SÉJOURNET,Agnès,ECO,15,"1,75","3,32",4,F,GÉNIN,Gaëlle,EXG,4,"0,47","0,88",5,M,GARRAUD,Jean-Paul,LR,42,"4,9","9,29",6,M,DELAMORTE,Julien,DLF,5,"0,58","1,11",7,M,BOUDIÉ,Florent,REM,218,"25,44","48,23",8,F,LAMOTHE,Nolwenn,DIV,1,"0,12","0,22",9,M,GARANTO,Antoine,SOC,15,"1,75","3,32",10,F,BAJOU,Eloïse,FI,94,"10,97","20,8",11,F,CHADOURNE,Sandrine,FN,54,"6,3","11,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,30,Barsac,Commune simple,11.0,1445.0,2.1,44.6017775611, -0.323930210636,"{""type"": ""Polygon""; ""coordinates"": [[[-0.324758643282443; 44.57554236123384]; [-0.352193208255869; 44.590021779345314]; [-0.350206084612727; 44.59966036658328]; [-0.339056248835174; 44.60517908179744]; [-0.337352959234421; 44.611348754757685]; [-0.319754401390642; 44.63188243813948]; [-0.313047882201671; 44.62748830074928]; [-0.302430422879621; 44.615759083748586]; [-0.301335347636778; 44.60223110721081]; [-0.299739224726574; 44.60060286474692]; [-0.316074830312169; 44.584579646768205]; [-0.316849748385023; 44.578032837677476]; [-0.324758643282443; 44.57554236123384]]]}",1526,753,"49,34",773,"50,66",14,"0,92","1,81",6,"0,39","0,78",753,"49,34","97,41",1,F,LOUSTAU,Fanny,DIV,16,"1,05","2,12",2,F,RIVIÈRE DURIVAULT,Sophie,FN,80,"5,24","10,62",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,87,"5,7","11,55",5,M,BAUDE,Dominique,ECO,26,"1,7","3,45",6,M,DE JAEGER,Xavier,DIV,5,"0,33","0,66",7,M,COURJAUD,Antoine,DVG,4,"0,26","0,53",8,M,SAVARY,Gilles,SOC,106,"6,95","14,08",9,F,METTE,Sophie,MDM,245,"16,06","32,54",10,M,BERTHONNEAU,Rémy,DLF,16,"1,05","2,12",11,M,PAPIAU,François,FI,138,"9,04","18,33",12,F,GUERNÉ,Cristine,COM,23,"1,51","3,05",13,M,DELCAMP,Jean-Philippe,EXG,7,"0,46","0,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,31,Bassanne,Commune simple,17.0,246.0,0.1,44.560543686, -0.0931882578624,"{""type"": ""Polygon""; ""coordinates"": [[[-0.096071900854009; 44.55007311803178]; [-0.093871388935243; 44.552909678962834]; [-0.105272277547534; 44.55791402734998]; [-0.106408283950719; 44.56390031394134]; [-0.087327764981036; 44.568489751389485]; [-0.080180849816041; 44.56593254058436]; [-0.087994946243592; 44.55258774421315]; [-0.096071900854009; 44.55007311803178]]]}",92,32,"34,78",60,"65,22",1,"1,09","1,67",0,0,0,59,"64,13","98,33",1,M,DUVAL-CAMPANA,Patrick,FN,7,"7,61","11,86",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,5,"5,43","8,47",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,18,"19,57","30,51",7,M,FEBBRARI,Alexis,DLF,1,"1,09","1,69",8,M,MIQUEU,Christophe,FI,14,"15,22","23,73",9,F,VEYSSY,Catherine,SOC,9,"9,78","15,25",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,5,"5,43","8,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
