Maison des Associations;Date;Heure de début;Heure de fin;Activité;Type de réservation;Associations
NICE-EST SAINT ROCH;15/03/2019;10H00;11H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;15/03/2019;13H00;17H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;15/03/2019;15H00;16H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;15/03/2019;15H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;15/03/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;15/03/2019;16H00;18H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;15/03/2019;17H00;19H00;SPECTACLE VIVANT;COURS;VAGUES DE SOLEILS
NICE-EST SAINT ROCH;15/03/2019;17H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;15/03/2019;18H00;21H00;CINEMA;ASSEMBLEE GENERALE;LES OUVREURS
NICE-EST SAINT ROCH;15/03/2019;18H00;21H00;CULTURE;REUNION;AMCTCN - ASSOCIATION MASSIWA POUR LA CULTURE ET LA TRADITION COMORIENNE A NICE
NICE-EST SAINT ROCH;15/03/2019;18H00;20H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;15/03/2019;18H00;19H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;15/03/2019;19H00;21H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;15/03/2019;19H00;21H00;COURS DE LANGUE;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;15/03/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;15/03/2019;19H00;20H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;15/03/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;15/03/2019;19H00;21H00;MUSIQUE;ATELIER;NHA MITA PEREIRA
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;16/03/2019;10H00;12H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;SOCIAL;REUNION;ASSOCIATION NICE POUR L INTEGRATION ET LA SOLIDARITE (ANIS)
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;16/03/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;16/03/2019;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;16/03/2019;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;16/03/2019;11H00;12H00;DANSE ;COURS;TIGERACT AND CO
NICE-EST SAINT ROCH;16/03/2019;11H00;13H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;16/03/2019;14H00;18H00;COMMUNICATION;ASSEMBLEE GENERALE;ANPEIP FRANCE - ASS NATIONALE POUR LES ENFANTS INTELLECTUELLEMENT PRECOCES -FEDERATION FRANCE
NICE-EST SAINT ROCH;16/03/2019;14H00;18H00;COMMUNICATION;COURS;PROMENADE DES ANGES : 14 JUILLET 2016 - ENTRAIDE ET DEFENSE DES VICTIMES ET FAMILLES DE VICTIMES 
NICE-EST SAINT ROCH;16/03/2019;14H00;17H00;LOISIRS;REUNION;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
NICE-EST SAINT ROCH;16/03/2019;14H00;18H00;COMMUNICATION;REUNION;ANPEIP FRANCE - ASS NATIONALE POUR LES ENFANTS INTELLECTUELLEMENT PRECOCES -FEDERATION FRANCE
NICE-EST SAINT ROCH;16/03/2019;14H00;17H00;CULTURE;COURS;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;16/03/2019;14H00;16H00;CULTURE;COURS;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;16/03/2019;14H00;16H00;CULTURE;ATELIER;CERCLE GENEALOGIQUE MARALPIN
NICE-EST SAINT ROCH;16/03/2019;14H00;17H00;DANSE ;COURS;DANSONS
NICE-EST SAINT ROCH;16/03/2019;16H00;18H00;HANDICAP;ASSEMBLEE GENERALE;SIGNES
NICE-EST SAINT ROCH;16/03/2019;16H00;18H00;CINEMA;COURS;OBJECTIF GRAND ANGLE

