Maison des Associations;Date ;Heure de d‚but;Heure de fin;Activit‚;Type de r‚servation;Association
NICE-CENTRE;27/06/2019;17H00;20H00;SOCIAL;REUNION;ASSOCIATION REGIONALE POUR LA PROMOTION DES ACTIONS DE SANTE - ARPAS
NICE-CENTRE;27/06/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;27/06/2019;18H00;19H00;PATRIMOINE;COURS;ACADEMIA NISSARDA
NICE-CENTRE;28/06/2019;10H00;11H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-EST SAINT ROCH;24/06/2019;09H00;12H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;24/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;24/06/2019;10H00;12H00;SPORT;COURS;NICE COTE D'AZUR ATHLETISME
NICE-EST SAINT ROCH;24/06/2019;14H00;16H00;CULTURE;PERMANENCE;TUNISIENS DE FRANCE EN AVANT
NICE-EST SAINT ROCH;24/06/2019;14H00;15H00;DANSE ;COURS;TIGRE TANGO
NICE-EST SAINT ROCH;24/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;24/06/2019;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;24/06/2019;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE LA PASSERELLE
NICE-EST SAINT ROCH;24/06/2019;18H00;20H00;CULTURE;COURS;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;24/06/2019;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;24/06/2019;18H00;20H00;COURS DE LANGUE;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;24/06/2019;19H00;20H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
NICE-EST SAINT ROCH;24/06/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;24/06/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;25/06/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;25/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;25/06/2019;09H00;12H00;CITOYENNETE;;FORUM REFUGIES - COSI
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;25/06/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;25/06/2019;09H00;17H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;25/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;25/06/2019;09H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;25/06/2019;10H00;16H00;DANSE ;COURS;ASSOCIATION CORPS ET DANSE 
NICE-EST SAINT ROCH;25/06/2019;13H00;17H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;25/06/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;25/06/2019;18H00;19H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;25/06/2019;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;25/06/2019;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;25/06/2019;18H00;21H00;SPORT;ASSEMBLEE GENERALE;SKI CLUB DE NICE MONTAGNE ESCALADE
NICE-EST SAINT ROCH;25/06/2019;19H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;26/06/2019;09H00;11H00;CULTURE;PERMANENCE;TUNISIENS DE FRANCE EN AVANT
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;26/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;26/06/2019;09H00;12H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;26/06/2019;10H00;12H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;26/06/2019;11H00;12H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;26/06/2019;12H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;26/06/2019;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;26/06/2019;14H00;16H00;COURS DE LANGUE;;MANABI
NICE-EST SAINT ROCH;26/06/2019;14H00;18H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;26/06/2019;14H00;16H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;26/06/2019;14H00;17H00;SENIORS;ATELIER;POIVRE ET SEL
NICE-EST SAINT ROCH;26/06/2019;14H00;17H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;26/06/2019;14H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;26/06/2019;14H00;16H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;26/06/2019;15H00;16H00;COURS DE LANGUE;COURS;ANLV - ACADEMIE NICOISE DES LANGUES VIVANTES
NICE-EST SAINT ROCH;26/06/2019;16H00;19H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;26/06/2019;16H00;17H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;26/06/2019;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;26/06/2019;16H00;18H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;26/06/2019;17H00;19H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;26/06/2019;17H00;19H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;26/06/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;26/06/2019;18H00;19H00;ENVIRONNEMENT;COURS;GRAINES DE FERMIERS
NICE-EST SAINT ROCH;26/06/2019;19H00;21H00;CULTURE;COURS;ART PLUME 7
NICE-EST SAINT ROCH;26/06/2019;19H00;21H00;DANSE ;COURS;ANCA - AMERICAN NEW COUNTRY ATTITUDE
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;27/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;27/06/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;27/06/2019;09H00;12H00;JEUNESSE;REUNION;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;27/06/2019;09H00;13H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;27/06/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;27/06/2019;09H00;12H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;27/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;27/06/2019;10H00;16H00;DANSE ;COURS;ASSOCIATION CORPS ET DANSE 
NICE-EST SAINT ROCH;27/06/2019;10H00;12H00;SPORT;COURS;NICE COTE D'AZUR ATHLETISME
NICE-EST SAINT ROCH;27/06/2019;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;27/06/2019;14H00;17H00;ACTIVITE MANUELLE;ATELIER;LES COUSETTES
NICE-EST SAINT ROCH;27/06/2019;14H00;17H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;27/06/2019;14H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;27/06/2019;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;27/06/2019;16H00;19H00;EMPLOI;REUNION;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;27/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;27/06/2019;17H00;20H00;SPECTACLE VIVANT;COURS;VAGUES DE SOLEILS
NICE-EST SAINT ROCH;27/06/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;27/06/2019;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;27/06/2019;18H00;21H00;EMPLOI;FORMATION;FORMATIONS JURIDIQUES APPASCAM
NICE-EST SAINT ROCH;27/06/2019;19H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;27/06/2019;19H00;21H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;27/06/2019;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;28/06/2019;09H00;13H00;PROXIMITE;COURS;AMM - ALPES MARITIMES MEDIATION
NICE-EST SAINT ROCH;28/06/2019;09H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;28/06/2019;09H00;12H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;28/06/2019;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;28/06/2019;10H00;11H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;28/06/2019;10H00;12H00;SANTE;REUNION;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;28/06/2019;10H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;28/06/2019;11H00;12H00;ACTIVITE BIEN ETRE;ASSEMBLEE GENERALE;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;28/06/2019;11H00;13H00;CULTURE;PERMANENCE;TUNISIENS DE FRANCE EN AVANT
NICE-EST SAINT ROCH;28/06/2019;13H00;17H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;28/06/2019;14H00;17H00;ORGANISME PUBLIC;FORMATION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-EST SAINT ROCH;28/06/2019;14H00;15H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;28/06/2019;15H00;16H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;28/06/2019;15H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;28/06/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;28/06/2019;16H00;18H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;28/06/2019;16H00;18H00;SOCIAL;COURS;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;28/06/2019;18H00;21H00;CULTURE;REUNION;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
NICE-EST SAINT ROCH;28/06/2019;18H00;19H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;28/06/2019;19H00;21H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;28/06/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;28/06/2019;19H00;21H00;SANTE;REUNION;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;28/06/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;CITOYENNETE;REUNION;ESPRIT MOTARD 06
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;29/06/2019;10H00;12H00;COURS DE LANGUE;REUNION;MANABI
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;29/06/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;29/06/2019;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;29/06/2019;14H00;18H00;MUSIQUE;REUNION;NHA MITA PEREIRA
NICE-EST SAINT ROCH;29/06/2019;14H00;18H00;SOCIAL;ATELIER;PROMENADE DES ANGES : 14 JUILLET 2016 - ENTRAIDE ET DEFENSE DES VICTIMES ET FAMILLES DE VICTIMES 
NICE-EST SAINT ROCH;29/06/2019;14H00;16H00;HANDICAP;COURS;SIGNES 
NICE-EST SAINT ROCH;29/06/2019;14H00;17H00;DANSE ;COURS;DANSONS
NICE-EST SAINT ROCH;29/06/2019;14H00;17H00;JEUNESSE;COURS;ARTORAL
NICE-EST SAINT ROCH;29/06/2019;15H00;18H00;CULTURE;COURS;AMCA - ASSOCIATION MALIENNE COULIBALY AMI DE LA COTE D'AZUR
NICE-EST SAINT ROCH;29/06/2019;17H00;18H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
