OBJECTID,NOM,ID_IA45,ADRESSE,CODE_INSEE,CODE_POSTAL,COMMUNE,TYPE_ETAB,VALIDITE,PLACEMENT,X,Y,TELEPHONE,SITES_INTERNET
1,Ecole primaire publique Clos Vinot,0450556K,255 rue Frédéric-Chopin,45004,45200,AMILLY,Ecole primaire publique,Juillet 2012,Manuel,682699.5,6763908.9,02 38 28 76 76,http://www.education.gouv.fr/annuaire/45-loiret/amilly/etab/ecole-primaire-publique-clos-vinot.html
2,Ecole primaire publique Les Goths,0450558M,54 Rue du Pont d'Ardan,45004,45200,AMILLY,Ecole primaire publique,Juillet 2012,Géocodage,685498.5,6765179.4,02 38 85 39 78,http://www.education.gouv.fr/annuaire/45-loiret/amilly/etab/ecole-primaire-publique-les-goths.html
3,Ecole primaire publique Viroy,0451536A,160 Rue Aristide Briand,45004,45200,AMILLY,Ecole primaire publique,Juillet 2012,Géocodage,681664.9,6766272.1,02 38 85 36 54,http://www.education.gouv.fr/annuaire/45-loiret/amilly/etab/ecole-primaire-publique-viroy.html
4,Ecole primaire publique Saint-Firmin-des-Vignes,0450923J,68 rue des écoles,45004,45200,AMILLY,Ecole primaire publique,Juillet 2012,Manuel,682699.5,6763908.9,02 38 85 12 44,http://www.education.gouv.fr/annuaire/45-loiret/amilly/etab/ecole-primaire-publique-saint-firmin-des-vignes.html
5,Ecole primaire publique,0450371J,109 Route de la Ferté,45006,45160,ARDON,Ecole primaire publique,Juillet 2012,Manuel,615747.4,6743052.3,02 38 45 85 65,http://www.education.gouv.fr/annuaire/45-loiret/ardon/etab/ecole-primaire-publique.html
6,Ecole primaire publique,0450917C,9 Mail Ouest,45008,45410,ARTENAY,Ecole primaire publique,Juillet 2012,Géocodage,616417.25,6776532.85,02 38 80 00 82,http://www.education.gouv.fr/annuaire/45-loiret/artenay/etab/ecole-primaire-publique.html
7,Ecole primaire publique,0450868Z,31 Grande Rue,45009,45170,ASCHERES LE MARCHE,Ecole primaire publique,Juillet 2012,Géocodage,626186.6,6779064.4,02 38 39 23 61,http://www.education.gouv.fr/annuaire/45-loiret/ascheres-le-marche/etab/ecole-primaire-publique.html
8,Ecole primaire publique,0450646H,30 Rue de la Mi-voie,45010,45300,ASCOUX,Ecole primaire publique,Juillet 2012,Géocodage,644097,6781152.8,02 38 33 01 97,http://www.education.gouv.fr/annuaire/45-loiret/ascoux/etab/ecole-primaire-publique.html
9,Ecole primaire publique,0450632T,9 Rue de la Vallée,45014,45390,AULNAY LA RIVIERE,Ecole primaire publique,Juillet 2012,Géocodage,653835.4,6788535.7,02 38 33 92 38,http://www.education.gouv.fr/annuaire/45-loiret/aulnay-la-riviere/etab/ecole-primaire-publique.html
10,Ecole primaire publique,0451026W,2 Rue des Essarts,45015,45480,AUTRUY SUR JUINE,Ecole primaire publique,Juillet 2012,Géocodage,633198.5,6797659.1,02 38 32 52 16,http://www.education.gouv.fr/annuaire/45-loiret/autruy-sur-juine/etab/ecole-primaire-publique.html
11,Ecole primaire publique Grands,0450195T,Rue de la Mairie,45016,45500,AUTRY LE CHATEL,Ecole primaire publique,Juillet 2012,Géocodage,669942.3,6722548.3,02 38 36 82 62,http://www.education.gouv.fr/annuaire/45-loiret/autry-le-chatel/etab/ecole-primaire-publique-des-grands.html
12,Ecole primaire publique Petits,0450749V,Route de Châtillon,45016,45500,AUTRY LE CHATEL,Ecole primaire publique,Juillet 2012,Manuel,670042.7,6722201.9,02 38 36 81 88,http://www.education.gouv.fr/annuaire/45-loiret/autry-le-chatel/etab/ecole-primaire-publique-des-petits.html
13,Ecole primaire publique,0450378S,113 Rue de Mocquesouris,45019,45130,BACCON,Ecole primaire publique,Juillet 2012,Géocodage,597460.5,6755322.5,02 38 80 78 00,http://www.education.gouv.fr/annuaire/45-loiret/baccon/etab/ecole-primaire-publique.html
14,Ecole primaire publique,0450694K,6 Place de la Mairie,45022,45340,BATILLY EN GATINAIS,Ecole primaire publique,Juillet 2012,Géocodage,653881.8,6774972.9,02 38 33 29 40,http://www.education.gouv.fr/annuaire/45-loiret/batilly-en-gatinais/etab/ecole-primaire-publique.html
15,Ecole primaire publique Les Plésses,0451356E,4 Rue Pierre Gailly,45024,45130,BAULE,Ecole primaire publique,Juillet 2012,Géocodage,600703.15,6746328.45,02 38 44 39 20,http://www.education.gouv.fr/annuaire/45-loiret/baule/etab/ecole-primaire-publique-les-plesses.html
16,Ecole primaire publique,0450920F,2 Rue du Jeu de Paume,45025,45480,BAZOCHES LES GALLERANDES,Ecole primaire publique,Juillet 2012,Géocodage,628919.7,6785400.25,02 38 39 41 08,http://www.education.gouv.fr/annuaire/45-loiret/bazoches-les-gallerandes/etab/ecole-primaire-publique.html
17,Ecole primaire publique,0450567X,8 Rue des Etangs,45026,45210,BAZOCHES SUR LE BETZ,Ecole primaire publique,Juillet 2012,Géocodage,700469.15,6779543.45,02 38 96 81 72,http://www.education.gouv.fr/annuaire/45-loiret/bazoches-sur-le-betz/etab/ecole-primaire-publique.html
18,Ecole primaire privée Notre-Dame,0451543H,15 rue Porte Tavers,45028,45190,BEAUGENCY,Ecole primaire privée,Juillet 2012,Géocodage,597503.1,6742530.7,02 38 46 94 15,http://www.education.gouv.fr/annuaire/45-loiret/beaugency/etab/ecole-primaire-privee-notre-dame.html
19,Ecole primaire publique Du Mail,0450857M,2 Rue Bernasse,45028,45190,BEAUGENCY,Ecole primaire publique,Juillet 2012,Géocodage,597277,6742702.5,02 38 44 55 61,http://www.education.gouv.fr/annuaire/45-loiret/beaugency/etab/ecole-primaire-publique-mail.html
20,Ecole primaire publique Vallée du Rû,0450883R,10 Rue Julie Lour,45028,45190,BEAUGENCY,Ecole primaire publique,Juillet 2012,Géocodage,596940.1,6743558.05,02 38 44 55 38,http://www.education.gouv.fr/annuaire/45-loiret/beaugency/etab/ecole-primaire-publique-de-la-vallee-du-r.html
21,Ecole primaire publique Des Chaussées,0451312G,1 Rue de la Pierre Blanche,45028,45190,BEAUGENCY,Ecole primaire publique,Juillet 2012,Géocodage,596280.1,6743208.2,02 38 44 80 51,http://www.education.gouv.fr/annuaire/45-loiret/beaugency/etab/ecole-primaire-publique-les-chaussees.html
22,Ecole primaire publique,0451398A,15 Route de Châtillon,45029,45630,BEAULIEU SUR LOIRE,Ecole primaire publique,Juillet 2012,Manuel,686232.8,6715869.9,02 38 35 83 06,http://www.education.gouv.fr/annuaire/45-loiret/beaulieu-sur-loire/etab/ecole-primaire-publique.html
23,Ecole primaire publique Maurice Genevoix,0450927N,8 Rue des Roches,45030,45340,BEAUNE LA ROLANDE,Ecole primaire publique,Juillet 2012,Géocodage,658280.35,6774612.75,02 38 33 38 45,http://www.education.gouv.fr/annuaire/45-loiret/beaune-la-rolande/etab/ecole-primaire-publique-maurice-genevoix.html
24,Ecole primaire publique,0451027X,16 rue des Estivaux,45031,45270,BELLEGARDE,Ecole primaire publique,Juillet 2012,Géocodage,658329.9,6765735.55,02 38 90 10 85,http://www.education.gouv.fr/annuaire/45-loiret/bellegarde/etab/ecole-primaire-publique.html
25,Ecole primaire publique,0450633U,5 rue des Déportés,45033,45390,BOESSES,Ecole primaire publique,Juillet 2012,Manuel,658926.4,6783612.1,02 38 33 63 84,http://www.education.gouv.fr/annuaire/45-loiret/boesses/etab/ecole-elementaire-publique.html
26,Ecole primaire publique,0450919E,29 promenade Gasson,45258,45390,PUISEAUX,Ecole primaire publique,Juillet 2012,Géocodage,660526.45,6789578.2,02 38 33 53 74,http://www.education.gouv.fr/annuaire/45-loiret/puiseaux/etab/ecole-primaire-publique.html
27,Ecole primaire publique Montesquieu,0450410B,Place des Ecoles,45034,45760,BOIGNY SUR BIONNE,Ecole primaire publique,Juillet 2012,Manuel,626035.4,6758459.5,02 38 75 23 60,http://www.education.gouv.fr/annuaire/45-loiret/boigny-sur-bionne/etab/ecole-primaire-publique-montesquieu.html
28,Ecole primaire publique,0451149E,2 Mail Est,45035,45340,BOISCOMMUN,Ecole primaire publique,Juillet 2012,Manuel,654005.2,6770946,02 38 33 81 15,http://www.education.gouv.fr/annuaire/45-loiret/boiscommun/etab/ecole-primaire-publique.html
29,Ecole primaire publique,0450210J,Rue de la Mairie,45036,45290,BOISMORAND,Ecole primaire publique,Juillet 2012,Géocodage,679458.35,6742330,02 38 31 81 95,http://www.education.gouv.fr/annuaire/45-loiret/boismorand/etab/ecole-elementaire-publique.html
30,Ecole primaire publique,0450724T,Rue des écoles,45037,45480,BOISSEAUX,Ecole primaire publique,Juillet 2012,Manuel,624812.8,6795608.8,02 38 39 59 36,http://www.education.gouv.fr/annuaire/45-loiret/boisseaux/etab/ecole-primaire-publique.html
31,Ecole primaire publique,0450647J,8 Rue de la Mairie,45038,45300,BONDAROY,Ecole primaire publique,Juillet 2012,Géocodage,645874.128045,6786523.693206,02 38 30 34 89,http://www.education.gouv.fr/annuaire/45-loiret/bondaroy/etab/ecole-primaire-publique.html
32,Ecole primaire publique,0450140H,Place Général Bourdoncle de Saint-Salvy,45039,45460,BONNEE,Ecole primaire publique,Juillet 2012,Manuel,653897.3,6744248,02 38 29 01 10,http://www.education.gouv.fr/annuaire/45-loiret/bonnee/etab/ecole-primaire-publique.html
33,Ecole primaire publique,0450182D,2 Avenue de la Gare,45040,45120,BONNY SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,688097.4,6717726.9,02 38 31 63 57,http://www.education.gouv.fr/annuaire/45-loiret/bonny-sur-loire/etab/ecole-primaire-publique.html
34,Ecole primaire publique,0450411C,7 Place du Bourg,45043,45430,BOU,Ecole primaire publique,Juillet 2012,Géocodage,628737.1,6753108.6,02 38 91 30 51,http://www.education.gouv.fr/annuaire/45-loiret/bou/etab/ecole-primaire-publique.html
35,Ecole primaire publique,0450544X,17 Rue de la Mairie,45049,45460,BOUZY LA FORET,Ecole primaire publique,Juillet 2012,Géocodage,653473.6,6750264,02 38 58 30 07,http://www.education.gouv.fr/annuaire/45-loiret/bouzy-la-foret/etab/ecole-primaire-publique.html
36,Ecole primaire publique,0451119X,5 Route de Barville,45050,45300,BOYNES,Ecole primaire publique,Juillet 2012,Géocodage,652424.27364,6780168.287771,02 38 33 12 09,http://www.education.gouv.fr/annuaire/45-loiret/boynes/etab/ecole-primaire-publique.html
37,Ecole primaire publique,0451302W,Rue des écoles,45051,45460,BRAY EN VAL,Ecole primaire publique,Juillet 2012,Manuel,652502.7,6747819.4,02 38 35 58 18,http://www.education.gouv.fr/annuaire/45-loiret/bray-en-val/etab/ecole-primaire-publique.html
38,Ecole primaire privée Sainte-Anne,0451522K,5 rue des Grands Jardins,45053,45250,BRIARE,Ecole primaire privée,Juillet 2012,Géocodage,680295.675828,6726343.497258,02 38 31 26 48,http://www.education.gouv.fr/annuaire/45-loiret/briare/etab/ecole-primaire-privee-sainte-anne.html
39,Ecole primaire publique Gustave Eiffel,0450178Z,7 Rue de l'Espérance,45053,45250,BRIARE,Ecole primaire publique,Juillet 2012,Géocodage,680726.4,6725691.35,02 38 31 25 34,http://www.education.gouv.fr/annuaire/45-loiret/briare/etab/ecole-primaire-publique-gustave-eiffel.html
40,Ecole primaire publique Centre,0450869A,3 Square Foch,45053,45250,BRIARE,Ecole primaire publique,Juillet 2012,Géocodage,680353.8,6726733,02 38 31 26 49,http://www.education.gouv.fr/annuaire/45-loiret/briare/etab/ecole-primaire-publique-centre.html
41,Ecole primaire publique,0450634V,51 Rue de l'Ecole,45054,45390,BRIARRES SUR ESSONNE,Ecole primaire publique,Juillet 2012,Géocodage,657535.1,6792165.6,02 38 32 10 53,http://www.education.gouv.fr/annuaire/45-loiret/briarres-sur-essonne/etab/ecole-primaire-publique.html
42,Ecole primaire publique,0450912X,30 Rue de l'Orme Creux,45055,45310,BRICY,Ecole primaire publique,Juillet 2012,Géocodage,609096.398862,6767183.301811,02 38 75 32 83,http://www.education.gouv.fr/annuaire/45-loiret/bricy/etab/ecole-primaire-publique.html
43,Ecole primaire publique,0450918D,16 bis Rue de la Gare,45061,45120,CEPOY,Ecole primaire publique,Juillet 2012,Géocodage,681141.5,6771295.5,02 38 85 28 27,http://www.education.gouv.fr/annuaire/45-loiret/cepoy/etab/ecole-primaire-publique.html
44,Ecole primaire publique,0450453Y,Rue Louise Dubel,45062,45520,CERCOTTES,Ecole primaire publique,Juillet 2012,Géocodage,616693.8,6765606.1,02 38 75 40 58,http://www.education.gouv.fr/annuaire/45-loiret/cercottes/etab/ecole-primaire-publique.html
45,Ecole primaire publique,0451448E,21 Rue de Verdun,45063,45620,CERDON,Ecole primaire publique,Juillet 2012,Géocodage,652093.8,6726551.6,02 38 36 04 23,http://www.education.gouv.fr/annuaire/45-loiret/cerdon/etab/ecole-primaire-publique.html
46,Ecole primaire publique,0450127U,Au Bourg,45066,45260,CHAILLY EN GATINAIS,Ecole primaire publique,Juillet 2012,Manuel,665924.9,6760944.4,02 38 96 30 14,http://www.education.gouv.fr/annuaire/45-loiret/chailly-en-gatinais/etab/ecole-primaire-publique.html
47,Ecole primaire publique,0451554V,7 Rue de la Groue,45067,45380,CHAINGY,Ecole primaire publique,Juillet 2012,Géocodage,608434.9,6754561.3,02 38 80 65 79,http://www.education.gouv.fr/annuaire/45-loiret/chaingy/etab/ecole-primaire-publique.html
48,Ecole primaire publique Lancy,0451313H,54 Rue W. Rousseau,45068,45120,CHALETTE SUR LOING,Ecole primaire publique,Juillet 2012,Géocodage,680035.8,6769685.8,02 38 85 44 52,http://www.education.gouv.fr/annuaire/45-loiret/chalette-sur-loing/etab/ecole-primaire-publique-lancy.html
49,Ecole primaire publique Michel Moineau,0450478A,10 Rue Albert Camus,45068,45120,CHALETTE SUR LOING,Ecole primaire publique,Juillet 2012,Géocodage,678658.8,6767482.8,02 38 85 45 49,http://www.education.gouv.fr/annuaire/45-loiret/chalette-sur-loing/etab/ecole-primaire-publique-michel-moineau.html
50,Ecole primaire publique Vesines,0450486J,12 Rue des Ecoles,45068,45120,CHALETTE SUR LOING,Ecole primaire publique,Juillet 2012,Géocodage,678652,6768637.3,02 38 85 42 10,http://www.education.gouv.fr/annuaire/45-loiret/chalette-sur-loing/etab/ecole-primaire-publique-vesines.html
51,Ecole primaire publique Vivier Boutet,0451525N,19 Rue Gambetta,45068,45120,CHALETTE SUR LOING,Ecole primaire publique,Juillet 2012,Géocodage,679965.4,6768028.2,02 38 85 14 39,http://www.education.gouv.fr/annuaire/45-loiret/chalette-sur-loing/etab/ecole-primaire-publique-vivier-boutet.html
52,Ecole primaire publique,0451289G,Chemin des Ecoliers,45072,45400,CHANTEAU,Ecole primaire publique,Juillet 2012,Géocodage,623366.05,6763423.15,02 38 75 07 06,http://www.education.gouv.fr/annuaire/45-loiret/chanteau/etab/ecole-primaire-publique.html
53,Ecole primaire publique,0450679U,2 Route de Moulon,45078,45270,CHAPELON,Ecole primaire publique,Juillet 2012,Géocodage,668516.55,6769910.75,02 38 95 54 40,http://www.education.gouv.fr/annuaire/45-loiret/chapelon/etab/ecole-primaire-publique.html
54,Ecole primaire publique,0450725U,5 Rue Robert Rabaud,45080,45480,CHARMONT EN BEAUCE,Ecole primaire publique,Juillet 2012,Géocodage,633689.7,6792656.8,02 38 39 59 39,http://www.education.gouv.fr/annuaire/45-loiret/charmont-en-beauce/etab/ecole-primaire-publique.html
55,Ecole primaire publique,0451056D,3 Rue du Moulin,45081,45130,CHARSONVILLE,Ecole primaire publique,Juillet 2012,Géocodage,594395.1,6759611.15,02 38 74 28 82,http://www.education.gouv.fr/annuaire/45-loiret/charsonville/etab/ecole-primaire-publique.html
56,Ecole primaire publique Morvant,0450800A,Rue Marius Morin,45082,45110,CHATEAUNEUF SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,642274.2,6751771,02 38 58 44 75,http://www.education.gouv.fr/annuaire/45-loiret/chateauneuf-sur-loire/etab/ecole-primaire-publique-morvant.html
57,Ecole primaire publique Maurice Genevoix,0450545Y,211 rue Maurice Genevoix,45082,45110,CHATEAUNEUF SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,641669,6752142.05,02 38 58 43 20,http://www.education.gouv.fr/annuaire/45-loiret/chateauneuf-sur-loire/etab/ecole-primaire-publique-maurice-genevoix.html
58,Ecole primaire publique L'Odonna,0451124C,525 Route de Châtillon Coligny,45083,45220,CHATEAU RENARD,Ecole primaire publique,Juillet 2012,Géocodage,694771,6758104.7,02 38 95 20 87,http://www.education.gouv.fr/annuaire/45-loiret/chateau-renard/etab/ecole-primaire-publique-de-l-odonna.html
59,Ecole primaire publique,0450595C,2 Rue Eugène Lemaire,45085,45230,CHATILLON COLIGNY,Ecole primaire publique,Juillet 2012,Manuel,688418.6,6747080.3,02 38 92 56 89,http://www.education.gouv.fr/annuaire/45-loiret/chatillon-coligny/etab/ecole-primaire-publique.html
60,Ecole primaire publique,0450881N,Place du Champ de Foire,45087,45360,CHATILLON SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,681221.75,6721238.2,02 38 31 40 74,http://www.education.gouv.fr/annuaire/45-loiret/chatillon-sur-loire/etab/ecole-primaire-publique.html
61,Ecole primaire publique Albert Camus,0451263D,63 Rue de Grainloup,45089,45430,CHECY,Ecole primaire publique,Juillet 2012,Géocodage,627365.872605,6756099.021642,02 38 46 60 67,http://www.education.gouv.fr/annuaire/45-loiret/checy/etab/ecole-primaire-publique-albert-camus.html
62,Ecole primaire publique Jean Beaudouin,0450408Z,18 Rue de la Herpinière,45089,45430,CHECY,Ecole primaire publique,Juillet 2012,Manuel,627159.8,6755012.4,02 38 46 60 65,http://www.education.gouv.fr/annuaire/45-loiret/checy/etab/ecole-primaire-publique-jean-beaudoin.html
63,Ecole primaire publique,0450473V,34 Grande Rue,45092,45700,CHEVILLON SUR HUILLARD,Ecole primaire publique,Juillet 2012,Géocodage,672209.25,6762743,02 38 97 86 85,http://www.education.gouv.fr/annuaire/45-loiret/chevillon-sur-huillard/etab/ecole-primaire-publique.html
64,Ecole primaire publique Alain Fournier,0450870B,13 Rue de Sougy,45093,45520,CHEVILLY,Ecole primaire publique,Juillet 2012,Géocodage,615745.65,6770516.65,02 38 80 11 20,http://www.education.gouv.fr/annuaire/45-loiret/chevilly/etab/ecole-primaire-publique-alain-fournier.html
65,Ecole primaire publique,0451397Z,42 bis Grande Rue,45095,45170,CHILLEURS AUX BOIS,Ecole primaire publique,Juillet 2012,Géocodage,635367.6,6774484.8,02 38 39 88 13,http://www.education.gouv.fr/annuaire/45-loiret/chilleurs-aux-bois/etab/ecole-primaire-publique.html
66,Ecole primaire publique,0450581M,16 rue des écoles,45097,45220,CHUELLES,Ecole primaire publique,Juillet 2012,Géocodage,697410.5,6767109.7,02 38 94 20 90,http://www.education.gouv.fr/annuaire/45-loiret/chuelles/etab/ecole-elementaire-publique.html
67,Ecole primaire privée Notre-Dame,0450954T,2 rue du Cloître,45098,45370,CLERY SAINT ANDRE,Ecole primaire privée,Juillet 2012,Géocodage,606920.4,6747353.1,02 38 45 74 07,http://www.education.gouv.fr/annuaire/45-loiret/clery-saint-andre/etab/ecole-primaire-privee-notre-dame.html
68,Ecole primaire publique Des Bergerets,0451080E,4 Sentier des Murailles,45098,45370,CLERY SAINT ANDRE,Ecole primaire publique,Juillet 2012,Géocodage,606759.835807,6747629.862151,02 38 45 90 93,http://www.education.gouv.fr/annuaire/45-loiret/clery-saint-andre/etab/ecole-primaire-publique-des-bergerets.html
69,Ecole primaire publique,0450412D,53 rue du Cas Rouge,45100,45800,COMBLEUX,Ecole primaire publique,Juillet 2012,Géocodage,624355.4,6755990.3,02 38 21 98 61,http://www.education.gouv.fr/annuaire/45-loiret/combleux/etab/ecole-primaire-publique.html
70,Ecole primaire publique,0451152H,2 rue des écoles,45103,45490,CORBEILLES,Ecole primaire publique,Juillet 2012,Géocodage,666676.3,6774833.6,02 38 96 40 81,http://www.education.gouv.fr/annuaire/45-loiret/corbeilles/etab/ecole-primaire-publique.html
71,Ecole primaire publique,0451181P,2 rue des écoles,45104,45120,CORQUILLEROY,Ecole primaire publique,Juillet 2012,Manuel,677510.6,6771705.8,02 38 85 01 66,http://www.education.gouv.fr/annuaire/45-loiret/corquilleroy/etab/ecole-primaire-publique.html
72,Ecole primaire publique,0451273P,1 rue Cesar-Francois Cassini,45106,45330,COUDRAY,Ecole primaire publique,Juillet 2012,Manuel,653143.4,6797062.9,02 38 34 94 13,http://www.education.gouv.fr/annuaire/45-loiret/coudray/etab/ecole-primaire-publique.html
73,Ecole primaire publique,0451052Z,6 rue Lieutenant Bruneau,45108,45720,COULLONS,Ecole primaire publique,Juillet 2012,Géocodage,661794.8,6724338.8,02 38 29 21 61,http://www.education.gouv.fr/annuaire/45-loiret/coullons/etab/ecole-primaire-publique.html
74,Ecole primaire publique,0450381V,1 rue du 9 Novembre,45109,45130,COULMIERS,Ecole primaire publique,Juillet 2012,Géocodage,600221.5,6759870,02 38 74 28 81,http://www.education.gouv.fr/annuaire/45-loiret/coulmiers/etab/ecole-primaire-publique.html
75,Ecole primaire publique,0451274R,1 place de la Mairie,45114,45490,COURTEMPIERRE,Ecole primaire publique,Juillet 2012,Géocodage,671291.2,6778172.7,02 38 87 44 44,http://www.education.gouv.fr/annuaire/45-loiret/courtempierre/etab/ecole-primaire-publique.html
76,Ecole primaire publique,0450517T,3 rue des Ormes,45115,45320,COURTENAY,Ecole primaire publique,Juillet 2012,Géocodage,703926.4,6770601.85,02 38 97 43 05,http://www.education.gouv.fr/annuaire/45-loiret/courtenay/etab/ecole-primaire-publique.html
77,Ecole primaire publique,0451120Y,2 rue de la Lyre,45116,45190,CRAVANT,Ecole primaire publique,Juillet 2012,Géocodage,593349.898371,6748538.09018,02 38 44 86 30,http://www.education.gouv.fr/annuaire/45-loiret/cravant/etab/ecole-primaire-publique.html
78,Ecole primaire publique,0450658W,93 Route de Pithiviers,45119,45300,DADONVILLE,Ecole primaire publique,Juillet 2012,Manuel,644451.9,6782760.5,02 38 33 01 65,http://www.education.gouv.fr/annuaire/45-loiret/dadonville/etab/ecole-primaire-publique.html
79,Ecole primaire publique,0450145N,Rue de Châtillon,45122,45570,DAMPIERRE EN BURLY,Ecole primaire publique,Juillet 2012,Géocodage,664093.25,6740278.6,02 38 35 66 16,http://www.education.gouv.fr/annuaire/45-loiret/dampierre-en-burly/etab/ecole-primaire-publique.html
80,Ecole primaire publique,0450327L,29 Route d'Orléans,45123,45150,DARVOY,Ecole primaire publique,Juillet 2012,Géocodage,632373.2,6751017.8,02 38 57 20 76,http://www.education.gouv.fr/annuaire/45-loiret/darvoy/etab/ecole-primaire-publique.html
81,Ecole primaire publique Adrienne Boland,0451539D,Rue A Bolland,45126,45450,DONNERY,Ecole primaire publique,Juillet 2012,Géocodage,632480,6757898.5,02 38 59 58 77,http://www.education.gouv.fr/annuaire/45-loiret/donnery/etab/ecole-primaire-publique-adrienne-bolland.html
82,Ecole primaire publique Victor Hugo,0450506F,1 rue Victor Hugo,45127,45680,DORDIVES,Ecole primaire publique,Juillet 2012,Géocodage,682945.05,6782398,02 38 92 84 85,http://www.education.gouv.fr/annuaire/45-loiret/dordives/etab/ecole-primaire-publique-victor-hugo.html
83,Ecole primaire publique,0450925L,40 rue du Gatinais,45129,45220,DOUCHY,Ecole primaire publique,Juillet 2012,Géocodage,703800.5,6760329.6,02 38 87 13 36,http://www.education.gouv.fr/annuaire/45-loiret/douchy/etab/ecole-primaire-publique.html
84,Ecole primaire publique,0450332S,67 place de la Mairie,45130,45370,DRY,Ecole primaire publique,Juillet 2012,Géocodage,603864.65,6744981.75,02 38 45 71 61,http://www.education.gouv.fr/annuaire/45-loiret/dry/etab/ecole-primaire-publique.html
85,Ecole primaire publique,0451487X,27 Grande rue,45131,45390,ECHILLEUSES,Ecole primaire publique,Juillet 2012,Géocodage,658880.3,6784929.4,02 38 33 69 97,http://www.education.gouv.fr/annuaire/45-loiret/echilleuses/etab/ecole-primaire-publique.html
86,Ecole primaire publique,0451389R,17 rue du Colombier,45133,45300,ENGENVILLE,Ecole primaire publique,Juillet 2012,Géocodage,643927.044494,6793139.325479,02 38 32 81 31,http://www.education.gouv.fr/annuaire/45-loiret/engenville/etab/ecole-primaire-publique.html
87,Ecole primaire publique,0450382W,8 rue des Pensees,45134,45130,EPIEDS EN BEAUCE,Ecole primaire publique,Juillet 2012,Géocodage,596999.25,6761817.35,02 38 74 28 92,http://www.education.gouv.fr/annuaire/45-loiret/epieds-en-beauce/etab/ecole-primaire-publique.html
88,Ecole primaire publique,0450659X,Place de la Mairie,45137,45300,ESCRENNES,Ecole primaire publique,Juillet 2012,Manuel,639176.1,6781889.4,02 38 34 00 57,http://www.education.gouv.fr/annuaire/45-loiret/escrennes/etab/ecole-primaire-publique.html
89,Ecole primaire publique,0450661Z,1 place de l'église,45139,45300,ESTOUY,Ecole primaire publique,Juillet 2012,Géocodage,649926.5,6787556.9,02 38 34 21 07,http://www.education.gouv.fr/annuaire/45-loiret/estouy/etab/ecole-primaire-publique.html
90,Ecole primaire publique Pierre Mesples,0451121Z,70 rue de la Bretauche,45142,45450,FAY AUX LOGES,Ecole primaire publique,Juillet 2012,Géocodage,635779.508572,6758740.454417,02 38 59 22 24,http://www.education.gouv.fr/annuaire/45-loiret/fay-aux-loges/etab/ecole-primaire-publique-pierre-mesples.html
91,Ecole primaire publique,0450326K,Route de Sandillon,45144,45150,FEROLLES,Ecole primaire publique,Juillet 2012,Géocodage,631210.65,6748298.8,02 38 59 76 55,http://www.education.gouv.fr/annuaire/45-loiret/ferolles/etab/ecole-primaire-publique.html
92,Ecole primaire publique La Cléry,0451415U,Rue Sainte Apolline,45145,45210,FERRIERES EN GATINAIS,Ecole primaire publique,Juillet 2012,Géocodage,684779.35,6776600.3,02 38 96 53 10,http://www.education.gouv.fr/annuaire/45-loiret/ferrieres-en-gatinais/etab/ecole-primaire-publique-la-clery.html
93,Ecole primaire privée Sainte Thérèse,0450955U,24 rue du Four Banal,45146,45240,LA FERTE SAINT AUBIN,Ecole primaire privée,Juillet 2012,Géocodage,620776.3,6736372.8,02 38 76 61 39,http://www.education.gouv.fr/annuaire/45-loiret/la-ferte-saint-aubin/etab/ecole-primaire-privee-sainte-therese.html
94,Ecole primaire publique Centre,0451083H,2 rue de Rivoli,45146,45240,LA FERTE SAINT AUBIN,Ecole primaire publique,Juillet 2012,Géocodage,620714.35,6736229.85,02 38 76 54 37,http://www.education.gouv.fr/annuaire/45-loiret/la-ferte-saint-aubin/etab/ecole-primaire-publique-centre.html
95,Ecole primaire publique Cheneries,0451085K,Rue Alain Fournier,45146,45240,LA FERTE SAINT AUBIN,Ecole primaire publique,Juillet 2012,Géocodage,620758.6,6735491.9,02 38 76 53 72,http://www.education.gouv.fr/annuaire/45-loiret/la-ferte-saint-aubin/etab/ecole-primaire-publique-cheneries.html
96,Ecole primaire publique Les Sablons,0451414T,471 rue Léon Pinault,45146,45240,LA FERTE SAINT AUBIN,Ecole primaire publique,Juillet 2012,Manuel,620606.3,6736047.5,02 38 76 59 43,http://www.education.gouv.fr/annuaire/45-loiret/la-ferte-saint-aubin/etab/ecole-primaire-publique-les-sablons.html
97,Ecole primaire publique Henri Wallon,0451122A,4 rue Henri Wallon,45147,45400,FLEURY LES AUBRAIS,Ecole primaire publique,Juillet 2012,Géocodage,619334.9,6758704.25,02 38 86 50 61,http://www.education.gouv.fr/annuaire/45-loiret/fleury-les-aubrais/etab/ecole-primaire-publique-henri-wallon.html
98,Ecole primaire publique Jacques Brel,0451355D,95 bis rue Jean Jaurès,45147,45400,FLEURY LES AUBRAIS,Ecole primaire publique,Juillet 2012,Manuel,619409.3,6759564.3,02 38 73 17 04,http://www.education.gouv.fr/annuaire/45-loiret/fleury-les-aubrais/etab/ecole-primaire-publique-jacques-brel.html
